PHYLUM,LINEAGE,CLASS,ORDER,FAMILY,COMMON NAME,CODE (5 letter code),SCIENTIFIC NAME,TAXON ID (see NCBI),GENOME OR TRANSCRIPTOME?,TECHNOLOGY,SOURCE,ACCESSION NUMBER,REFERENCE,EXTRA INFO,C (ASSEMBLY),S (ASSEMBLY),D (ASSEMBLY),F (ASSEMBLY),M (ASSEMBLY),C+F (GOOD if >85*),Busco database,No. ISOFORMS,C (LONGEST),S (LONGEST),D (LONGEST),F (LONGEST),M (LONGEST),C+F (GOOD if >85*),Busco database,No. GENES,EggNOG-mapper,FANTASIA
MOLLUSCA,,Gastropoda/Patellogastropoda,-,Patellidae,rough limpet,PULY1,Patella ulyssiponensis,334708,Transcriptome,,,SRR8318349,,,67.3,48.5,18.8,23.4,9.3,90.7,metazoa_odb10,,65.9,48.1,17.8,21.8,12.3,87.7,metazoa_odb10,26168,19597,26160
MOLLUSCA,,Gastropoda/Vetigastropoda,Lepetellida,Fissurellidae,,FNAT1,Fissurella natalensis,2497952,Transcriptome,Illumina HiSeq X,NCBI SRA,SRR19577573,,,59.5,43.1,16.4,16.6,23.9,76.1,metazoa_odb10,,56.8,55.3,1.5,14.9,28.3,71.7,metazoa_odb10,13554,9940,13523
MOLLUSCA,,Gastropoda/Vetigastropoda,Pleurotomariida,Pleurotomariidae,King Midas's slit shell,BMID1,Bayerotrochus midas,702825,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR8318344,,,51.2,35.3,15.9,35.1,13.7,86.3,metazoa_odb10,,48.4,48.1,0.3,30.3,21.3,78.7,metazoa_odb10,23867,16649,23859
MOLLUSCA,,Gastropoda/Vetigastropoda,Trochida,Phasianellidae,,PVEN1,Phasianella ventricosa,335755,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1505128,,,93.6,56.9,36.7,4.2,2.2,97.8,metazoa_odb10,,90.4,88.1,2.3,5,4.6,95.4,metazoa_odb10,24227,18212,24074
MOLLUSCA,,Gastropoda/Vetigastropoda,Trochida,Trochidae,lipped periwinkle,MLAB1,Monodonta labio,74046,Transcriptome,,,SRR1505119,,,78.7,58.2,20.5,11.8,9.5,90.5,metazoa_odb10,,78.2,58.1,20.1,12.5,9.3,90.7,metazoa_odb10,13828,8851,13828
MOLLUSCA,,Gastropoda/Vetigastropoda,Trochida,Trochidae,,OTAB1,Oxystele tabularis,336183,Transcriptome,Illumina HiSeq X,NCBI SRA,SRR19577571,,,52.6,25.8,26.8,22,25.4,74.6,metazoa_odb10,,50.9,48.8,2.1,18.2,30.9,69.1,metazoa_odb10,17727,12874,17680
MOLLUSCA,,Gastropoda/Vetigastropoda,Trochida,Trochidae,,PTUR1,Phorcus turbinatus,43341,Transcriptome,,Sequenced by us,-,,,,,,,,0,metazoa_odb10,,96.7,95.3,1.4,0.9,2.4,97.6,metazoa_odb10,69335,33673,68403
MOLLUSCA,,Gastropoda/Vetigastropoda,Trochida,Trochidae,,TNIG1,Trochus nigropunctatus,2950569,Transcriptome,Illumina HiSeq X,NCBI SRA,SRR19577564,,,58.6,41.5,17.1,22.4,19,81,metazoa_odb10,,55.5,51.9,3.6,22.2,22.3,77.7,metazoa_odb10,18058,12610,18001
MOLLUSCA,,Monoplacophora,,,,LHYA1,Laevipilina hyalina,651133,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1505115,"Zapata F et al., ""Phylogenomic analyses of deep gastropod relationships reject Orthogastropoda."", Proc Biol Sci, 2014 Nov 7;281(1794):20141739",,90.1,40,50.1,6.8,3.1,96.9,metazoa_odb10,,86.8,28.8,58,8.8,4.4,95.6,metazoa_odb10,26730,19980,26349
MOLLUSCA,,Polyplacophora,,,,ACGR1,Acanthopleura granulata,61363,Genome,,Dryad,dryad.wstqjq2k9,https://academic.oup.com/gbe/article/13/1/evaa263/6035137#227143589,"2 annotations with 80K and 20K with higher and lower busco, respectively (author's readme). Had to changeGFF to remove Super- from scaffolds names XD",-,-,-,-,-,-,-,-,92.9,92,0.9,3,4.1,95.9,metazoa_odb10,31001,19557,30293
MOLLUSCA,,Polyplacophora,,,,ACRI1,Acanthochitona crinita,126420,Transcriptome,,,SRR5110525,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5103448/,,98.8,16.7,82.1,0.4,0.8,99.2,metazoa_odb10,,98.2,15.2,83,0.6,1.2,98.8,metazoa_odb10,24319,17881,24198
MOLLUSCA,,Polyplacophora,,,,AGEM1,Acanthopleura gemmata,167016,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR11674129,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7850002/,girdle and shell-secreting mantle,86.6,62.9,23.7,7.2,6.2,93.8,metazoa_odb10,,86.6,65.3,21.3,7.2,6.2,93.8,metazoa_odb10,18004,12627,17989
MOLLUSCA,,Polyplacophora,,,,CAPI1,Chaetopleura apiculata,58794,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR11674124,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7850002/,girdle,81.6,58.1,23.5,10.1,8.3,91.7,metazoa_odb10,,81,57,24,9.9,9.1,90.9,metazoa_odb10,18985,14384,18930
MOLLUSCA,,Polyplacophora,,,,CLAR1,Cryptoplax larvaeformis,2732484,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR11674126,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7850002/,girdle and shell-secreting mantle,90.5,50.5,40,6.1,3.4,96.6,metazoa_odb10,,90,50,40,5.9,4.1,95.9,metazoa_odb10,20029,14787,19992
MOLLUSCA,,Polyplacophora,,,,COLI1,Chiton olivaceus (Rhyssoplax olivaceus),256108,Transcriptome,Illumina Genome Analyzer II,NCBI SRA,SRR618506,,,69.5,31.1,38.4,19.9,10.6,89.4,metazoa_odb10,,67.1,25.3,41.8,21,11.9,88.1,metazoa_odb10,31375,20426,31191
MOLLUSCA,,Polyplacophora,,,,CTUB1,Chiton tuberculatus,1539881,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR11674134,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7850002/,radula,84.3,60.3,24,9.3,6.4,93.6,metazoa_odb10,,84.7,60.3,24.4,8.8,6.5,93.5,metazoa_odb10,17731,13739,17680
MOLLUSCA,,Polyplacophora,,,,KTUN1,Katharina tunicata,34587,Transcriptome,Illumina HiSeq 4000,NCBI SRA,SRR11674131,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7850002/,radula,93.1,62.7,30.4,4.1,2.8,97.2,metazoa_odb10,,92.9,62.9,30,3.7,3.4,96.6,metazoa_odb10,15156,12134,15149
MOLLUSCA,,Polyplacophora,,,,LRUG1,Leptochiton rugatus,413421,Transcriptome,,,SRR1611558,,,79.1,24.6,54.5,12.5,8.4,91.6,metazoa_odb10,,79,23.5,55.5,11.8,9.2,90.8,metazoa_odb10,23973,17436,23635
MOLLUSCA,,Polyplacophora,,,,MMUS1,Mopalia muscosa,256104,Transcriptome,,,SRR11577121,,,78.7,52.6,26.1,9.6,11.7,88.3,metazoa_odb10,,78.5,53.2,25.3,9.9,11.6,88.4,metazoa_odb10,13292,10465,13280
MOLLUSCA,,Polyplacophora,,,,NMIR1,Nuttallochiton mirandus,256062,Transcriptome,,,SRR11674133,,,74.7,52.3,22.4,12.4,12.9,87.1,metazoa_odb10,,70.6,50.9,19.7,13.5,15.9,84.1,metazoa_odb10,46993,18499,46920
MOLLUSCA,,Polyplacophora,,,,TLIN1,Tonicella lineata,256058,Transcriptome,,,SRR6926331,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1283,,95.5,55.5,40,2.4,2.1,97.9,metazoa_odb10,,95.2,56.9,38.3,2.6,2.2,97.8,metazoa_odb10,52090,22903,52053
MOLLUSCA,,Scaphopoda,,,,AENT2,Antalis entalis,211836,Transcriptome,,,SRR8217848,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.2684#d1e1176,,55.4,32,23.4,22.3,22.3,77.7,metazoa_odb10,,53.7,31.1,22.6,19.2,27.1,72.9,metazoa_odb10,19883,12542,19878
MOLLUSCA,,Scaphopoda,,,,GEBO1,Graptacme eborea,55752,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR2057020,,,81.7,32.6,49.1,11,7.3,92.7,metazoa_odb10,,81.7,31.9,49.8,11.1,7.2,92.8,metazoa_odb10,22684,16867,22550
MOLLUSCA,,Scaphopoda,,,,GTOL1,Gadila tolmiei,1077242,Transcriptome,,,SRR331897,,,90.2,21.8,68.4,7.1,2.7,97.3,metazoa_odb10,,90.9,21,69.9,5.9,3.2,96.8,metazoa_odb10,63234,40605,63168
MOLLUSCA,,Solenogastres,,,,ACRA1,Alexandromenia crassa,1638916,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR2052564,,,88.9,25.2,63.7,6.6,4.5,95.5,metazoa_odb10,,88.8,24.2,64.6,6.6,4.6,95.4,metazoa_odb10,18332,14161,17844
MOLLUSCA,,Solenogastres,,,,AENI1,Apodomenia enigmatica,2138613,Transcriptome,,,SRR6926325,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1284,,92.3,21.7,70.6,4,3.7,96.3,metazoa_odb10,,92.6,20.2,72.4,4,3.4,96.6,metazoa_odb10,16537,12974,16351
MOLLUSCA,,Solenogastres,,,,AMSP1,Amphimeniidae sp.,2137300,Transcriptome,,,SRR6926328,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1283,,69.9,28.7,41.2,15,15.1,84.9,metazoa_odb10,,69.5,27.6,41.9,15.1,15.4,84.6,metazoa_odb10,17550,13007,17403
MOLLUSCA,,Solenogastres,,,,ENTR1,Entonomenia tricarinata,1541969,Transcriptome,,,SRR6926335,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1285,,81.7,32.3,49.4,11,7.3,92.7,metazoa_odb10,,81.8,31.7,50.1,11.1,7.1,92.9,metazoa_odb10,22113,16119,21906
MOLLUSCA,,Solenogastres,,,,GPEL1,Gymnomenia pellucida,1918950,Transcriptome,,,SRR5110524,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5103448/,,98,17.8,80.2,0.3,1.7,98.3,metazoa_odb10,,97.8,17.7,80.1,0.4,1.8,98.2,metazoa_odb10,22978,15709,22863
MOLLUSCA,,Solenogastres,,,,HAEG1,Helluoherpia aegiri,1541971,Transcriptome,,,SRR6926336,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1287,,83.1,23.5,59.6,9.4,7.5,92.5,metazoa_odb10,,83.3,22.5,60.8,9.1,7.6,92.4,metazoa_odb10,18064,13403,17863
MOLLUSCA,,Solenogastres,,,,MFOD1,Micromenia fodiens,669226,Transcriptome,,,SRR6926322,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1291,,57.4,21.4,36,24.3,18.3,81.7,metazoa_odb10,,55.9,19.2,36.7,22.7,21.4,78.6,metazoa_odb10,29946,17770,29594
MOLLUSCA,,Solenogastres,,,,MSCH1,Macellomenia schanderi,1500390,Transcriptome,,,SRR2057023,,,95.4,16.6,78.8,2.1,2.5,97.5,metazoa_odb10,,95.4,15.1,80.3,2.1,2.5,97.5,metazoa_odb10,19177,14571,18631
MOLLUSCA,,Solenogastres,,,,MSWE1,Meiomenia swedmarki,1500384,Transcriptome,,,SRR6926324,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1290,,94.7,25.6,69.1,2.5,2.8,97.2,metazoa_odb10,,94.6,24.8,69.8,2.7,2.7,97.3,metazoa_odb10,20914,15639,20391
MOLLUSCA,,Solenogastres,,,,PCUS1,Proneomenia custodiens,1500391,Transcriptome,,,SRR1611561,,,67.3,25.6,41.7,13.6,19.1,80.9,metazoa_odb10,,66.3,24.7,41.6,14,19.7,80.3,metazoa_odb10,18820,12974,18151
MOLLUSCA,,Solenogastres,,,,SIMA1,Simrothiella margaritacea,669227,Transcriptome,,,SRR6926332,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1283,,70.2,19,51.2,12.2,17.6,82.4,metazoa_odb10,,69.7,17.6,52.1,11.7,18.6,81.4,metazoa_odb10,14792,10736,14618
MOLLUSCA,,Solenogastres,,,,SSUL1,Stylomenia sulcodoryata,2137292,Transcriptome,,,SRR6926330,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1283,,96.9,31.8,65.1,1.2,1.9,98.1,metazoa_odb10,,96.7,30.5,66.2,1.5,1.8,98.2,metazoa_odb10,23089,15524,23035
NEMATODA,,Chromadorea,Araeolaimida,Comesomatidae,,DORY1,Dorylaimopsis sp. T63,2879815,Transcriptome,HiSeq X Five,NCBI SRA,SRR16133323,,,91.7,20.9,70.8,2.5,5.8,94.2,metazoa_odb10,,80.5,73.3,7.2,4.2,15.3,84.7,metazoa_odb10,37542,21567,37418
NEMATODA,,Chromadorea,Chromadorida,Chromadoridae,,EUCH1,Euchromadora sp. MIHIF,2490274,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR8223447,,,72.2,47.4,24.8,8.5,19.3,80.7,metazoa_odb10,,69.7,65.8,3.9,9.6,20.7,79.3,metazoa_odb10,20546,11777,20529
NEMATODA,,Chromadorea,Chromadorida,Selachinematidae,,HADO1,Halichoanolaimus dolichurus,373650,Transcriptome,HiSeq X Five,NCBI SRA,SRR16115047,,,91,32.7,58.3,2.9,6.1,93.9,metazoa_odb10,,71.2,68.2,3,2.7,26.1,73.9,metazoa_odb10,23529,14770,23388
NEMATODA,,Chromadorea,Monhysterida,Linhomoeidae,,LINH1,Linhomoeidae,319958,Transcriptome,HiSeq X Five,NCBI SRA,SRR16122874,,,82.1,16.8,65.3,5,12.9,87.1,metazoa_odb10,,66.4,64.8,1.6,4.6,29,71,metazoa_odb10,16750,10182,16644
NEMATODA,,Chromadorea,Monhysterida,Monhysteridae,,GAMM1,Gammarinema sp. T79,2879816,Transcriptome,HiSeq X Five,NCBI SRA,SRR16133322,,,77,35.3,41.7,4,19,81,metazoa_odb10,,67.4,66.2,1.2,3.6,29,71,metazoa_odb10,12115,8595,12042
NEMATODA,,Chromadorea,Monhysterida,Monhysteridae,,HHER1,Halomonhystera hermesi,1573192,Transcriptome,Illumina MiSeq,NCBI SRA,SRR1657930,,,65.2,35.6,29.6,13.1,21.7,78.3,metazoa_odb10,,55.6,43.5,12.1,13.2,31.2,68.8,metazoa_odb10,23524,14227,22747
NEMATODA,,Chromadorea,Monhysterida,Sphaerolaimidae,,SPSP1,Sphaerolaimus sp. T62,2881408,Transcriptome,HiSeq X Five,NCBI SRA,SRR16242185,,,81.3,8.3,73,5.7,13,87,metazoa_odb10,,71.1,67.7,3.4,7.4,21.5,78.5,metazoa_odb10,36169,18872,35950
NEMATODA,,Chromadorea,Plectida,Plectidae,,ANGR1,Anaplectus granulosus,2072756,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR8209157,,,58.7,23.5,35.2,17.6,23.7,76.3,metazoa_odb10,,55.5,49.8,5.7,18.8,25.7,74.3,metazoa_odb10,26292,15742,26253
NEMATODA,,Chromadorea,Plectida,Plectidae,,PSAM1,Plectus sambesii,2011161,Genome,,WormBase ParaSite,GCA_002796945.1,,Database version WBPS17,-,-,-,-,-,-,-,-,85.5,49,36.5,7,7.5,92.5,metazoa_odb10,39067,26928,37385
NEMATODA,,Chromadorea,Rhabditida/Rhabditina,Diplogasteroididae,,DIMA1,Diplogasteroides magnus,560213,Transcriptome,Illumina HiSeq 3000,NCBI SRA,SRR12424051,,,80.1,51.7,28.4,3.2,16.7,83.3,metazoa_odb10,,71.6,70.2,1.4,3.1,25.3,74.7,metazoa_odb10,21047,13502,21035
NEMATODA,,Chromadorea,Rhabditida/Rhabditina,Diplogastridae,,LETE1,Levipalatum texanum,1486449,Transcriptome,Illumina HiSeq 3000,NCBI SRA,SRR12424050,,,79.1,53.2,25.9,2.9,18,82,metazoa_odb10,,69.7,68.7,1,2.8,27.5,72.5,metazoa_odb10,20328,12944,20319
NEMATODA,,Chromadorea,Rhabditida/Rhabditina,Diplogastridae,,PAGI1,Parapristionchus giblindavisi,1187980,Genome,PacBio,pristionchus.org,paraprisitonchus2,https://academic.oup.com/g3journal/advance-article/doi/10.1093/g3journal/jkac215/6671220?login=true,,-,-,-,-,-,-,-,-,74.4,73.2,1.2,4.6,21,79,metazoa_odb10,22488,14669,21859
NEMATODA,,Chromadorea,Rhabditida/Rhabditina,Neodiplogasteridae,,PRPA1,Pristionchus pacificus,54126,Genome,PacBio,NCBI Genome,GCA_000180635.4,,Chromosome level,-,-,-,-,-,-,-,-,78.6,76,2.6,3,18.4,81.6,metazoa_odb10,28149,16795,27745
NEMATODA,,Chromadorea,Rhabditida/Rhabditina,Rhabditidae,,CELE1,Caenorhabditis elegans,6239,Genome,,NCBI Genome,GCF_000002985.6,,Chromosome level,-,-,-,-,-,-,-,-,78.1,76.9,1.2,2.2,19.7,80.3,metazoa_odb10,21904,20065,20110
NEMATODA,,Chromadorea,Rhabditida/Rhabditina,Rhabditidae,,DPAC1,Diploscapter pachys,2018661,Genome,Illumina HiSeq; PacBio,NCBI Genome,GCA_002287525.1,https://www.sciencedirect.com/science/article/pii/S096098221731076X?via3Dihub,https://www.ncbi.nlm.nih.gov/biosample/SAMN03456257/,-,-,-,-,-,-,-,-,74,31.2,42.8,3.5,22.5,77.5,metazoa_odb10,27341,21148,27159
NEMATODA,,Chromadorea,Rhabditida/Rhabditina,Rhabditidae,,OTIP1,Oscheius tipulae,141969,Genome,Oxford Nanopore PromethION,Github/NCBI Genome,GCA_013425905.1,https://academic.oup.com/g3journal/article/11/1/jkaa020/6026964?searchresult=1,Chromosome level,-,-,-,-,-,-,-,-,78.6,76.6,2,2.5,18.9,81.1,metazoa_odb10,16367,13266,16279
NEMATODA,,Chromadorea,Rhabditida/Tylenchina,Aphelenchidae,,AAVE1,Aphelenchus avenae,70226,Genome,454; Illumina HiSeq,NCBI Genome,GCA_020875895.1,https://www.nature.com/articles/s42003-021-02778-8,,-,-,-,-,-,-,-,-,74.3,64.3,10,5.3,20.4,79.6,metazoa_odb10,43185,24988,41258
NEMATODA,,Chromadorea,Rhabditida/Tylenchina,Aphelenchoididae,,BOKI1,Bursaphelenchus okinawaensis,465554,Genome,,NCBI Genome,GCA_904066225.2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7585841/,Chromosome level,-,-,-,-,-,-,-,-,75.6,74.7,0.9,3.7,20.7,79.3,metazoa_odb10,14593,10674,14459
NEMATODA,,Chromadorea,Rhabditida/Tylenchina,Cephalobidae,,ANAN1,Acrobeloides nanus,290746,Genome,Illumina,WormBase ParaSite,GCA_900406225.1,https://www.pnas.org/doi/10.1073/pnas.1720817115?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub20200pubmed,Database version WBPS17,-,-,-,-,-,-,-,-,74.1,61.6,12.5,4.9,21,79,metazoa_odb10,32984,22917,32003
NEMATODA,,Chromadorea,Rhabditida/Tylenchina,Panagrolaimidae,,HALI1,Halicephalobus sp. NKZ332,2598192,Genome,Illumina,NCBI Genome,GCA_009761265.1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6909384/,,-,-,-,-,-,-,-,-,69.3,67.6,1.7,4.3,26.4,73.6,metazoa_odb10,10997,9195,10921
NEMATODA,,Chromadorea,Rhabditida/Tylenchina,Panagrolaimidae,,HMEP2,Halicephalobus mephisto,2559892,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR8784131,,,71.7,55.2,16.5,6.4,21.9,78.1,metazoa_odb10,,65.3,61.9,3.4,4.8,29.9,70.1,metazoa_odb10,12258,9906,12249
NEMATODA,,Chromadorea,Rhabditida/Tylenchina,Panagrolaimidae,,PRED1,Panagrellus redivivus,6233,Genome,,WormBase ParaSite,GCA_000341325.1,https://www.sciencedirect.com/science/article/pii/S2589004219304195?via3Dihub,Database version WBPS17,-,-,-,-,-,-,-,-,74.7,72.6,2.1,3.8,21.5,78.5,metazoa_odb10,24249,13073,24152
NEMATODA,,Chromadorea,Rhabditida/Tylenchina,Panagrolaimidae,,PROP1,Propanagrolaimus sp. JU765,591449,Genome,,WormBase ParaSite,GCA_901765185.1,https://www.sciencedirect.com/science/article/pii/S2589004219304195?via3Dihub,Database version WBPS17,-,-,-,-,-,-,-,-,69.7,66.9,2.8,6,24.3,75.7,metazoa_odb10,20415,13688,20092
NEMATODA,,Chromadorea,Rhabditida/Tylenchina,Panagrolaimidae,vinegar eels,TACE1,Turbatrix aceti,114909,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR11236084,,,73.4,50.3,23.1,3.7,22.9,77.1,metazoa_odb10,,67.8,65.4,2.4,2.5,29.7,70.3,metazoa_odb10,12934,9506,12813
NEMATODA,,Enoplea,Dorylaimida,Qudsianematidae ,,ALDO1,Allodorylaimus,288449,Transcriptome,Illumina NovaSeq 6000,NCBI SRA,SRR16854364,,,91.7,25.5,66.2,2.1,6.2,93.8,metazoa_odb10,,76.6,74,2.6,2,21.4,78.6,metazoa_odb10,26064,15395,26001
NEMATODA,,Enoplea,Enoplida,Enoplidae,,EBRE1,Enoplus brevis,57292,Transcriptome,Illumina HiSeq 2000,NCBI SRA,ERR660661,,,91,9.1,81.9,1.9,7.1,92.9,metazoa_odb10,,88.6,80.1,8.5,2,9.4,90.6,metazoa_odb10,67231,31199,66855
NEMATODA,,Enoplea,Enoplida,Oncholaimidae,,PVUL1,Pontonema vulgare,73929,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR8169837,,,89,53.8,35.2,2.1,8.9,91.1,metazoa_odb10,,86.2,74.4,11.8,2.4,11.4,88.6,metazoa_odb10,49627,24722,49560
NEMATODA,,Enoplea,Mononchida,Mononchidae,,PPUN2,Prionchulus punctatus,293874,Transcriptome,Illumina HiSeq 2000,NCBI SRA,ERR660627,,,78.1,53.9,24.2,11.9,10,90,metazoa_odb10,,72.3,66.7,5.6,11.8,15.9,84.1,metazoa_odb10,27066,18695,27029
NEMATODA,,Enoplea,Triplonchida,Tobrilidae,,TOBR1,Tobrilus sp.,2490278,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR8225274,https://figshare.com/s/4c8e501714dbd5be1be8?file=13783021,Single-end,81.6,45.3,36.3,8.8,9.6,90.4,metazoa_odb10,,75.3,73.9,1.4,7.2,17.5,82.5,metazoa_odb10,17684,12001,17677
NEMATOMORPHA,,,,,,GOKK1,Gordius sp. KK-2019,2571181,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR8943410,,,81,22.4,58.6,3.6,15.4,84.6,metazoa_odb10,,74.3,72.7,1.6,3,22.7,77.3,metazoa_odb10,8266,6374,8195
NEMATOMORPHA,,,,,,GORD1,Gordionus montsenyensis,3053472,Genome,Oxford Nanopore + Hi-C,ENA,GCA_954871325,,,-,-,-,-,-,-,-,-,73.5,72.6,0.9,5.5,21,79,metazoa_odb10,10819,7519,10601
NEMATOMORPHA,,,,,,NMUN2,Nectonema munidae,2528854,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR17843037,,,71.8,39.9,31.9,4.2,24,76,metazoa_odb10,,68,67.8,0.2,3.2,28.8,71.2,metazoa_odb10,8035,6069,8029
NEMATOMORPHA,,,,,,PVAR2,Paragordius varius,190579,Transcriptome,Illumina HiSeq 2000,NCBI SRA,ERR1817118,,,82.8,15.2,67.6,3.1,14.1,85.9,metazoa_odb10,,77.1,70.1,7,4.2,18.7,81.3,metazoa_odb10,14006,11144,13915
NEMERTEA,,Hoplonemertea,Monostilifera,Acteonemertidae,,ARAU1,Argonemertes australiensis,210790,Transcriptome,,,,,,,,,,,0,metazoa_odb10,,85.1,80.5,4.6,6.5,8.4,91.6,metazoa_odb10,21372,15977,21221
NEMERTEA,,Hoplonemertea,Monostilifera,Acteonemertidae,,LEPN3,Leptonemertes chalicophora,980089,Transcriptome,,Sequenced by us,-,,,98.4,2.3,96.1,1,0.6,99.4,metazoa_odb10,,91.6,77.4,14.2,4.3,4.1,95.9,metazoa_odb10,60674,37036,59575
NEMERTEA,,Hoplonemertea,Monostilifera,Amphiporidae,,ALAC1,Amphiporus lactifloreus,187594,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR11906528,,,97,48.7,48.3,1.4,1.6,98.4,metazoa_odb10,,83.7,83.4,0.3,1.6,14.7,85.3,metazoa_odb10,17104,12526,17081
NEMERTEA,,Hoplonemertea,Monostilifera,Cratenemertidae,,NIPP1,Nipponnemertes sp.,324885,Transcriptome,,,,,,,,,,,0,metazoa_odb10,,65.6,64.6,1,20,14.4,85.6,metazoa_odb10,19738,14432,19588
NEMERTEA,,Hoplonemertea,Monostilifera,Malacobdellidae,,MGRO1,Malacobdella grossa,166027,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1611560,,,93.9,22,71.9,2.5,3.6,96.4,metazoa_odb10,,87.4,76.3,11.1,2.3,10.3,89.7,metazoa_odb10,16068,12417,15398
NEMERTEA,,Hoplonemertea,Monostilifera,Neesiidae,,PNPE1,Paranemertes peregrina,187732,Transcriptome,,,,,,,,,,,0,metazoa_odb10,,75.2,74.2,1,13.2,11.6,88.4,metazoa_odb10,18677,13958,18569
NEMERTEA,,Hoplonemertea,Monostilifera,Oerstediidae,,AVAI1,Antarctonemertes valida,1454941,Transcriptome,,,,,,,,,,,0,metazoa_odb10,,87.1,81.8,5.3,4.8,8.1,91.9,metazoa_odb10,30912,17789,30891
NEMERTEA,,Hoplonemertea,Monostilifera,Tetrastemmatidae,,TLON1,Tetrastemma longissimum ,307676,Transcriptome,,Sequenced by us,-,,,98.1,11.3,86.8,0.5,1.4,98.6,metazoa_odb10,,82.2,80.2,2,3.7,14.1,85.9,metazoa_odb10,45961,22862,44647
NEMERTEA,,Hoplonemertea,Monostilifera,Tetrastemmatidae,,TMEL1,Tetrastemma melanocephalum ,307678,Transcriptome,,Sequenced by us,-,,,97.6,6.6,91,0.9,1.5,98.5,metazoa_odb10,,85.8,84,1.8,2.4,11.8,88.2,metazoa_odb10,50800,26800,49087
NEMERTEA,,Hoplonemertea,Polystilifera,Protopelagonemertidae,,PBEE1,Protopelagonemertes beebei,885041,Transcriptome,,,,,,,,,,,0,metazoa_odb10,,64.1,63.2,0.9,20.3,15.6,84.4,metazoa_odb10,18352,13321,18279
NEMERTEA,,Palaeonemertea,Archinemertea,Cephalotrichidae,,CEHO1,Cephalothrix hongkongiensis,937758,Transcriptome,Illumina Genome Analyzer II,NCBI SRA,SRR618505,,,85.7,35.3,50.4,10.5,3.8,96.2,metazoa_odb10,,81.4,80,1.4,10.3,8.3,91.7,metazoa_odb10,21497,15655,21359
NEMERTEA,,Palaeonemertea,Archinemertea,Cephalotrichidae,,CESI1,Cephalothrix simula,187810,Transcriptome,Illumina NovaSeq 6000,NCBI SRA,SRR18959724,,,84.4,25.1,59.3,8.7,6.9,93.1,metazoa_odb10,,78.1,56.2,21.9,8.1,13.8,86.2,metazoa_odb10,21819,16223,20360
NEMERTEA,,Palaeonemertea,Carinomiformes,Carinomidae,,CHAM1,Carinoma hamanako,977818,Transcriptome,,,,,,,,,,,0,metazoa_odb10,,89.9,89.2,0.7,4.6,5.5,94.5,metazoa_odb10,21435,16430,21233
NEMERTEA,,Palaeonemertea,Tubulaniformes,Tubulanidae,,TPOL1,Tubulanus polymorphus,672921,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1611583,,,89.1,37.6,51.5,7,3.9,96.1,metazoa_odb10,,85.8,83.9,1.9,7.1,7.1,92.9,metazoa_odb10,20763,14981,20620
