comp_db_id	Full_Species	Accession	maxid	longcore_id	murwes_id	caves_id	porter2005_id	porter2006_id	LambdaMax	Column1
2266	Sander lucioperca		598						598	
2267	Cheirogaleus major			597					543	
2268	Batrachocottus nicolskii				597				511.6	
2269	Cheirogaleus medius			598					543	
2270	Apodichthys flavidus		600						363	
2271	Microcebus murinus			599					409	
2272	Apodichthys flavidus		601						441	
2273	Microcebus murinus			600					558	
2274	Bodianus bilunulatus				600				545	
2275	Apodichthys flavidus		602						529	
2276	Mirza coquereli			601					409	
2277	Apodichthys flavidus		603						567	
2278	Mirza coquereli			602					558	
2279	Bonapartia pedalioita				602				514	
2280	Daubentonia madagascariensis			603					406	
2281	Pholis omata		605						444	
2282	Daubentonia madagascariensis			604					543	
2283	Brachydanio rerio				604				556	
2284	Pholis omata		606						528	
2285	Galago senegalensis			605					545	
2286	Pholis omata		607						560	
2287	Otolemur crassicaudatus			606					507	
2288	Canthidermis maculatus				606				486	
2289	Pholis omata		608						526	
2290	Otolemur crassicaudatus			607					543	
2291	Pholis omata		609						561	
2292	Otolemur garnettii			608					545	
2293	Carassius carassius				608				525.5	
2294	Homo sapiens			609					419	
2295	Pholis laeta		611						449	
2296	Homo sapiens			610					496	
2297	Cebus sp.				610				563	
2298	Pholis laeta		612						527	
2299	Homo sapiens			611					531	
2300	Pholis laeta		613						562	
2301	Homo sapiens			612					558	
2302	Avahi laniger			613					558	
2303	Eulemur fulvus fulvus			614					437	
2304	Chaetodon kleinii				614				530	
2305	Abudefduf abdominalis		616						464	
2306	Eulemur fulvus fulvus			615					545	
2307	Abudefduf abdominalis		617						457	
2308	Lemur catta			616					437	
2309	Lemur catta			617					545	
2310	Lepilemur ruficaudatus			618					416	
2311	Chauliodus sloanei				618				488	
2312	Lepilemur ruficaudatus			619					543	
2313	Chromis hanui		621						483	
2314	Loris tardigradus			620					543	
2315	Chromis hanui		622						470	
2316	Pithecia pithecia			621					428	
2317	Chlamydera nuchalis				621				574.5	
2318	Chromis hanui		623						514	
2319	Pithecia pithecia			622					537	
2320	Pithecia pithecia			623					563	
2321	Carlito syrichta			624					558	
2322	Chromis ovalis				624				518	
2323	Chromis ovalis		626						473	
2324	Cephalopachus bancanus			625					543	
2325	Elephas maximus			626					419	
2326	Chromis vanderbilti				626				522	
2327	Elephas maximus			627					552	
2328	Chromis verater				627				514	
2329	Loxodonta africana			628					419	
2330	Citellus lateralis				628				520	
2331	Loxodonta africana			629					552	
2332	Cavia porcellus			630					400	
2333	Clupea harengus				630				512.3	
2334	Cavia porcellus			631					530	
2335	Chromis verater		633						471	
2336	Mesocricetus auratus			632					508	
2337	Comephorus dybowskii				632				498.2	
2338	Mesocricetus brandti			633					506	
2339	Conger conger				633				487	
2340	Phodopus sungorus			634					360	
2341	Dascyllus albisella		636						386	
2342	Phodopus sungorus			635					499	
2343	Coregonus clupeoides				635				536	
2344	Dascyllus albisella		637						483	
2345	Phodopus sungorus			636					500	
2346	Coregonus lavaretus				636				539.8	
2347	Dascyllus albisella		638						470	
2348	Geomys bursarius			637					360	
2349	Dascyllus albisella		639						514	
2350	Geomys bursarius			638					497	
2351	Cottinella boulengeri				638				495.7	
2352	Geomys bursarius			639					505	
2353	Cottocomephorus grewingki				639				523	
2354	Thomomys bottae			640					367	
2355	Cottocomephorus inermis				640				520.6	
2356	Plectroglyphidodon johnstonianus		642						518	
2357	Thomomys bottae			641					505	
2358	Cottus kessleri				641				546	
2359	Meriones unguiculatus			642					360	
2360	Pomacentrus melanochir		644						502	
2361	Meriones unguiculatus			643					493	
2362	Mus musculus			644					359	
2363	Ctenomys magellanicus				644				510	
2364	Pomacentrus melanochir		646						560	
2365	Mus musculus			645					498	
2366	Ctenomys talarum				645				510	
2367	Mus musculus			646					512	
2368	Cymatogaster aggregata				646				529	
2369	Rattus rattus			647					359	
2370	Rattus rattus			648					498	
2371	Stegastes fasciolatus		650						470	
2372	Rattus rattus			649					522	
2373	Stegastes fasciolatus		651						528	
2374	Octodon degus			650					360	
2375	Dama dama				650				543	
2376	Octodon degus			651					500	
2377	Damalichthys vacca				651				545	
2378	Thunnus albacares		653						426	
2379	Octodon degus			652					506	
2380	Danaus plexippus				652				554	
2381	Thunnus albacares		654						485	
2382	Spalacopus cyanus			653					365	
2383	Danio aequipinnatus				653				560	
2384	Spalacopus cyanus			654					500	
2385	Dascyllus albisella				654				510	
2386	Acanthopagrus butcheri		656						476	
2387	Spalacopus cyanus			655					505	
2388	Dasyatis kuhlii				655				551.1	
2389	Acanthopagrus butcheri		657						545	
2390	Glaucomys sabrinus			656					512	
2391	Acanthopagrus butcheri		658						575	
2392	Sciurus carolinensis			657					444	
2393	Sciurus carolinensis			658					543	
2394	Diplodus annularis		660						458	
2395	Spermophilus beecheyi			659					437	
2396	Diplodus annularis		661						537	
2397	Spermophilus beecheyi			660					519	
2398	Spermophilus lateralis			661					435	
2399	Spermophilus lateralis			662					520	
2400	Sphyraena barracuda		664						531	
2401	Spermophilus tridecemlineatus			663					437	
2402	Dissostichus mawsoni				663				503.7	
2403	Spermophilus tridecemlineatus			664					517	
2404	Dolichonyx orzivorous				664				564.6	
2405	Acantholumpenus mackayi		666						450	
2406	Tupaia glis			665					445	
2407	Dromiceius novae-hollandae				665				564	
2408	Acantholumpenus mackayi		667						519	
2409	Tupaia glis			666					555	
2410	Buteo jamaicensis			667					501	
2411	Anoplarchus purpurescens		669						444	
2412	Buteo buteo			668					405	
2413	Anoplarchus purpurescens		670						523	
2414	Buteo buteo			669					449	
2415	Embiotoca jacksoni				669				533	
2416	Anoplarchus purpurescens		671						562	
2417	Buteo buteo			670					504	
2418	Embiotoca lateralis				670				536.4	
2419	Buteo buteo			671					567	
2420	Chirolophis japonicus		673						455	
2421	Accipiter nisus			672					405	
2422	Chirolophis japonicus		674						520	
2423	Accipiter nisus			673					449	
2424	Chirolophis japonicus		675						550	
2425	Accipiter nisus			674					504	
2426	Etroplus suratensis				674				550	
2427	Accipiter nisus			675					567	
2428	Ernogrammus hexagrammus		677						445	
2429	Anas platyrhynchos			676					415	
2430	Ernogrammus hexagrammus		678						515	
2431	Anas platyrhynchos			677					452	
2432	Ernogrammus hexagrammus		679						548	
2433	Anas platyrhynchos			678					505	
2434	Anas platyrhynchos			679					506	
2435	Lumpenus sagitta		681						434	
2436	Anas platyrhynchos			680					567	
2437	Lumpenus sagitta		682						520	
2438	Anas platyrhynchos domesiticus			681					415	
2439	Anas platyrhynchos domesiticus			682					426	
2440	Anas platyrhynchos domesiticus			683					449	
2441	Opisthocentrus ocellatus		685						442	
2442	Anas platyrhynchos domesiticus			684					456	
2443	Gekko gecko				684				521	
2444	Opisthocentrus ocellatus		686						521	
2445	Anas platyrhynchos domesiticus			685					501	
2446	Geoclemys reevesii				685				650	
2447	Opisthocentrus ocellatus		687						557	
2448	Geotria australis				686				615	
2449	Anas platyrhynchos domesiticus			687					504	
2450	Pholidapus dybowsky		689						465	
2451	Anas platyrhynchos domesiticus			688					505	
2452	Pholidapus dybowsky		690						546	
2453	Anas platyrhynchos domesiticus			689					570	
2454	Pholidapus dybowsky		691						555	
2455	Pholidapus dybowsky		692						578	
2456	Caprimulgus europaeus			691					406	
2457	Hexagrammos octagrammus				691				625	
2458	Pholidapus dybowsky		693						605	
2459	Dromiceius novae-hollandiae			692					502	
2460	Phytichthys chirus		694						522	
2461	Dromiceius novae-hollandiae			693					567	
2462	Phytichthys chirus		695						445	
2463	Larus atricilla			694					508	
2464	Howella sherborni				694				432	
2465	Phytichthys chirus		696						548	
2466	Larus atricilla			695					568	
2467	Phytichthys chirus		697						609	
2468	Columba livia			696					409	
2469	Columba livia			697					453	
2470	Hypsurus caryi				697				531.8	
2471	Stichaeopsis nana		699						525	
2472	Columba livia			698					506	
2473	Stichaeopsis nana		700						540	
2474	Columba livia			699					507	
2475	Idiacanthus fasciola				699				485	
2476	Stichaeopsis nana		701						600	
2477	Columba livia			700					567	
2478	Isoodon obesulus				700				551	
2479	Stichaeus grigorjewi		702						502	
2480	Coturnix coturnix			701					418	
2481	Stichaeus grigorjewi		703						450	
2482	Coturnix coturnix			702					450	
2483	Kuhlia sandvicensis				702				518	
2484	Stichaeus grigorjewi		704						517	
2485	Coturnix coturnix			703					505	
2486	Lampanychtus ater				704				485	
2487	Stichaeus nozawae		706						450	
2488	Coturnix coturnix			705					567	
2489	Stichaeus nozawae		707						518	
2490	Gallus gallus			706					418	
2491	Gallus gallus			707					455	
2492	Xiphister mucosus		709						443	
2493	Gallus gallus			708					506	
2494	Lepidion eques				708				481	
2495	Xiphister mucosus		710						520	
2496	Gallus gallus			709					507	
2497	Leptocottus armatus				709				503	
2498	Xiphister mucosus		711						559	
2499	Gallus gallus			710					569	
2500	Xiphister atropurpureus		712						503	
2501	Meleagris gallopavo			711					420	
2502	Limnocottus bergianus				711				502.6	
2503	Xiphister atropurpureus		713						449	
2504	Meleagris gallopavo			712					459	
2505	Limnocottus eurystomus				712				516.4	
2506	Xiphister atropurpureus		714						521	
2507	Meleagris gallopavo			713					504	
2508	Limnocottus griseus				713				505.3	
2509	Xiphister atropurpureus		715						562	
2510	Meleagris gallopavo			714					505	
2511	Limnocottus pallidus				714				500	
2512	Xiphister atropurpureus		716						520	
2513	Meleagris gallopavo			715					563	
2514	Xiphister atropurpureus		717						559	
2515	Pavo cristatus			716					424	
2516	Peprilus simillimus		718						496	
2517	Pavo cristatus			717					457	
2518	Melanochromus vermivorous				717				555.2	
2519	Peprilus simillimus		719						437	
2520	Pavo cristatus			718					504	
2521	Peprilus simillimus		720						523	
2522	Pavo cristatus			719					505	
2523	Peprilus simillimus		721						524	
2524	Pavo cristatus			720					566	
2525	Corvus frugilegus			721					497	
2526	Trichodon trichodon		723						364	
2527	Corvus frugilegus			722					504	
2528	Meleagris gallopavo				722				564.1	
2529	Trichodon trichodon		724						519	
2530	Corvus frugilegus			723					565	
2531	Trichodon trichodon		725						561	
2532	Amadina fasciata			724					369	
2533	Trichodon trichodon		726						520	
2534	Amadina fasciata			725					448	
2535	Metriaclima zebra				725				482	
2536	Amadina fasciata			726					500	
2537	Micrometrus aurora				726				541.5	
2538	Amadina fasciata			727					503	
2539	Micrometrus minimus				727				545.9	
2540	Zanclus cornutus		729						517	
2541	Amadina fasciata			728					563	
2542	Taeniopygia guttata			729					370	
2543	Mugil cephalus				729				520	
2544	Lycodes pacificus		731						433	
2545	Taeniopygia guttata			730					430	
2546	Lycodes pacificus		732						521	
2547	Taeniopygia guttata			731					503	
2548	Mustelus henlei				731				499	
2549	Lycodes pacificus		733						512	
2550	Taeniopygia guttata			732					507	
2551	Taeniopygia guttata			733					567	
2552	Zoarces viviparus		735						437	
2553	Serinus canaria			734					369	
2554	Zoarces viviparus		736						552	
2555	Serinus canaria			735					444	
2556	Serinus canaria			736					500	
2557	Geotria australis		738						499	
2558	Serinus canaria			737					506	
2559	Geotria australis		739						515	
2560	Serinus canaria			738					571	
2561	Geotria australis		740						616	
2562	Leiothrix lutea			739					355	
2563	Citharichthys sordidus		742						440	
2564	Leiothrix lutea			741					453	
2565	Odocoileus virginianus				741				540	
2566	Citharichthys sordidus		743						523	
2567	Leiothrix lutea			742					454	
2568	Oncorhynchus mykiss				742				578	
2569	Hippoglossoides herzensteini		744						500	
2570	Leiothrix lutea			743					499	
2571	Oreochromis nilocticus				743				595	
2572	Hippoglossoides herzensteini		745						457	
2573	Leiothrix lutea			744					500	
2574	Oreocromis niloticus				744				614.2	
2575	Hippoglossoides herzensteini		746						521	
2576	Leiothrix lutea			745					501	
2577	Osmerus eperlanus				745				543	
2578	Hippoglossoides elassodon		747						495	
2579	Ostracion meleagris				746				520	
2580	Hippoglossoides elassodon		748						412	
2581	Leiothrix lutea			747					567	
2582	Otolemus cassicaudatus				747				545	
2583	Hippoglossoides elassodon		749						511	
2584	Leiothrix lutea			748					568	
2585	Pachystomias microdon				748				539	
2586	Parus caeruleus			749					371	
2587	Pagothenia borchgrevinki				749				498.5	
2588	Isopsetta isolepis		751						444	
2589	Parus caeruleus			750					448	
2590	Paracottus knerii				750				522.6	
2591	Isopsetta isolepis		752						527	
2592	Parus caeruleus			751					503	
2593	Paralabrax clathratus				751				520	
2594	Parupeneus multifasciatus				752				518	
2595	Lepidopsetta bilineata		754						444	
2596	Parus caeruleus			753					563	
2597	Perca fluviatilis				753				538.7	
2598	Lepidopsetta bilineata		755						526	
2599	Passer domesticus			754					445	
2600	Pervagor aspricaudus				754				516	
2601	Passer domesticus			755					503	
2602	Pervagor spilosoma				755				510	
2603	Lepidopsetta polyxystra		757						438	
2604	Passer domesticus			756					504	
2605	Lepidopsetta polyxystra		758						525	
2606	Passer domesticus			757					563	
2607	Chloebia gouldiae			758					371	
2608	Phoca vitulina				758				510.2	
2609	Limanda limanda		760						475	
2610	Chloebia gouldiae			759					440	
2611	Limanda limanda		761						527	
2612	Chloebia gouldiae			760					500	
2613	Chloebia gouldiae			761					502	
2614	Lyopsetta exilis		763						424	
2615	Chloebia gouldiae			762					563	
2616	Platichthys flesus				762				512.2	
2617	Lyopsetta exilis		764						509	
2618	Lonchura maja			763					373	
2619	Platycercus elegans				763				567	
2620	Lonchura maja			764					446	
2621	Microstomus kitt		766						465	
2622	Lonchura maja			765					500	
2623	Microstomus kitt		767						525	
2624	Lonchura maja			766					503	
2625	Pollachius pollachius				766				548	
2626	Lonchura maja			767					562	
2627	Parophrys vetulus		769						437	
2628	Neochmia modesta			768					372	
2629	Parophrys vetulus		770						525	
2630	Neochmia modesta			769					443	
2631	Pomatoschistus minutus				769				508.3	
2632	Neochmia modesta			770					500	
2633	Platichthys stellatus		772						439	
2634	Neochmia modesta			771					503	
2635	Platichthys stellatus		773						532	
2636	Neochmia modesta			772					565	
2637	Platichthys stellatus		774						551	
2638	Sturnus vulgaris			773					362	
2639	Platichthys stellatus		775						531	
2640	Sturnus vulgaris			774					449	
2641	Sturnus vulgaris			775					503	
2642	Procottus jettelesi				775				521	
2643	Platichthys flesus		777						455	
2644	Sturnus vulgaris			776					504	
2645	Propithecus verreauxi coquereli				776				558	
2646	Platichthys flesus		778						533	
2647	Sturnus vulgaris			777					563	
2648	Pseudopleuronectes americanus				777				547	
2649	Platichthys flesus		779						537	
2650	Turdus merula			778					373	
2651	Pseudotropheus acei				778				535.1	
2652	Pleuronectes asper		780						503	
2653	Turdus merula			779					454	
2654	Ptilorhynchus violaceus				779				563.7	
2655	Pleuronectes asper		781						454	
2656	Turdus merula			780					504	
2657	Puffinus pacificus				780				566	
2658	Pleuronectes asper		782						523	
2659	Turdus merula			781					505	
2660	Pundamilia azurea				781				563.6	
2661	Pleuronectes herzensteini		783						500	
2662	Turdus merula			782					557	
2663	Pundamilia nyererei				782				568.2	
2664	Pleuronectes herzensteini		784						450	
2665	Pundamila sp.				783				566.9	
2666	Pleuronectes herzensteini		785						523	
2667	Puffinus pacificus			784					450	
2668	Pleuronectes obscurus		786						525	
2669	Puffinus pacificus			785					503	
2670	Pleuronectes obscurus		787						465	
2671	Pleuronectes obscurus		788						528	
2672	Puffinus puffinus			787					402	
2673	Rana cancrivora				787				502	
2674	Puffinus puffinus			788					452	
2675	Pleuronectes platessa		790						450	
2676	Puffinus puffinus			789					505	
2677	Pleuronectes platessa		791						529	
2678	Melopsittacus undulatus			790					371	
2679	Melopsittacus undulatus			791					440	
2680	Rhinobatus typus				791				559.4	
2681	Melopsittacus undulatus			792					499	
2682	Rhinoptera bonasus				792				551	
2683	Melopsittacus undulatus			793					509	
2684	Pseudopleuronectes americanus		795						531	
2685	Melopsittacus undulatus			794					566	
2686	Rhea americana			795					446	
2687	Rutilis rutilis				795				536	
2688	Rhea americana			796					504	
2689	Oncorhynchus keta		798						439	
2690	Rhea americana			797					506	
2691	Salmo irideus				797				598	
2692	Oncorhynchus keta		799						528	
2693	Rhea americana			798					570	
2694	Salvelinus alpinus				798				512.6	
2695	Oncorhynchus keta		800						599	
2696	Spheniscus humboldti			799					403	
2697	Spheniscus humboldti			800					450	
2698	Oncorhynchus kisutch		802						446	
2699	Spheniscus humboldti			801					504	
2700	Oncorhynchus kisutch		803						507	
2701	Spheniscus humboldti			802					543	
2702	Scardinius erythrophthalmus				802				537.2	
2703	Oncorhynchus kisutch		804						553	
2704	Bubo virginianus			803					504	
2705	Scenopoetes dentirostris				803				557.8	
2706	Bubo virginianus			804					555	
2707	Oncorhynchus tshawytscha		806						441	
2708	Oncorhynchus tshawytscha		807						536	
2709	Strix aluco			806					503	
2710	Scomberomorus sierra				806				530	
2711	Oncorhynchus tshawytscha		808						582	
2712	Strix aluco			807					530	
2713	Scopelarchus analis				807				486	
2714	Salmo trutta		809						532	
2715	Strix aluco			808					555	
2716	Scopelogadus beanii				808				488	
2717	Salmo trutta		810						441	
2718	Struthio camelus			809					405	
2719	Salmo trutta		811						535	
2720	Struthio camelus			810					444	
2721	Sephanoides sephanoides				810				560	
2722	Salmo trutta		812						600	
2723	Struthio camelus			811					504	
2724	Sericulus crysocephalus				811				561.8	
2725	Salmo irideus		813						512	
2726	Struthio camelus			812					505	
2727	Seriphus politus				812				504	
2728	Salmo irideus		814						453	
2729	Struthio camelus			813					570	
2730	Salmo irideus		815						530	
2731	Nothoprocta cinerascens			814					498	
2732	Salmo irideus		816						498	
2733	Nothoprocta cinerascens			815					504	
2734	Sminthopsis crassicaudata				815				535	
2735	Nothoprocta cinerascens			816					564	
2736	Nothoprocta perdicaria			817					501	
2737	Nothoprocta perdicaria			818					566	
2738	Alligator mississippiensis			819					444	
2739	Cottinella boulengeri		821						496	
2740	Alligator mississippiensis			820					501	
2741	Limnocottus eurystomus		822						489	
2742	Alligator mississippiensis			821					535	
2743	Limnocottus eurystomus		823						427	
2744	Alligator mississippiensis			822					566	
2745	Limnocottus eurystomus		824						512	
2746	Ctenophorus ornatus			823					440	
2747	Ctenophorus ornatus			824					493	
2748	Ctenophorus ornatus			825					571	
2749	Sternoptyx diaphana				825				487	
2750	Limnocottus griseus		827						503	
2751	Chamaeleo dilepis			826					383	
2752	Chamaeleo dilepis			827					444	
2753	Procottus jettelesii		829						448	
2754	Chamaeleo dilepis			828					481	
2755	Procottus jettelesii		830						521	
2756	Chamaeleo dilepis			829					499	
2757	Agonopsis vulsa		831						440	
2758	Chamaeleo dilepis			830					568	
2759	Agonopsis vulsa		832						516	
2760	Chamaeleo dilepis			831					586	
2761	Sufflamen bursa				831				503	
2762	Agonopsis vulsa		833						559	
2763	Chamaeleo dilepis			832					605	
2764	Agonopsis vulsa		834						517	
2765	Furcifer pardalis			833					375	
2766	Bothragonus swani		835						500	
2767	Furcifer pardalis			834					444	
2768	Bothragonus swani		836						436	
2769	Furcifer pardalis			835					490	
2770	Bothragonus swani		837						514	
2771	Furcifer pardalis			836					559	
2772	Bothragonus swani		838						567	
2773	Furcifer pardalis			837					575	
2774	Tarsipes rostratus				837				557	
2775	Furcifer pardalis			838					604	
2776	Boa constrictor			839					357	
2777	Toxotes chatareus				839				621.7	
2778	Podothecus acipenserinus		841						438	
2779	Boa constrictor			840					549	
2780	Podothecus acipenserinus		842						520	
2781	Masticophis flagellum			841					362	
2782	Tramitichromis intermedius				841				568.9	
2783	Podothecus acipenserinus		843						569	
2784	Masticophis flagellum			842					458	
2785	Trematomus bernacchii				842				502.3	
2786	Podothecus acipenserinus		844						519	
2787	Masticophis flagellum			843					561	
2788	Artedius fenestrates		845						498	
2789	Python regius			844					360	
2790	Artedius fenestrates		846						449	
2791	Python regius			845					551	
2792	Triakis semifasciata				845				502	
2793	Artedius fenestrates		847						522	
2794	Python regius			846					494	
2795	Trichechus manatus				846				556	
2796	Artedius fenestrates		848						561	
2797	Thamnophis sirtalis sirtalis			847					360	
2798	Thamnophis sirtalis sirtalis			848					482	
2799	Tursiops truncates				848				524	
2800	Artedius harringtoni		850						455	
2801	Thamnophis sirtalis sirtalis			849					554	
2802	Artedius harringtoni		851						518	
2803	Xenopeltis unicolor			850					361	
2804	Upeneus tragula				850				530	
2805	Artedius harringtoni		852						558	
2806	Xenopeltis unicolor			851					550	
2807	Urobatis jamaicensis				851				562	
2808	Artedius meanyi		853						496	
2809	Lampropeltis getula			852					493	
2810	Artedius meanyi		854						451	
2811	Lampropeltis getula			853					370	
2812	Vinciguerria nimbaria				853				478	
2813	Artedius meanyi		855						518	
2814	Lampropeltis getula			854					538	
2815	Arizona elegans			855					484	
2816	Zalembius rosaceus				855				525.5	
2817	Arizona elegans			856					366	
2818	Ascelichthys rhodorus		858						444	
2819	Arizona elegans			857					538	
2820	Ascelichthys rhodorus		859						520	
2821	Rhinocheilus lecontei			858					487	
2822	Ascelichthys rhodorus		860						564	
2823	Rhinocheilus lecontei			859					372	
2824	Bero elegans		861						507	
2825	Rhinocheilus lecontei			860					539	
2826	Bero elegans		862						452	
2827	Hypsiglena torquata			861					500	
2828	Bero elegans		863						527	
2829	Hypsiglena torquata			862					371	
2830	Bero elegans		864						562	
2831	Hypsiglena torquata			863					534	
2832	Cyrtopodion caspium			864					365	
2833	Callistoctopus dierythraeus				864				488	
2834	Clinocottus globiceps		866						443	
2835	Cyrtopodion caspium			865					452	
2836	Clinocottus globiceps		867						549	
2837	Cyrtopodion caspium			866					534	
2838	Hapalochlaena maculosa				866				486	
2839	Clinocottus globiceps		868						617	
2840	Cyrtopodion fedtschenkoi			867					356	
2841	Idiosepius notoides				867				493	
2842	Cyrtopodion fedtschenkoi			868					451	
2843	Octopus australis				868				485	
2844	Enophrys bison		870						437	
2845	Cyrtopodion fedtschenkoi			869					535	
2846	Octopus tetricus				869				488	
2847	Enophrys bison		871						523	
2848	Cyrtopodion kotschyi			870					365	
2849	Sepia plangon				870				500	
2850	Enophrys bison		872						565	
2851	Cyrtopodion kotschyi			871					460	
2852	Sepioteuthis lessoniana				871				505	
2853	Cyrtopodion kotschyi			872					537	
2854	Enophrys diceraus		874						428	
2855	Gekko gekko			873					364	
2856	Enophrys diceraus		875						513	
2857	Gekko gekko			874					467	
2858	Enophrys diceraus		876						555	
2859	Gekko gekko			875					521	
2860	Hemidactylus frenatus			876					365	
2861	Gymnocanthus pistilliger		878						446	
2862	Hemidactylus frenatus			877					466	
2863	Gymnocanthus pistilliger		879						523	
2864	Hemidactylus frenatus			878					520	
2865	Gymnocanthus pistilliger		880						549	
2866	Teratoscincus scincus			879					365	
2867	Teratoscincus scincus			880					452	
2868	Gymnocanthus intermedius		882						448	
2869	Teratoscincus scincus			881					533	
2870	Gymnocanthus intermedius		883						516	
2871	Hemidactylus garnotii			882					363	
2872	Gymnocanthus intermedius		884						530	
2873	Hemidactylus garnotii			883					464	
2874	Hemidactylus garnotii			884					521	
2875	Hemilepidotus hemilepidotus		886						481	
2876	Hemidactylus platyurus			885					365	
2877	Hemilepidotus hemilepidotus		887						513	
2878	Hemidactylus platyurus			886					465	
2879	Hemilepidotus hemilepidotus		888						567	
2880	Hemidactylus platyurus			887					527	
2881	Hemilepidotus hemilepidotus		889						514	
2882	Hemidactylus turcicus			888					366	
2883	Hemidactylus turcicus			889					467	
2884	Icelinus borealis		891						442	
2885	Hemidactylus turcicus			890					527	
2886	Icelinus borealis		892						516	
2887	Ptychozoon lionotum			891					365	
2888	Ptychozoon lionotum			892					470	
2889	Jordania zonope		894						432	
2890	Ptychozoon lionotum			893					523	
2891	Jordania zonope		895						521	
2892	Anolis bahorucoensis			894					365	
2893	Leptocottus armatus		896						510	
2894	Anolis bahorucoensis			895					450	
2895	Leptocottus armatus		897						432	
2896	Anolis bahorucoensis			896					500	
2897	Leptocottus armatus		898						521	
2898	Anolis bahorucoensis			897					569	
2899	Megalocottus platycephalus		899						514	
2900	Anolis carolinensis			898					365	
2901	Megalocottus platycephalus		900						435	
2902	Anolis carolinensis			899					462	
2903	Megalocottus platycephalus		901						510	
2904	Anolis carolinensis			900					503	
2905	Megalocottus platycephalus		902						542	
2906	Anolis carolinensis			901					625	
2907	Anolis conspersus			902					365	
2908	Microcottus sellaris		904						435	
2909	Anolis conspersus			903					460	
2910	Microcottus sellaris		905						510	
2911	Anolis conspersus			904					500	
2912	Microcottus sellaris		906						520	
2913	Anolis conspersus			905					562	
2914	Microcottus sellaris		907						542	
2915	Anolis cristatellus			906					365	
2916	Anolis cristatellus			907					450	
2917	Myoxocephalus scorpius		909						453	
2918	Anolis cristatellus			908					500	
2919	Myoxocephalus scorpius		910						520	
2920	Anolis cristatellus			909					569	
2921	Myoxocephalus scorpius		911						553	
2922	Anolis evermanni			910					364	
2923	Anolis evermanni			911					460	
2924	Myoxocephalus potyacanthocephalus		913						443	
2925	Anolis evermanni			912					490	
2926	Myoxocephalus potyacanthocephalus		914						518	
2927	Anolis evermanni			913					565	
2928	Myoxocephalus potyacanthocephalus		915						521	
2929	Anolis extremus			914					365	
2930	Myoxocephalus potyacanthocephalus		916						556	
2931	Anolis extremus			915					451	
2932	Anolis extremus			916					487	
2933	Myoxocephalus stelleri		918						448	
2934	Anolis extremus			917					566	
2935	Myoxocephalus stelleri		919						525	
2936	Anolis grahami			918					365	
2937	Myoxocephalus stelleri		920						565	
2938	Anolis grahami			919					460	
2939	Myoxocephalus brandti		921						506	
2940	Anolis grahami			920					495	
2941	Myoxocephalus brandti		922						453	
2942	Anolis grahami			921					565	
2943	Myoxocephalus brandti		923						523	
2944	Anolis gundlachi			922					365	
2945	Myoxocephalus brandti		924						546	
2946	Anolis gundlachi			923					450	
2947	Myoxocephalus brandti		925						565	
2948	Anolis gundlachi			924					490	
2949	Myoxocephalus jack		926						507	
2950	Anolis gundlachi			925					564	
2951	Myoxocephalus jack		927						455	
2952	Anolis krugi			926					365	
2953	Myoxocephalus jack		928						520	
2954	Anolis krugi			927					448	
2955	Myoxocephalus jack		929						526	
2956	Anolis krugi			928					490	
2957	Anolis krugi			929					562	
2958	Oligocottus maculosus		931						447	
2959	Anolis lineatopus			930					366	
2960	Oligocottus maculosus		932						559	
2961	Anolis lineatopus			931					449	
2962	Oligocottus maculosus		933						620	
2963	Anolis lineatopus			932					498	
2964	Anolis lineatopus			933					560	
2965	Scorpaenichthys marmoratus		935						443	
2966	Anolis pulchellus			934					367	
2967	Scorpaenichthys marmoratus		936						523	
2968	Anolis pulchellus			935					446	
2969	Scorpaenichthys marmoratus		937						565	
2970	Anolis pulchellus			936					495	
2971	Anolis pulchellus			937					565	
2972	Taurulus bubalis		939						460	
2973	Anolis sagrei			938					365	
2974	Taurulus bubalis		940						523	
2975	Anolis sagrei			939					460	
2976	Taurulus bubalis		941						561	
2977	Anolis sagrei			940					495	
2978	Triglops pingelii		942						485	
2979	Anolis sagrei			941					567	
2980	Triglops pingelii		943						435	
2981	Anolis stratulus			942					366	
2982	Triglops pingelii		944						520	
2983	Anolis stratulus			943					454	
2984	Anolis stratulus			944					494	
2985	Triglopsis quadricornis		946						450	
2986	Anolis stratulus			945					564	
2987	Triglopsis quadricornis		947						523	
2988	Crotaphytus dickersonae			946					359	
2989	Triglopsis quadricornis		948						556	
2990	Crotaphytus dickersonae			947					459	
2991	Crotaphytus dickersonae			948					481	
2992	Crotaphytus dickersonae			949					558	
2993	Batrachocottus baicalensis		951						521	
2994	Platysaurus broadleyi			950					364	
2995	Platysaurus broadleyi			951					451	
2996	Platysaurus broadleyi			952					492	
2997	Batrachocottus multiradiatus		954						517	
2998	Platysaurus broadleyi			953					569	
2999	Platysaurus broadleyi			954					570	
3000	Batrachocottus nikolskii		956						428	
3001	Tarentola chazaliae			955					360	
3002	Batrachocottus nikolskii		957						511	
3003	Tarentola chazaliae			956					440	
3004	Tarentola chazaliae			957					520	
3005	Cottocomephorus inermis		959						450	
3006	Cottocomephorus inermis		960						520	
3007	Cottocomephorus grewingkii		962						449	
3008	Chelonia mydas			961					440	
3009	Cottocomephorus grewingkii		963						523	
3010	Chelonia mydas			962					500	
