comp_db_id,Full_Species,LambdaMax,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id
1778,Idiosepius notoides,492,,,,431,,,
1779,Pundamilia azurea,455,,433,,,,,
1780,Rhinatrema bivittatum,488,,,432,,,,
1781,Octopus australis,484,,,,432,,,
1782,Pundamilia azurea,526,,434,,,,,
1783,Typhlonectes natans,489,,,433,,,,
1784,Octopus tetricus,484,,,,433,,,
1785,Pundamilia azurea,563,,435,,,,,
1786,Ambystoma tigrinum adult,361,,,434,,,,
1787,Sepia plangon,498,,,,434,,,
1788,Pundamilia nyererei,505,,436,,,,,
1789,Ambystoma tigrinum adult,429,,,435,,,,
1790,Sepioteuthis lessoniana,502,,,,435,,,
1791,Pundamilia nyererei,451,,437,,,,,
1792,Ambystoma tigrinum adult,505,,,436,,,,
1793,Pundamilia nyererei,535,,438,,,,,
1794,Ambystoma tigrinum adult,568,,,437,,,,
1795,Agraulis vanillae,551,,,,437,,,
1796,Pundamilia nyererei,562,,439,,,,,
1797,Ambystoma tigrinum adult,576,,,438,,,,
1798,Ambystoma tigrinum aquatic,361,,,439,,,,
1799,Antheraea polyphemus,370,,,,439,,,
1800,Ambystoma tigrinum aquatic,431,,,440,,,,
1801,Apodemia mormo,600,,,,440,,,
1802,Pundamilia luanso,455,,442,,,,,
1803,Ambystoma tigrinum aquatic,434,,,441,,,,
1804,Pundamilia luanso,527,,443,,,,,
1805,Ambystoma tigrinum aquatic,516,,,442,,,,
1806,Pundamilia luanso,561,,444,,,,,
1807,Ambystoma tigrinum aquatic,584,,,443,,,,
1808,Ambystoma tigrinum aquatic,586,,,444,,,,
1809,Balanus amphitrite,570,,,,444,,,
1810,Ambystoma tigrinum hatchling,361,,,445,,,,
1811,Balanus eburneus,570,,,,445,,,
1812,Pundamilia pundamilia,455,,447,,,,,
1813,Ambystoma tigrinum hatchling,428,,,446,,,,
1814,Bombus terrestris,538.23,,,,446,,,
1815,Pundamilia pundamilia,529,,448,,,,,
1816,Ambystoma tigrinum hatchling,429,,,447,,,,
1817,Bombyx mori,530,,,,447,,,
1818,Pundamilia pundamilia,563,,449,,,,,
1819,Ambystoma tigrinum hatchling,512,,,448,,,,
1820,Ambystoma tigrinum hatchling,563,,,449,,,,
1821,Necturus maculosus,523,,,450,,,,
1822,Callinectes sapidus,508,,,,450,,,
1823,Tramitichromis intermedius,455,,452,,,,,
1824,Necturus maculosus,525,,,451,,,,
1825,Tramitichromis intermedius,531,,453,,,,,
1826,Tramitichromis intermedius,568,,454,,,,,
1827,Cataglyphis bicolor,506,,,,453,,,
1828,Tyrannochromis macrostoma,410,,456,,,,,
1829,Ichthyophis kohtaoensis,493,,,455,,,,
1830,Tyrannochromis macrostoma,482,,457,,,,,
1831,Cynops orientalis,350,,,456,,,,
1832,Tyrannochromis macrostoma,529,,458,,,,,
1833,Cynops orientalis,466,,,457,,,,
1834,Colias erate,577,,,,457,,,
1835,Cynops orientalis,477,,,458,,,,
1836,Embiotoca lateralis,459,,460,,,,,
1837,Cynops orientalis,496,,,459,,,,
1838,Embiotoca lateralis,534,,461,,,,,
1839,Cynops orientalis,519,,,460,,,,
1840,Euphausia superba,487,,,,460,,,
1841,Embiotoca lateralis,535,,462,,,,,
1842,Cynops orientalis,547,,,461,,,,
1843,Cynops orientalis,601,,,462,,,,
1844,Embiotoca jacksoni,477,,464,,,,,
1845,Cynops pyrrhogaster,474,,,463,,,,
1846,Embiotoca jacksoni,534,,465,,,,,
1847,Lissotriton vulgaris,340,,,464,,,,
1848,Gecarcinus lateralis,487,,,,464,,,
1849,Lissotriton vulgaris,470,,,465,,,,
1850,Hypsurus caryi,455,,467,,,,,
1851,Lissotriton vulgaris,499,,,466,,,,
1852,Gonodactylus oerstedii,551,,,,466,,,
1853,Hypsurus caryi,532,,468,,,,,
1854,Lissotriton vulgaris,523,,,467,,,,
1855,Lissotriton vulgaris,609,,,468,,,,
1856,Pleurodeles waltl,360,,,469,,,,
1857,Gryllus bimaculatus,511,,,,469,,,
1858,Micrometrus minimus,470,,471,,,,,
1859,Pleurodeles waltl,377,,,470,,,,
1860,Micrometrus minimus,546,,472,,,,,
1861,Pleurodeles waltl,489,,,471,,,,
1862,Heliconius erato,555,,,,471,,,
1863,Pleurodeles waltl,503,,,472,,,,
1864,Heliconius hecale,550,,,,472,,,
1865,Pleurodeles waltl,529,,,473,,,,
1866,Micrometrus aurora,466,,475,,,,,
1867,Pleurodeles waltl,611,,,474,,,,
1868,Micrometrus aurora,538,,476,,,,,
1869,Bos taurus,455,,,475,,,,
1870,Bos taurus,554,,,476,,,,
1871,Capra hircus,444,,,477,,,,
1872,Rhacochilus vacca,472,,479,,,,,
1873,Capra hircus,552,,,478,,,,
1874,Hemisquilla ensigera,535,,,,478,,,
1875,Rhacochilus vacca,540,,480,,,,,
1876,Ovis aries,446,,,479,,,,
1877,Rhacochilus vacca,539,,481,,,,,
1878,Ovis aries,552,,,480,,,,
1879,Zalembius rosaceus,470,,483,,,,,
1880,Dama dama,497,,,482,,,,
1881,Homarus americanus,522.5,,,,482,,,
1882,Zalembius rosaceus,527,,484,,,,,
1883,Dama dama,542,,,483,,,,
1884,Ischnura heterosticta,525,,,,484,,,
1885,Odocoileus virginianus,497,,,485,,,,
1886,Asterropteryx semipunctata,531,,487,,,,,
1887,Odocoileus virginianus,537,,,486,,,,
1888,Asterropteryx semipunctata,538,,488,,,,,
1889,Sus scrofa,439,,,487,,,,
1890,Sus scrofa,556,,,488,,,,
1891,Gobius paganellus,465,,490,,,,,
1892,Canis lupus familiaris,431,,,489,,,,
1893,Gobius paganellus,565,,491,,,,,
1894,Canis lupus familiaris,508,,,490,,,,
1895,Limenitis archippus,545,,,,490,,,
1896,Canis lupus familiaris,555,,,491,,,,
1897,Urocyon littoralis,432,,,492,,,,
1898,Gobiusculus flavescens,456,,494,,,,,
1899,Urocyon littoralis,555,,,493,,,,
1900,Limulus polyphemus,522.5,,,,493,,,
1901,Gobiusculus flavescens,531,,495,,,,,
1902,Vulpes vulpes,438,,,494,,,,
1903,Gobiusculus flavescens,553,,496,,,,,
1904,Vulpes vulpes,555,,,495,,,,
1905,Vulpes lagopus,555,,,496,,,,
1906,Malacosteus niger,548,,,,496,,,
1907,Felis catus,450,,,497,,,,
1908,Mamestra brassicae,520,,,,497,,,
1909,Felis catus,500,,,498,,,,
1910,Meganyctiphanes norvegica,490,,,,498,,,
1911,Felis catus,502,,,499,,,,
1912,Pomatoschistus minutus,447,,501,,,,,
1913,Felis catus,555,,,500,,,,
1914,Myrmecia croslandi,510,,,,500,,,
1915,Pomatoschistus minutus,548,,502,,,,,
1916,Mustela putorius furo,430,,,501,,,,
1917,Myrmecia vindex,550,,,,501,,,
1918,Pomatoschistus minutus,527,,503,,,,,
1919,Mustela putorius furo,505,,,502,,,,
1920,Mysis diluviana,509.1,,,,502,,,
1921,Tetrapturus audax,535,,504,,,,,
1922,Mustela putorius furo,558,,,503,,,,
1923,Mysis relicta,592,,,,503,,,
1924,Tetrapturus audax,609,,505,,,,,
1925,Nasua nasua,430,,,504,,,,
1926,Mysis salemaai,546,,,,504,,,
1927,Nasua nasua,555,,,505,,,,
1928,Kuhlia sandvicensis,436,,507,,,,,
1929,Potos flavus,548,,,506,,,,
1930,Kuhlia sandvicensis,488,,508,,,,,
1931,Potos flavus,555,,,507,,,,
1932,Neogonodactylus oerstedii,388,,,,507,,,
1933,Kuhlia sandvicensis,531,,509,,,,,
1934,Procyon lotor,503,,,508,,,,
1935,Procyon lotor,560,,,509,,,,
1936,Bodianus bilunnulatus,526,,511,,,,,
1937,Hipposideros speoris,430,,,510,,,,
1938,Bodianus bilunnulatus,545,,512,,,,,
1939,Hipposideros speoris,520,,,511,,,,
1940,Carollia perspicillata,365,,,512,,,,
1941,Nymphalis antiopa,534,,,,512,,,
1942,Symphodus melops,505,,514,,,,,
1943,Carollia perspicillata,500,,,513,,,,
1944,Odontodactylus brevirostris,535,,,,513,,,
1945,Symphodus melops,555,,515,,,,,
1946,Carollia perspicillata,540,,,514,,,,
1947,Odontodactylus scyllarus,528,,,,514,,,
1948,Symphodus melops,525,,516,,,,,
1949,Glossophaga soricina,365,,,515,,,,
1950,Glossophaga soricina,540,,,516,,,,
1951,Haplonycteris fischeri,358,,,517,,,,
1952,Orconectes virilis,562,,,,517,,,
1953,Lutjanus adetii,443,,519,,,,,
1954,Haplonycteris fischeri,553,,,518,,,,
1955,Lutjanus adetii,511,,520,,,,,
1956,Pteropus dasymallus,358,,,519,,,,
1957,Lutjanus adetii,526,,521,,,,,
1958,Pteropus dasymallus,553,,,520,,,,
1959,Pandalus borealis,500,,,,520,,,
1960,Lutjanus argentimaculatus,536,,522,,,,,
1961,Pteropus samoensis,360,,,521,,,,
1962,Lutjanus argentimaculatus,575,,523,,,,,
1963,Pteropus samoensis,553,,,522,,,,
1964,Myotis lucifugus,500,,,523,,,,
1965,Papilio xuthus,575,,,,523,,,
1966,Lutjanus bohar,424,,525,,,,,
1967,Myotis velifer,358,,,524,,,,
1968,Lutjanus bohar,494,,526,,,,,
1969,Myotis velifer,501,,,525,,,,
1970,Photinus versicolor,550,,,,525,,,
1971,Lutjanus bohar,518,,527,,,,,
1972,Myotis velifer,565,,,526,,,,
1973,Oryctolagus cuniculus,425,,,527,,,,
1974,Lutjanus carponotatus,454,,529,,,,,
1975,Oryctolagus cuniculus,523,,,528,,,,
1976,Pieris rapae,540,,,,528,,,
1977,Lutjanus carponotatus,519,,530,,,,,
1978,Didelphis aurita,362,,,529,,,,
1979,Lutjanus carponotatus,552,,531,,,,,
1980,Didelphis aurita,555,,,530,,,,
1981,Didelphis virginiana,493,,,531,,,,
1982,Pleuroncodes planipes,523,,,,531,,,
1983,Lutjanus erythropterus,446,,533,,,,,
1984,Didelphis virginiana,561,,,532,,,,
1985,Procambarus clarkii,575,,,,532,,,
1986,Lutjanus erythropterus,527,,534,,,,,
1987,Monodelphis domestica,362,,,533,,,,
1988,Lutjanus erythropterus,540,,535,,,,,
1989,Monodelphis domestica,555,,,534,,,,
1990,Pseudosquilla ciliata,539.63,,,,534,,,
1991,Lutjanus kasmira,430,,536,,,,,
1992,Thylamys elegans,365,,,535,,,,
1993,Lutjanus kasmira,487,,537,,,,,
1994,Thylamys elegans,505,,,536,,,,
1995,Lutjanus kasmira,518,,538,,,,,
1996,Thylamys elegans,565,,,537,,,,
1997,Isodon obesulus,508,,,538,,,,
1998,Rynchophorus ferrugineus,564,,,,538,,,
1999,Lutjanus malabaricus,408,,540,,,,,
2000,Isodon obesulus,509,,,539,,,,
2001,Schistocerca gregaria,514,,,,539,,,
2002,Lutjanus malabaricus,442,,541,,,,,
2003,Isodon obesulus,551,,,540,,,,
2004,Lutjanus malabaricus,529,,542,,,,,
2005,Setonix brachyurus,424,,,541,,,,
2006,Lutjanus malabaricus,541,,543,,,,,
2007,Setonix brachyurus,505,,,543,,,,
2008,Lutjanus quinquelineatus,444,,545,,,,,
2009,Setonix brachyurus,538,,,544,,,,
2010,Sesarma reticulatum,508,,,,544,,,
2011,Lutjanus quinquelineatus,520,,546,,,,,
2012,Lutjanus quinquelineatus,540,,547,,,,,
2013,Equus caballus,539,,,546,,,,
2014,Speyeria leto,552,,,,546,,,
2015,Aotus trivirgatus,500,,,547,,,,
2016,Lutjanus russellii,451,,549,,,,,
2017,Aotus trivirgatus,543,,,548,,,,
2018,Lutjanus russellii,530,,550,,,,,
2019,Callithrix jacchus jacchus,423,,,549,,,,
2020,Systellaspis debilis,500,,,,549,,,
2021,Lutjanus russellii,557,,551,,,,,
2022,Callithrix jacchus jacchus,548,,,550,,,,
2023,Callithrix jacchus jacchus,564,,,551,,,,
2024,Lutjanus sebae,430,,553,,,,,
2025,Cebus spp.,426,,,552,,,,
2026,Lutjanus sebae,521,,554,,,,,
2027,Cebus spp.,537,,,553,,,,
2028,Xenos peckii,538.7,,,,553,,,
2029,Lutjanus sebae,539,,555,,,,,
2030,Cebus spp.,563,,,554,,,,
2031,Leontopithecus rosalia rosalia,430,,,555,,,,
2032,Abudefduf abdominalis,519,,,,555,,,
2033,Lutjanus johnii,543,,557,,,,,
2034,Leontopithecus rosalia rosalia,548,,,556,,,,
2035,Abyssocottus korotneffi,494,,,,556,,,
2036,Lutjanus johnii,567,,558,,,,,
2037,Leontopithecus rosalia rosalia,561,,,557,,,,
2038,Sagiunus midas,428,,,558,,,,
2039,Sagiunus midas,550,,,559,,,,
2040,Acanthropagrus berda,566,,,,559,,,
2041,Mulloidichthys flavolineatus,480,,561,,,,,
2042,Saguinus fuscicollis,440,,,560,,,,
2043,Acanthropagrus major,525,,,,560,,,
2044,Mulloidichthys flavolineatus,523,,562,,,,,
2045,Saguinus fuscicollis,540,,,561,,,,
2046,Acanthropagrus schlegelii,563,,,,561,,,
2047,Saguinus fuscicollis,590,,,562,,,,
2048,Acanthurus achilles,532,,,,562,,,
2049,Mullus barbatus,380,,564,,,,,
2050,Saguinus oedipus,428,,,563,,,,
2051,Mullus barbatus,491,,565,,,,,
2052,Saguinus oedipus,546,,,564,,,,
2053,Mullus barbatus,533,,566,,,,,
2054,Saguinus oedipus,555,,,565,,,,
2055,Acerina cernua,533.2,,,,565,,,
2056,Saimiri sciureus,434,,,566,,,,
2057,Acipenser fulvescens,619,,,,566,,,
2058,Saimiri sciureus,550,,,567,,,,
2059,Ailuroedus crassirostris,559.8,,,,567,,,
2060,Saimiri sciureus,558,,,568,,,,
2061,Cercopithecus cephus,432,,,569,,,,
2062,Parupeneus multifasceatus,486,,571,,,,,
2063,Cercopithecus cephus,533,,,570,,,,
2064,Parupeneus multifasceatus,516,,572,,,,,
2065,Cercopithecus cephus,565,,,571,,,,
2066,Anas platyrhynchus,570,,,,571,,,
2067,Parupeneus multifasceatus,515,,573,,,,,
2068,Cercopithecus diana,432,,,572,,,,
2069,Anchoa mitchilli,541,,,,572,,,
2070,Cercopithecus diana,531,,,573,,,,
2071,Dissostichus mawsoni,414,,575,,,,,
2072,Cercopithecus diana,566,,,574,,,,
2073,Antimora rostrata,483,,,,574,,,
2074,Dissostichus mawsoni,490,,576,,,,,
2075,Cercopithecus petaurista,424,,,575,,,,
2076,Cercopithecus petaurista,534,,,576,,,,
2077,Cercopithecus petaurista,563,,,577,,,,
2078,Aptychotrema rostrata,554.8,,,,577,,,
2079,Pagothenia borchgrevinki,489,,579,,,,,
2080,Chlorocebus aethiops,434,,,578,,,,
2081,Chlorocebus aethiops,535,,,579,,,,
2082,Chlorocebus aethiops,566,,,580,,,,
2083,Trematomus bernacchii,416,,582,,,,,
2084,Erythrocebus patas,432,,,581,,,,
2085,Aristostomias tittmanni,551,,,,581,,,
2086,Trematomus bernacchii,490,,583,,,,,
2087,Erythrocebus patas,533,,,582,,,,
2088,Arothron meleagris,525,,,,582,,,
2089,Erythrocebus patas,566,,,583,,,,
2090,Asprocottus intermediius,512,,,,583,,,
2091,Macaca fascicularis,430,,,584,,,,
2092,Asteropteryx semipunctatus,538,,,,584,,,
2093,Trematomus hansoni,418,,586,,,,,
2094,Macaca fascicularis,531,,,585,,,,
2095,Trematomus hansoni,490,,587,,,,,
2096,Macaca fascicularis,561,,,586,,,,
2097,Macaca mulatta,434,,,587,,,,
2098,Macaca mulatta,536,,,588,,,,
2099,Trematomus loennbergii,426,,590,,,,,
2100,Macaca mulatta,562,,,589,,,,
2101,Trematomus loennbergii,490,,591,,,,,
2102,Miopithecus talapoin,429,,,590,,,,
2103,Miopithecus talapoin,533,,,591,,,,
2104,Bathylagus bericoides,500,,,,591,,,
2105,Miopithecus talapoin,564,,,592,,,,
2106,Bathylagus euryops,497,,,,592,,,
2107,Perca fluviatilis,535,,594,,,,,
2108,Papio papio,431,,,593,,,,
2109,Perca fluviatilis,615,,595,,,,,
2110,Papio papio,536,,,594,,,,
2111,Bathylagus longirostris,502,,,,594,,,
2112,Papio papio,564,,,595,,,,
2113,Batrachocottus baicalensis,521.4,,,,595,,,
2114,Sander lucioperca,530,,597,,,,,
2115,Cheirogaleus major,409,,,596,,,,
2116,Batrachocottus multiradiatus,517.3,,,,596,,,
2117,Sander lucioperca,598,,598,,,,,
2118,Cheirogaleus major,543,,,597,,,,
2119,Batrachocottus nicolskii,511.6,,,,597,,,
2120,Cheirogaleus medius,543,,,598,,,,
2121,Apodichthys flavidus,363,,600,,,,,
2122,Microcebus murinus,409,,,599,,,,
2123,Apodichthys flavidus,441,,601,,,,,
2124,Microcebus murinus,558,,,600,,,,
2125,Bodianus bilunulatus,545,,,,600,,,
2126,Apodichthys flavidus,529,,602,,,,,
2127,Mirza coquereli,409,,,601,,,,
2128,Apodichthys flavidus,567,,603,,,,,
2129,Mirza coquereli,558,,,602,,,,
2130,Bonapartia pedalioita,514,,,,602,,,
2131,Daubentonia madagascariensis,406,,,603,,,,
2132,Pholis omata,444,,605,,,,,
2133,Daubentonia madagascariensis,543,,,604,,,,
2134,Brachydanio rerio,556,,,,604,,,
2135,Pholis omata,528,,606,,,,,
2136,Galago senegalensis,545,,,605,,,,
2137,Pholis omata,560,,607,,,,,
2138,Otolemur crassicaudatus,507,,,606,,,,
2139,Canthidermis maculatus,486,,,,606,,,
2140,Pholis omata,526,,608,,,,,
2141,Otolemur crassicaudatus,543,,,607,,,,
2142,Pholis omata,561,,609,,,,,
2143,Otolemur garnettii,545,,,608,,,,
2144,Carassius carassius,525.5,,,,608,,,
2145,Homo sapiens,419,,,609,,,,
2146,Pholis laeta,449,,611,,,,,
2147,Homo sapiens,496,,,610,,,,
2148,Cebus sp.,563,,,,610,,,
2149,Pholis laeta,527,,612,,,,,
2150,Homo sapiens,531,,,611,,,,
2151,Pholis laeta,562,,613,,,,,
2152,Homo sapiens,558,,,612,,,,
2153,Avahi laniger,558,,,613,,,,
2154,Eulemur fulvus fulvus,437,,,614,,,,
2155,Chaetodon kleinii,530,,,,614,,,
2156,Abudefduf abdominalis,464,,616,,,,,
2157,Eulemur fulvus fulvus,545,,,615,,,,
2158,Abudefduf abdominalis,457,,617,,,,,
2159,Lemur catta,437,,,616,,,,
2160,Lemur catta,545,,,617,,,,
2161,Lepilemur ruficaudatus,416,,,618,,,,
2162,Chauliodus sloanei,488,,,,618,,,
2163,Lepilemur ruficaudatus,543,,,619,,,,
2164,Chromis hanui,483,,621,,,,,
2165,Loris tardigradus,543,,,620,,,,
2166,Chromis hanui,470,,622,,,,,
2167,Pithecia pithecia,428,,,621,,,,
2168,Chlamydera nuchalis,574.5,,,,621,,,
2169,Chromis hanui,514,,623,,,,,
2170,Pithecia pithecia,537,,,622,,,,
2171,Pithecia pithecia,563,,,623,,,,
2172,Carlito syrichta,558,,,624,,,,
2173,Chromis ovalis,518,,,,624,,,
2174,Chromis ovalis,473,,626,,,,,
2175,Cephalopachus bancanus,543,,,625,,,,
2176,Elephas maximus,419,,,626,,,,
2177,Chromis vanderbilti,522,,,,626,,,
2178,Elephas maximus,552,,,627,,,,
2179,Chromis verater,514,,,,627,,,
2180,Loxodonta africana,419,,,628,,,,
2181,Citellus lateralis,520,,,,628,,,
2182,Loxodonta africana,552,,,629,,,,
2183,Cavia porcellus,400,,,630,,,,
2184,Clupea harengus,512.3,,,,630,,,
2185,Cavia porcellus,530,,,631,,,,
2186,Chromis verater,471,,633,,,,,
2187,Mesocricetus auratus,508,,,632,,,,
2188,Comephorus dybowskii,498.2,,,,632,,,
2189,Mesocricetus brandti,506,,,633,,,,
2190,Conger conger,487,,,,633,,,
2191,Phodopus sungorus,360,,,634,,,,
2192,Dascyllus albisella,386,,636,,,,,
2193,Phodopus sungorus,499,,,635,,,,
2194,Coregonus clupeoides,536,,,,635,,,
2195,Dascyllus albisella,483,,637,,,,,
2196,Phodopus sungorus,500,,,636,,,,
2197,Coregonus lavaretus,539.8,,,,636,,,
2198,Dascyllus albisella,470,,638,,,,,
2199,Geomys bursarius,360,,,637,,,,
2200,Dascyllus albisella,514,,639,,,,,
2201,Geomys bursarius,497,,,638,,,,
2202,Cottinella boulengeri,495.7,,,,638,,,
2203,Geomys bursarius,505,,,639,,,,
2204,Cottocomephorus grewingki,523,,,,639,,,
2205,Thomomys bottae,367,,,640,,,,
2206,Cottocomephorus inermis,520.6,,,,640,,,
2207,Plectroglyphidodon johnstonianus,518,,642,,,,,
2208,Thomomys bottae,505,,,641,,,,
2209,Cottus kessleri,546,,,,641,,,
2210,Meriones unguiculatus,360,,,642,,,,
2211,Pomacentrus melanochir,502,,644,,,,,
2212,Meriones unguiculatus,493,,,643,,,,
2213,Mus musculus,359,,,644,,,,
2214,Ctenomys magellanicus,510,,,,644,,,
2215,Pomacentrus melanochir,560,,646,,,,,
2216,Mus musculus,498,,,645,,,,
2217,Ctenomys talarum,510,,,,645,,,
2218,Mus musculus,512,,,646,,,,
2219,Cymatogaster aggregata,529,,,,646,,,
2220,Rattus rattus,359,,,647,,,,
2221,Rattus rattus,498,,,648,,,,
2222,Stegastes fasciolatus,470,,650,,,,,
2223,Rattus rattus,522,,,649,,,,
2224,Stegastes fasciolatus,528,,651,,,,,
2225,Octodon degus,360,,,650,,,,
2226,Dama dama,543,,,,650,,,
2227,Octodon degus,500,,,651,,,,
2228,Damalichthys vacca,545,,,,651,,,
2229,Thunnus albacares,426,,653,,,,,
2230,Octodon degus,506,,,652,,,,
2231,Danaus plexippus,554,,,,652,,,
2232,Thunnus albacares,485,,654,,,,,
2233,Spalacopus cyanus,365,,,653,,,,
2234,Danio aequipinnatus,560,,,,653,,,
2235,Spalacopus cyanus,500,,,654,,,,
2236,Dascyllus albisella,510,,,,654,,,
2237,Acanthopagrus butcheri,476,,656,,,,,
2238,Spalacopus cyanus,505,,,655,,,,
2239,Dasyatis kuhlii,551.1,,,,655,,,
2240,Acanthopagrus butcheri,545,,657,,,,,
2241,Glaucomys sabrinus,512,,,656,,,,
2242,Acanthopagrus butcheri,575,,658,,,,,
2243,Sciurus carolinensis,444,,,657,,,,
2244,Sciurus carolinensis,543,,,658,,,,
2245,Diplodus annularis,458,,660,,,,,
2246,Spermophilus beecheyi,437,,,659,,,,
2247,Diplodus annularis,537,,661,,,,,
2248,Spermophilus beecheyi,519,,,660,,,,
2249,Spermophilus lateralis,435,,,661,,,,
2250,Spermophilus lateralis,520,,,662,,,,
2251,Sphyraena barracuda,531,,664,,,,,
2252,Spermophilus tridecemlineatus,437,,,663,,,,
2253,Dissostichus mawsoni,503.7,,,,663,,,
2254,Spermophilus tridecemlineatus,517,,,664,,,,
2255,Dolichonyx orzivorous,564.6,,,,664,,,
2256,Acantholumpenus mackayi,450,,666,,,,,
2257,Tupaia glis,445,,,665,,,,
2258,Dromiceius novae-hollandae,564,,,,665,,,
2259,Acantholumpenus mackayi,519,,667,,,,,
2260,Tupaia glis,555,,,666,,,,
2261,Buteo jamaicensis,501,,,667,,,,
2262,Anoplarchus purpurescens,444,,669,,,,,
2263,Buteo buteo,405,,,668,,,,
2264,Anoplarchus purpurescens,523,,670,,,,,
2265,Buteo buteo,449,,,669,,,,
2266,Embiotoca jacksoni,533,,,,669,,,
2267,Anoplarchus purpurescens,562,,671,,,,,
2268,Buteo buteo,504,,,670,,,,
2269,Embiotoca lateralis,536.4,,,,670,,,
2270,Buteo buteo,567,,,671,,,,
2271,Chirolophis japonicus,455,,673,,,,,
2272,Accipiter nisus,405,,,672,,,,
2273,Chirolophis japonicus,520,,674,,,,,
2274,Accipiter nisus,449,,,673,,,,
2275,Chirolophis japonicus,550,,675,,,,,
2276,Accipiter nisus,504,,,674,,,,
2277,Etroplus suratensis,550,,,,674,,,
2278,Accipiter nisus,567,,,675,,,,
2279,Ernogrammus hexagrammus,445,,677,,,,,
2280,Anas platyrhynchos,415,,,676,,,,
2281,Ernogrammus hexagrammus,515,,678,,,,,
2282,Anas platyrhynchos,452,,,677,,,,
2283,Ernogrammus hexagrammus,548,,679,,,,,
2284,Anas platyrhynchos,505,,,678,,,,
2285,Anas platyrhynchos,506,,,679,,,,
2286,Lumpenus sagitta,434,,681,,,,,
2287,Anas platyrhynchos,567,,,680,,,,
2288,Lumpenus sagitta,520,,682,,,,,
2289,Anas platyrhynchos domesiticus,415,,,681,,,,
2290,Anas platyrhynchos domesiticus,426,,,682,,,,
2291,Anas platyrhynchos domesiticus,449,,,683,,,,
2292,Opisthocentrus ocellatus,442,,685,,,,,
2293,Anas platyrhynchos domesiticus,456,,,684,,,,
2294,Gekko gecko,521,,,,684,,,
2295,Opisthocentrus ocellatus,521,,686,,,,,
2296,Anas platyrhynchos domesiticus,501,,,685,,,,
2297,Geoclemys reevesii,650,,,,685,,,
2298,Opisthocentrus ocellatus,557,,687,,,,,
2299,Geotria australis,615,,,,686,,,
2300,Anas platyrhynchos domesiticus,504,,,687,,,,
2301,Pholidapus dybowsky,465,,689,,,,,
2302,Anas platyrhynchos domesiticus,505,,,688,,,,
2303,Pholidapus dybowsky,546,,690,,,,,
2304,Anas platyrhynchos domesiticus,570,,,689,,,,
2305,Pholidapus dybowsky,555,,691,,,,,
2306,Pholidapus dybowsky,578,,692,,,,,
2307,Caprimulgus europaeus,406,,,691,,,,
2308,Hexagrammos octagrammus,625,,,,691,,,
2309,Pholidapus dybowsky,605,,693,,,,,
2310,Dromiceius novae-hollandiae,502,,,692,,,,
2311,Phytichthys chirus,522,,694,,,,,
2312,Dromiceius novae-hollandiae,567,,,693,,,,
2313,Phytichthys chirus,445,,695,,,,,
2314,Larus atricilla,508,,,694,,,,
2315,Howella sherborni,432,,,,694,,,
2316,Phytichthys chirus,548,,696,,,,,
2317,Larus atricilla,568,,,695,,,,
2318,Phytichthys chirus,609,,697,,,,,
2319,Columba livia,409,,,696,,,,
2320,Columba livia,453,,,697,,,,
2321,Hypsurus caryi,531.8,,,,697,,,
2322,Stichaeopsis nana,525,,699,,,,,
2323,Columba livia,506,,,698,,,,
2324,Stichaeopsis nana,540,,700,,,,,
2325,Columba livia,507,,,699,,,,
2326,Idiacanthus fasciola,485,,,,699,,,
2327,Stichaeopsis nana,600,,701,,,,,
2328,Columba livia,567,,,700,,,,
2329,Isoodon obesulus,551,,,,700,,,
2330,Stichaeus grigorjewi,502,,702,,,,,
2331,Coturnix coturnix,418,,,701,,,,
2332,Stichaeus grigorjewi,450,,703,,,,,
2333,Coturnix coturnix,450,,,702,,,,
2334,Kuhlia sandvicensis,518,,,,702,,,
2335,Stichaeus grigorjewi,517,,704,,,,,
2336,Coturnix coturnix,505,,,703,,,,
2337,Lampanychtus ater,485,,,,704,,,
2338,Stichaeus nozawae,450,,706,,,,,
2339,Coturnix coturnix,567,,,705,,,,
2340,Stichaeus nozawae,518,,707,,,,,
2341,Gallus gallus,418,,,706,,,,
2342,Gallus gallus,455,,,707,,,,
2343,Xiphister mucosus,443,,709,,,,,
2344,Gallus gallus,506,,,708,,,,
2345,Lepidion eques,481,,,,708,,,
2346,Xiphister mucosus,520,,710,,,,,
2347,Gallus gallus,507,,,709,,,,
2348,Leptocottus armatus,503,,,,709,,,
2349,Xiphister mucosus,559,,711,,,,,
2350,Gallus gallus,569,,,710,,,,
2351,Xiphister atropurpureus,503,,712,,,,,
2352,Meleagris gallopavo,420,,,711,,,,
2353,Limnocottus bergianus,502.6,,,,711,,,
2354,Xiphister atropurpureus,449,,713,,,,,
2355,Meleagris gallopavo,459,,,712,,,,
2356,Limnocottus eurystomus,516.4,,,,712,,,
2357,Xiphister atropurpureus,521,,714,,,,,
2358,Meleagris gallopavo,504,,,713,,,,
2359,Limnocottus griseus,505.3,,,,713,,,
2360,Xiphister atropurpureus,562,,715,,,,,
2361,Meleagris gallopavo,505,,,714,,,,
2362,Limnocottus pallidus,500,,,,714,,,
2363,Xiphister atropurpureus,520,,716,,,,,
2364,Meleagris gallopavo,563,,,715,,,,
