maxid,Genus,Species,phylum,CellType,CellSubType,LambdaMax,error,Chromophore,Stage,useable,expid,opsinid,refid,Notes
1054,Sebastes,caurinus,Chordata,cone,double,520,,,adult,,,0,5,
1055,Sebastes,caurinus,Chordata,cone,double,534,,,adult,,,0,5,
1056,Sebastes,caurinus,Chordata,cone,twin,524,,,adult,,,0,5,
1057,Sebastes,maliger,Chordata,cone,single,432,,,adult,,,0,5,
1058,Sebastes,maliger,Chordata,cone,double,522,,,adult,,,0,5,
1059,Sebastes,maliger,Chordata,cone,double,535,,,adult,,,0,5,
1060,Sebastes,empaeus,NA,rod,,493,,,adult,,,0,5,
1061,Sebastes,empaeus,NA,cone,single,421,,,adult,,,0,5,
1062,Sebastes,empaeus,NA,cone,single,443,,,adult,,,0,5,
1063,Sebastes,empaeus,NA,cone,twin,523,,,adult,,,0,5,
1064,Chelidonichthys,lucernus,Chordata,rod,,502,,,adult,,,0,29,
1065,Chelidonichthys,lucernus,Chordata,cone,single,460,,,adult,,,0,29,
1066,Chelidonichthys,lucernus,Chordata,cone,twin,530,,,adult,,,0,29,
1067,Eutrigla,gurnardus,Chordata,rod,,502,,,adult,,,0,29,
1068,Eutrigla,gurnardus,Chordata,cone,single,460,,,adult,,,0,29,
1069,Eutrigla,gurnardus,Chordata,cone,twin,520,,,adult,,,0,29,
1070,Ictalurus,catus,Chordata,rod,,541,,,adult,,,0,42,
1071,Ictalurus,catus,Chordata,cone,single,447,,,adult,,,0,42,
1072,Ictalurus,catus,Chordata,cone,double,509,,,adult,,,0,42,
1073,Ictalurus,catus,Chordata,cone,double,516,,,adult,,,0,42,
1074,Ictalurus,melas,Chordata,rod,,541,,,adult,,,0,42,
1075,Ictalurus,melas,Chordata,cone,single,536,,,adult,,,0,42,
1076,Ictalurus,melas,Chordata,cone,single,505,,,adult,,,0,42,
1077,Ictalurus,punctatus,Chordata,rod,,542,,,adult,,,0,42,
1078,Ictalurus,punctatus,Chordata,cone,single,536,,,adult,,,0,42,
1079,Ictalurus,punctatus,Chordata,cone,single,607,,,adult,,,0,42,
1080,Hippocampus,subelongatus,Chordata,rod,,500,,,adult,,,0,36,
1081,Hippocampus,subelongatus,Chordata,cone,single,467,,,adult,,,0,36,
1082,Hippocampus,subelongatus,Chordata,cone,double,522,,,adult,,,0,36,
1083,Hippocampus,subelongatus,Chordata,cone,double,537,,,adult,,,0,36,
1084,Hippocampus,subelongatus,Chordata,cone,double,560,,,adult,,,0,36,
1085,Hippocampus,subelongatus,Chordata,cone,twin,522,,,adult,,,0,36,
1086,Hippocampus,subelongatus,Chordata,cone,twin,537,,,adult,,,0,36,
1087,Hippocampus,barbouri,Chordata,rod,,499,,,adult,,,0,36,
1088,Hippocampus,barbouri,Chordata,cone,single,429,,,adult,,,0,36,
1089,Hippocampus,barbouri,Chordata,cone,single,460,,,adult,,,0,36,
1090,Hippocampus,barbouri,Chordata,cone,twin,521,,,adult,,,0,36,
1091,Hippocampus,barbouri,Chordata,cone,twin,537,,,adult,,,0,36,
1092,Hippocampus,barbouri,Chordata,cone,twin,558,,,adult,,,0,36,
1093,Stigmatopora,argus,Chordata,rod,,502,,,adult,,,0,36,
1094,Stigmatopora,argus,Chordata,cone,single,457,,,adult,,,0,36,
1095,Stigmatopora,argus,Chordata,cone,double,519,,,adult,,,0,36,
1096,Stigmatopora,argus,Chordata,cone,double,537,,,adult,,,0,36,
1097,Stigmatopora,argus,Chordata,cone,double,579,,,adult,,,0,36,
1098,Stigmatopora,argus,Chordata,cone,twin,519,,,adult,,,0,36,
1099,Stigmatopora,argus,Chordata,cone,twin,537,,,adult,,,0,36,
1100,Sygnathus,leptorhynchus,NA,rod,,499,,,adult,,,0,5,
1101,Sygnathus,leptorhynchus,NA,cone,single,404,,,adult,,,0,5,
1102,Sygnathus,leptorhynchus,NA,cone,single,440,,,adult,,,0,5,
1103,Sygnathus,leptorhynchus,NA,cone,double,524,,,adult,,,0,5,
1104,Sygnathus,leptorhynchus,NA,cone,double,569,,,adult,,,0,5,
1105,Canthidermis,maculatus,NA,rod,,486,,,adult,,,0,32,
1106,Canthidermis,maculatus,NA,cone,single,407,,,adult,,,0,32,
1107,Canthidermis,maculatus,NA,cone,single,493,,,adult,,,0,32,
1108,Canthidermis,maculatus,NA,cone,double,479,,,adult,,,0,32,
1109,Canthidermis,maculatus,NA,cone,double,522,,,adult,,,0,32,
1110,Sufflamen,bursa,Chordata,rod,,487,,,adult,,,0,32,
1111,Sufflamen,bursa,Chordata,cone,single,404,,,adult,,,0,32,
1112,Sufflamen,bursa,Chordata,cone,twin,503,,,adult,,,0,32,
1113,Pergavor,spilosoma,NA,rod,,494,,,adult,,,0,32,
1114,Pergavor,spilosoma,NA,cone,single,398,,,adult,,,0,32,
1115,Pergavor,spilosoma,NA,cone,double,492,,,adult,,,0,32,
1116,Pergavor,spilosoma,NA,cone,double,510,,,adult,,,0,32,
1117,Pergavor,aspricaudus,NA,rod,,492,,,adult,,,0,32,
1118,Pergavor,aspricaudus,NA,cone,single,404,,,adult,,,0,32,
1119,Pergavor,aspricaudus,NA,cone,double,476,,,adult,,,0,32,
1120,Pergavor,aspricaudus,NA,cone,double,516,,,adult,,,0,32,
1121,Ostracion,meleagris,Chordata,rod,,495,,,adult,,,0,32,
1122,Ostracion,meleagris,Chordata,cone,single,416,,,adult,,,0,32,
1123,Ostracion,meleagris,Chordata,cone,single,471,,,adult,,,0,32,
1124,Ostracion,meleagris,Chordata,cone,double,479,,,adult,,,0,32,
1125,Ostracion,meleagris,Chordata,cone,double,520,,,adult,,,0,32,
1126,Ostracion,meleagris,Chordata,cone,twin,497,,,adult,,,0,32,
1127,Arothron,meleagris,Chordata,rod,,493,,,adult,,,0,32,
1128,Arothron,meleagris,Chordata,cone,single,439,,,adult,,,0,32,
1129,Arothron,meleagris,Chordata,cone,double,507,,,adult,,,0,32,
1130,Arothron,meleagris,Chordata,cone,double,525,,,adult,,,0,32,
1131,Cavia,porcellus,Chordata,rod,,500,,,adult ,,,0,106,
1132,Cavia,porcellus,Chordata,cone?,single?,530,,,adult,,,0,106,
1133,Cavia,porcellus,Chordata,cone?,single?,400,,,adult,,,0,106,
1134,Serinus,canaria,Chordata,rod,,506,,,adult,,,0,51,
1135,Serinus,canaria,Chordata,cone,single,569,,,adult,,,0,51,
1136,Serinus,canaria,Chordata,cone,single,505,,,adult,,,0,51,
1137,Serinus,canaria,Chordata,cone,single,442,,,adult,,,0,51,
1138,Serinus,canaria,Chordata,cone,single,366,,,adult,,,0,51,
1139,Serinus,canaria,Chordata,cone,double,569,,,adult,,,0,51,
1140,Dasyatis,fluviorum,Chordata,rod,,500,,,adult,,,0,52,
1141,Dasyatis,fluviorum,Chordata,cone,single,475,,,adult,,,0,52,
1142,Dasyatis,fluviorum,Chordata,cone,single,566,,,adult,,,0,52,
1143,Himantura,fai,Chordata,rod,,503,,,adult,,,0,52,
1144,Himantura,fai,Chordata,cone,single,475,,,adult,,,0,52,
1145,Himantura,fai,Chordata,cone,single,557,,,adult,,,0,52,
1146,Neotrygon,kuhlii,Chordata,rod,,497,,,adult,,,0,52,
1147,Neotrygon,kuhlii,Chordata,rod,,498,,,immature,,,0,52,
1148,Neotrygon,kuhlii,Chordata,cone,single,476,,,adult,,,0,52,
1149,Neotrygon,kuhlii,Chordata,cone,single,552,,,adult,,,0,52,
1150,Taeniura,lymma,Chordata,rod,,500,,,adult,,,0,52,
1151,Taeniura,lymma,Chordata,cone,single,479,,,adult,,,0,52,
1152,Taeniura,lymma,Chordata,cone,single,557,,,adult,,,0,52,
1153,Gymnura,australis,Chordata,rod,,500,,,adult,,,0,52,
1154,Gymnura,australis,Chordata,cone,single,467,,,adult,,,0,52,
1155,Gymnura,australis,Chordata,cone,single,556,,,adult,,,0,52,
1156,Aetobatus,narinari,Chordata,rod,,502,,,adult,,,0,52,
1157,Aetobatus,narinari,Chordata,cone,single,450,,,adult,,,0,52,
1158,Aetobatus,narinari,Chordata,cone,single,552,,,adult,,,0,52,
1159,Aptychotrema,rostrata,Chordata,rod,,498,,,adult,,,0,52,
1160,Aptychotrema,rostrata,Chordata,rod,,492,,,immature,,,0,52,
1161,Aptychotrema,rostrata,Chordata,cone,single,459,,,adult,,,0,52,
1162,Aptychotrema,rostrata,Chordata,cone,single,553,,,adult,,,0,52,
1163,Aptychotrema,vincentiana,Chordata,rod,,500,,,adult,,,0,52,
1164,Aptychotrema,vincentiana,Chordata,rod,,501,,,immature,,,0,52,
1165,Aptychotrema,vincentiana,Chordata,cone,single,460,,,adult,,,0,52,
1166,Aptychotrema,vincentiana,Chordata,cone,single,557,,,adult,,,0,52,
1167,Glaucostegus,typus,Chordata,rod,,504,,,adult,,,0,52,
1168,Glaucostegus,typus,Chordata,rod,,504,,,immature,,,0,52,
1169,Glaucostegus,typus,Chordata,cone,single,477,,,adult,,,0,52,
1170,Glaucostegus,typus,Chordata,cone,single,561,,,adult,,,0,52,
1171,Trygonorrhina,fasciata,Chordata,rod,,499,,,adult,,,0,52,
1172,Trygonorrhina,fasciata,Chordata,cone,single,470,,,adult,,,0,52,
1173,Trygonorrhina,fasciata,Chordata,cone,single,568,,,adult,,,0,52,
1174,Rhinobatos,lentiginosus,Chordata,rod,,496,,,adult,,,0,52,
1175,Rhinobatos,lentiginosus,Chordata,rod,,499,,,immature,,,0,52,
1176,Rhinoptera,bonasus,Chordata,rod,,500,,,adult,,,0,52,
1177,Rhinoptera,bonasus,Chordata,cone,single,470,,,adult,,,0,52,
1178,Rhinoptera,bonasus,Chordata,cone,single,551,,,adult,,,0,52,
1179,Rhynchobatus,australiae,Chordata,rod,,500,,,adult,,,0,52,
1180,Rhynchobatus,australiae,Chordata,cone,single,475,,,adult,,,0,52,
1181,Rhynchobatus,australiae,Chordata,cone,single,555,,,adult,,,0,52,
1182,Trygonoptera,testacea,Chordata,rod,,498,,,adult,,,0,52,
1183,Trygonoptera,testacea,Chordata,cone,single,481,,,adult,,,0,52,
1184,Trygonoptera,testacea,Chordata,cone,single,557,,,adult,,,0,52,
1185,Urobatis,jamaicensis,Chordata,rod,,499,,,adult,,,0,52,
1186,Urobatis,jamaicensis,Chordata,cone,single,475,,,adult,,,0,52,
1187,Urobatis,jamaicensis,Chordata,cone,single,562,,,adult,,,0,52,
1188,Carcharhinus,amboinensis,Chordata,rod,,507,,,adult,,,0,52,
1189,Carcharhinus,amboinensis,Chordata,cone,single,534,,,adult,,,0,52,
1190,Carcharhinus,amblyrhynchos,Chordata,rod,,504,,,adult,,,0,52,
1191,Carcharhinus,leucas,Chordata,rod,,518,,,adult,,,0,52,
1192,Carcharhinus,leucas,Chordata,cone,single,554,,,adult,,,0,52,
1193,Carcharhinus,limbatus,Chordata,rod,,506,,,adult,,,0,52,
1194,Carcharhinus,limbatus,Chordata,cone,single,532,,,adult,,,0,52,
1195,Carcharhinus,melanopterus,Chordata,rod,,505,,,adult,,,0,52,
1196,Carcharhinus,melanopterus,Chordata,rod,,507,,,immature,,,0,52,
1197,Carcharhinus,melanopterus,Chordata,cone,single,528,,,adult,,,0,52,
1198,Carcharhinus,obscurus,Chordata,rod,,502,,,adult,,,0,52,
1199,Rhizoprionodon,taylori,Chordata,rod,,508,,,adult,,,0,52,
1200,Rhizoprionodon,taylori,Chordata,cone,single,533,,,adult,,,0,52,
1201,Chiloscyllium,punctatum,Chordata,rod,,500,2.6,,adult,,,0,52,
1202,Chiloscyllium,punctatum,Chordata,cone,single,532,6.7,,adult,,,0,52,
1203,Orectolobus,maculatus,Chordata,rod,,484,,,adult,,,0,52,
1204,Orectolobus,maculatus,Chordata,cone,single,553,,,adult,,,0,52,
1205,Orectolobus,ornatus,Chordata,rod,,498,,,adult,,,0,52,
1206,Orectolobus,ornatus,Chordata,cone,single,561,,,adult,,,0,52,
1207,Oncorhynchus,mykiss,Chordata,cone,single,386,,,juvenile (alevin stage),,,0,53,
1208,Oncorhynchus,mykiss,Chordata,cone,double,498,,,juvenile (alevin stage),,,0,53,
1209,Oncorhynchus,mykiss,Chordata,cone,double,563,,,juvenile (alevin stage),,,0,53,
1210,Ctenophorus,decresii,Chordata,cone,single,569,,,adult,,,0,55,
1211,Ctenophorus,decresii,Chordata,cone,single,491,,,adult,,,0,55,
1212,Ctenophorus,decresii,Chordata,cone,single,436,,,adult,,,0,55,
1213,Ctenophorus,decresii,Chordata,cone,single,507,,,adult,,,0,55,
1214,Ctenophorus,ornatus,Chordata,cone,single,440,,,adult,,,0,55,
1215,Ctenophorus,ornatus,Chordata,cone,single,493,,,adult,,,0,55,
1216,Ctenophorus,ornatus,Chordata,cone,single,571,,,adult,,,0,55,
1217,Alouatta,sp.,NA,cone,single,530,,,adult,,,0,56,
1218,Alouatta,sp.,NA,cone,single,558,,,adult,,,0,56,
1219,Alouatta,sp.,NA,rod,,500,,,adult,,,0,56,
1220,Oncorhynchus,kisutch,Chordata,cone,single,380,,,juvenile,,,0,57,development altered with T4 hormone 
1221,Oncorhynchus,kisutch,Chordata,cone,single,455,,,juvenile,,,0,57,development altered withT4 hormone 
1222,Oncorhynchus,kisutch,Chordata,cone,single,405,,,juvenile,,,0,57,development altered with T4 hormone 
1223,Oncorhynchus,mykiss,Chordata,cone,single,434,,,juvenile (smolt stage),,,0,58,
1224,Oncorhynchus,mykiss,Chordata,cone,double,521,,,juvenile (smolt stage),,,0,58,
1225,Oncorhynchus,mykiss,Chordata,cone,double,564,,,juvenile (smolt stage),,,0,58,
1226,Oncorhynchus,mykiss,Chordata,rod,,509,,,juvenile (smolt stage),,,0,58,
1227,Oncorhynchus,mykiss,Chordata,cone,single,382,,,juvenile (alevin stage),,,0,58,
1228,Oncorhynchus,mykiss,Chordata,cone,double,500,,,juvenile (alevin stage),,,0,58,
1229,Oncorhynchus,mykiss,Chordata,cone,double,563,,,juvenile (alevin stage),,,0,58,
1230,Oncorhynchus,mykiss,Chordata,rod,,508,,,juvenile (alevin stage),,,0,58,
1231,Danio,rerio,Chordata,cone,single,361,,,juvenile,,,0,58,
1232,Danio,rerio,Chordata,cone,single,417,,,juvenile,,,0,58,
1233,Danio,rerio,Chordata,cone,double,483,,,juvenile,,,0,58,
1234,Danio,rerio,Chordata,cone,double,566,,,juvenile,,,0,58,
1235,Danio,rerio,Chordata,rod,,501,,,juvenile,,,0,58,
1236,Lampetra,fluviatilis,Chordata,rod,,515,,,adult,,,0,59,
1237,Lampetra,fluviatilis,Chordata,cone,single,555,,,adult,,,0,59,
1238,Lampetra,fluviatilis,Chordata,cone,single,610,,,adult,,,0,59,
1239,Eigenmannia,virescens,Chordata,rod,,524,,,adult,,,0,60,
1240,Eigenmannia,virescens,Chordata,cone,single,608,,,adult,,,0,60,
1241,Gasterosteus,acuelatus,NA,cone,single,373,,,adult,,,0,61,avg from 5 lakes in British Columbia
1242,Gasterosteus,acuelatus,NA,cone,single,449,,,adult,,,0,61,avg from 5 lakes in British Columbia
1243,Gasterosteus,acuelatus,NA,cone,double,528,,,adult,,,0,61,avg from 5 lakes in British Columbia
1244,Gasterosteus,acuelatus,NA,cone,double,603,,,adult,,,0,61,avg from 5 lakes in British Columbia
1245,Gasterosteus,acuelatus,NA,rod,,524,,,adult,,,0,61,avg from 5 lakes in British Columbia
1246,Pseudotropheus,acei,Chordata,cone,single,378,,,adult,,,0,62,
1247,Pseudotropheus,acei,Chordata,cone,single,415,,,adult,,,0,62,
1248,Pseudotropheus,acei,Chordata,cone,single,452,,,adult,,,0,62,
1249,Pseudotropheus,acei,Chordata,rod,,505,,,adult,,,0,62,
1250,Pseudotropheus,acei,Chordata,cone,double,482,,,adult,,,0,62,
1251,Pseudotropheus,acei,Chordata,cone,double,506,,,adult,,,0,62,
1252,Pseudotropheus,acei,Chordata,cone,double,535,,,adult,,,0,62,
1253,Pseudotropheus,acei,Chordata,cone,single,476,,,adult,,,0,62,
1254,Pseudotropheus,acei,Chordata,cone,single,505,,,adult,,,0,62,
1255,Pseudotropheus,acei,Chordata,cone,single,534,,,adult,,,0,62,
1256,Pseudotropheus,acei,Chordata,cone,single,566,,,adult,,,0,62,
1257,Melanochromis,vermivorus,Chordata,rod,,505,,,adult,,,0,62,
1258,Melanochromis,vermivorus,Chordata,cone,single,418,,,adult,,,0,62,
1259,Melanochromis,vermivorus,Chordata,cone,double,485,,,adult,,,0,62,
1260,Melanochromis,vermivorus,Chordata,cone,double,503,,,adult,,,0,62,
1261,Melanochromis,vermivorus,Chordata,cone,double,535,,,adult,,,0,62,
1262,Melanochromis,vermivorus,Chordata,cone,single,506,,,adult,,,0,62,
1263,Melanochromis,vermivorus,Chordata,cone,single,555,,,adult,,,0,62,
1264,Tramitichromis,intermedius,Chordata,rod,,506,,,adult,,,0,62,
1265,Tramitichromis,intermedius,Chordata,cone,single,455,,,adult,,,0,62,
1266,Tramitichromis,intermedius,Chordata,cone,double,532,,,adult,,,0,62,
1267,Tramitichromis,intermedius,Chordata,cone,double,569,,,adult,,,0,62,
1268,Tramitichromis,intermedius,Chordata,cone,single,534,,,adult,,,0,62,
1269,Poecilia,reticulata cumana,NA,cone,,359,,,adult,,,0,66,
1270,Poecilia,reticulata cumana,NA,cone,,406,,,adult,,,0,66,
1271,Poecilia,reticulata cumana,NA,cone,,465,,,adult,,,0,66,
1272,Poecilia,reticulata cumana,NA,cone,,525,,,adult,,,0,66,
1273,Poecilia,reticulata cumana,NA,cone,,541,,,adult,,,0,66,
1274,Poecilia,reticulata cumana,NA,cone,,560,,,adult,,,0,66,
1275,Poecilia,reticulata cumana,NA,rod,,503,,,adult,,,0,66,
1276,Poecilia,reticulata trinidad,NA,rod,,501,,,adult,,,0,115,
1277,Poecilia,reticulata trinidad,NA,cone,,408,,,adult,,,0,115,
1278,Poecilia,reticulata trinidad,NA,cone,,464,,,adult,,,0,115,
1279,Poecilia,reticulata trinidad,NA,cone,,533,,,adult,,,0,115,
1280,Poecilia,reticulata trinidad,NA,cone,,543,,,adult,,,0,115,
1281,Poecilia,reticulata trinidad,NA,cone,,572,,,adult,,,0,115,
1282,Neoniphon,sammara,Chordata,rod,,502,,,unknown,,,0,160,"Cites thesis: Toller, W. W. 1996. Rhodopsin evolution in the Holocentridae (Pisces: Beryciformes). Doctoral dissertation, University Southern California, Los Angeles."
1283,Neoniphon,argenteus,Chordata,rod,,502,,,unknown,,,0,160,"Cites thesis: Toller, W. W. 1996. Rhodopsin evolution in the Holocentridae (Pisces: Beryciformes). Doctoral dissertation, University Southern California, Los Angeles."
1284,Neoniphon,aurolineatus,Chordata,rod,,481,,,unknown,,,0,160,"Cites thesis: Toller, W. W. 1996. Rhodopsin evolution in the Holocentridae (Pisces: Beryciformes). Doctoral dissertation, University Southern California, Los Angeles."
1285,Sargocentron,punctatissimum,Chordata,rod,,494,,,unknown,,,0,160,"Cites thesis: Toller, W. W. 1996. Rhodopsin evolution in the Holocentridae (Pisces: Beryciformes). Doctoral dissertation, University Southern California, Los Angeles."
1286,Sargocentron,microstoma,Chordata,rod,,494,,,unknown,,,0,160,"Cites thesis: Toller, W. W. 1996. Rhodopsin evolution in the Holocentridae (Pisces: Beryciformes). Doctoral dissertation, University Southern California, Los Angeles."
1287,Sargocentron,diadema,Chordata,rod,,491,,,unknown,,,0,160,"Cites thesis: Toller, W. W. 1996. Rhodopsin evolution in the Holocentridae (Pisces: Beryciformes). Doctoral dissertation, University Southern California, Los Angeles."
1288,Sargocentron,xantherythrum,Chordata,rod,,486,,,unknown,,,0,160,"Cites thesis: Toller, W. W. 1996. Rhodopsin evolution in the Holocentridae (Pisces: Beryciformes). Doctoral dissertation, University Southern California, Los Angeles."
1289,Sargocentron,spiniferum,Chordata,rod,,490,,,unknown,,,0,160,"Cites thesis: Toller, W. W. 1996. Rhodopsin evolution in the Holocentridae (Pisces: Beryciformes). Doctoral dissertation, University Southern California, Los Angeles."
1290,Sargocentron,tiere,Chordata,rod,,490,,,unknown,,,0,160,"Cites thesis: Toller, W. W. 1996. Rhodopsin evolution in the Holocentridae (Pisces: Beryciformes). Doctoral dissertation, University Southern California, Los Angeles."
1291,Myripristis,violacea,Chordata,rod,,499,,,unknown,,,0,160,"Cites thesis: Toller, W. W. 1996. Rhodopsin evolution in the Holocentridae (Pisces: Beryciformes). Doctoral dissertation, University Southern California, Los Angeles."
1292,Myripristis,berndti,Chordata,rod,,493,,,unknown,,,0,160,"Cites thesis: Toller, W. W. 1996. Rhodopsin evolution in the Holocentridae (Pisces: Beryciformes). Doctoral dissertation, University Southern California, Los Angeles."
1293,Photostomias,guernei,Chordata,rod,,483,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1294,Chauliodus,danae,Chordata,rod,,484,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1295,Chauliodus,sloani,Chordata,rod,,485,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1296,Idiacanthus,fasciola,Chordata,rod,,485,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1297,Stomias,boa,Chordata,rod,,489,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1298,Ichthyocossus,ovatus,NA,rod,,489,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1299,Vinciguerria,nimbaria,Chordata,rod,,477,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1300,Argyropelecus,aculeatus,Chordata,rod,,477,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1301,Argyropelecus,gigas,Chordata,rod,,477,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1302,Gonostoma,bathyphilium,NA,rod,,481,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1303,Gonostoma,elongatum,Chordata,rod,,483,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1304,Diaphus,rafinesquei,Chordata,rod,,489,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1305,Bolinichthys,indicus,Chordata,rod,,489,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1306,Ceratoscopelus,warmingii,Chordata,rod,,488,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1307,Lampanyctus,alatus,Chordata,rod,,485,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1308,Benthosema,suborbitale,Chordata,rod,,487,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1309,Phycis,blennoides,Chordata,rod,,494,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1310,Coryphaenoides,guntheri,NA,rod,,479,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1311,Bassozetus,compresis,Chordata,rod,,476,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1312,Cataetyx,laticeps,Chordata,rod,,468,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1313,Conocara,salmonea,NA,rod,,480,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1314,Alepocephalus,bairdii,Chordata,rod,,476,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1315,Anoplogaster,cornuta,Chordata,rod,,485,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1316,Hoplostethus,mediteranus,NA,rod,,479,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1317,Bathysaurus,ferox,Chordata,rod,,481,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1318,Bathysaurus,mollis,Chordata,rod,,479,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1319,Aristostomias,tittmani,NA,rod,,523,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1320,Aristostomias,tittmani,NA,rod,,551,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1321,Aristostomias,tittmani,NA,rod,,581,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1322,Malacosteus,niger,Chordata,rod,,517,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1323,Malacosteus,niger,Chordata,rod,,542,,,unknown,,,0,162,Compiled from other sources (Table 1): Douglas pers com; four publications by Douglas and/or Partridge
1324,Loligo,forbesii,Mollusca,rhabdomeric,,494,,,unknown,,,0,67,Compiled from other sources (Table 1): Morris
1325,Loligo,pealii,Mollusca,rhabdomeric,,493,,,unknown,,,0,67,Compiled from other sources (Table 1): Brown PK and Brown PS
1326,Loligo,subulata,Mollusca,rhabdomeric,,499,,,unkown,,,0,67,Compiled from other sources (Table 1): Morris
1327,Sepia,officinalis,Mollusca,rhabdomeric,,492,,,unknown,,,0,67,Compiled from other sources (Table 1): Brown PK and Brown PS
1328,Todarodes,pacificus,Mollusca,rhabdomeric,,480,,,unknown,,,0,67,Compiled from other sources (Table 1): Naito
1329,Enteroctopus,dofleini,Mollusca,rhabdomeric,,475,,,unknown,,,0,67,Compiled from other sources (Table 1): Koutalos
1330,Typhlops,platycephalus,Chordata,rhabdomeric,,494,,,unknown,,,0,69,
1331,Typhlops,hypomethes,Chordata,rhabdomeric,,490,,,unknown,,,0,69,
1332,Leptotyphlops,sp.,NA,rhabdomeric,,500,,,unknown,,,0,69,
1333,Anilius,scytale,Chordata,rhabdomeric,,497,,,unknown,,,0,69,
1334,Platichthys,stellatus,Chordata,rod,,517,3.5,A1,large juvenile,,,0,165,
1335,Platichthys,stellatus,Chordata,cone,single,445,8.4,A1,large juvenile,,,0,165,
1336,Platichthys,stellatus,Chordata,cone,single,459,3.3,A1,large juvenile,,,0,165,
1337,Platichthys,stellatus,Chordata,cone,double,526,4.1,A1,large juvenile,,,0,165,
1338,Platichthys,stellatus,Chordata,cone,double,536,6.8,A1,large juvenile,,,0,165,
1339,Platichthys,stellatus,Chordata,cone,double,548,5,A1,large juvenile,,,0,165,
1340,Platichthys,stellatus,Chordata,cone,double,557,5.7,A1,large juvenile,,,0,165,
1341,Platichthys,stellatus,Chordata,rod,,507,3.9,A1,small juvenile,,,0,165,
1342,Platichthys,stellatus,Chordata,cone,single,437,8.3,A1,small juvenile,,,0,165,
1343,Platichthys,stellatus,Chordata,cone,single,456,6.2,A1,small juvenile,,,0,165,
1344,Platichthys,stellatus,Chordata,cone,double,527,4.9,A1,small juvenile,,,0,165,
1345,Platichthys,stellatus,Chordata,cone,double,545,6.5,A1,small juvenile,,,0,165,
1346,Platichthys,stellatus,Chordata,cone,double,557,10,A1,small juvenile,,,0,165,
1347,Platichthys,stellatus,Chordata,cone,,369,,A1,small juvenile,,,0,165,
1348,Platichthys,stellatus,Chordata,cone,,415,,A1,small juvenile,,,0,165,
1349,Carassius,auratus,Chordata,cone,,509,,,unknown,,,0,54,
1350,Cavia,porcellus,Chordata,rod,,499,2.7,,,,,0,106,
