order,family,genus,species,first,,second,,third,,fourth,,fifth,,sixth,,remaining,,method(s),opsins_known?,screening_pigments?,added_by,comment,ref1,ref1_url/doi,ref2,ref2_url/doi,,,,,,
Lepidoptera,Nymphalidae,Heliconius,erato (male),360,,390,,470,,560,,600,,,,,,intra,,,KA,,McCulloch et al 2016,https://jeb.biologists.org/content/219/15/2377,"Briscoe et al. Proc Natl Acad Sci, 107, 3628-33, 2010 ",,,,,,,
Lepidoptera,Nymphalidae,Heliconius,hecale,,,,,,,560,,,,,,,,MSP?,,,KA,,"Frentiu et al Mol Biol Evol 24:2016-2028, 2007",,,,,,,,,
Lepidoptera,Nymphalidae,Heliconius,sara,,,,,,,550,,,,,,,,MSP?,,,KA,,"Frentiu et al Mol Biol Evol 24:2016-2028, 2007",,,,,,,,,
Lepidoptera,Nymphalidae,Hermeuptychia,hermes,,,,,,,530,,,,,,,,MSP,,,KA,,"Frentiu et al Mol Biol Evol 24:2016-2028, 2007",,,,,,,,,
Lepidoptera,Nymphalidae,Inachis,io,,,,,,,530,,,,,,,,MSP,,,KA,,Briscoe & Bernard 2005,https://jeb.biologists.org/content/208/4/687,,,,,,,,
Lepidoptera,Nymphalidae,Junonia,coenia,,,,,,,510,,,,,,,,MSP,,,KA,,Briscoe & Bernard 2005,https://jeb.biologists.org/content/208/4/687,,,,,,,,
Lepidoptera,Nymphalidae,Limenitis,archippus archippus,,,,,,,514,,,,,,,,MSP,,,KA,,"Frentiu et al, Proc Natl Acad Sci, 104, 8634-40, 2007",,,,,,,,,
Lepidoptera,Nymphalidae,Limenitis,archippus astyanax,,,,,,,545,,,,,,,,MSP,,,KA,,"Frentiu et al, Proc Natl Acad Sci, 104, 8634-40, 2007",,,,,,,,,
Lepidoptera,Nymphalidae,Limenitis,archippus floridensis,,,,,,,514,,,,,,,,MSP,,,KA,,"Frentiu et al, Proc Natl Acad Sci, 104, 8634-40, 2007",,,,,,,,,
Lepidoptera,Nymphalidae,Limenitis,lorquini,,,,,,,530,,,,,,,,MSP,,,KA,,"Frentiu et al, Proc Natl Acad Sci, 104, 8634-40, 2007",,,,,,,,,
Lepidoptera,Nymphalidae,Limenitis,weidemeyerii,,,,,,,530,,,,,,,,MSP,,,KA,,"Frentiu et al, Proc Natl Acad Sci, 104, 8634-40, 2007",,,,,,,,,
Lepidoptera,Nymphalidae,Neominois,ridingsii,,,,,,,515 ,,,,,,,,MSP,,,KA,,"Frentiu et al Mol Biol Evol 24:2016-2028, 2007",,,,,,,,,
Lepidoptera,Nymphalidae,Nymphalis ,antiopa,,,,,,,534,,,,,,,,MSP,,,KA,,Briscoe & Bernard 2005,https://jeb.biologists.org/content/208/4/687,,,,,,,,
Lepidoptera,Nymphalidae,Oeneis,chryxus,,,,,,,530 ,,,,,,,,MSP,,,KA,,"Frentiu et al Mol Biol Evol 24:2016-2028, 2007",,,,,,,,,
Lepidoptera,Nymphalidae,Parantica,sita,360,,440,,520,,560,,,,,,,,intra/stain,,,KA,,"Nagloo N, Kinoshita M, Arikawa K (2020) Spectral organization of the compound eye of a migrating nymphalid, the chestnut tiger butterfly Parantica sita. J Exp Biol 223, jeb217703",https://jeb.biologists.org/content/223/3/jeb217703,,,,,,,,
Lepidoptera,Nymphalidae,Polygonia,c-album,350,,445,,532,,,,,,,,,,MSP,,,KA,,"Vanhoutte, Stavenga (2005) J Comp Physiol A, 191, 461-73 ",,,,,,,,,
Lepidoptera,Nymphalidae,Polygonia,c-aureum,340,,440,,460,,520,,540,,560,,580,,intra/pol,,,KA,,Kinoshita et al. 1997 Naturwissenschaften 84:199-201,https://link.springer.com/content/pdf/10.1007/s001140050377.pdf,,,,,,,,
Lepidoptera,Nymphalidae,Sasakia,charonda,340,,420,,440,,520,,540,,560,,,,intra/pol,,,KA,,Kinoshita et al. 1997 Naturwissenschaften 84:199-201,https://link.springer.com/content/pdf/10.1007/s001140050377.pdf,,,,,,,,
Lepidoptera,Nymphalidae,Siproeta,stelenes,,,,,,,522,,,,,,,,MSP,,,KA,,Briscoe & Bernard 2005,https://jeb.biologists.org/content/208/4/687,,,,,,,,
Lepidoptera,Nymphalidae,Vanessa,cardui,,,,,,,530,,,,,,,,MSP,,,KA,,"Briscoe et al  J Comp Neurol, 458, 334-49, 2003 ",,,,,,,,,
Lepidoptera,Papillionidae,Graphium,sarpedon,360,,400,,460,,480,,500,,540,,"560, 580, 600, 640",,intra/stain,,,KA,many photoreceptors,"Chen et al, Front Ecol Evol, 4, 1-12, 2016 ",,,,,,,,,
Lepidoptera,Papillionidae,Papilio,aegeus,360?,,390,,450,,540,,610,,,,,,intra,,,KA,,"Horridge et al. J Comp Physiol A, 150, 271-94, 1983 ",,"Matić, J Comp Physiol A, 152, 169-82, 1983 ",,,,,,,
Lepidoptera,Papillionidae,Papilio,xuthus,360,,400,,460,,520,,600,,,,,,intra/stain,,,KA,,"Arikawa (2003) J Comp Physiol A, 189, 791-800 ",,,,,,,,,
Lepidoptera,Papillionidae,Troides,aeacus formosanum,360,,390,,440,,510,,540,,550,,"580, 610, 630",,intra/stain,,,KA,many photoreceptors,"Chen et al. PLoS ONE, 8, e62240, 2013",,,,,,,,,
Lepidoptera,Parnasiinae,Parnassius,glacialis,360,,460,,540,,,,,,,,,,intra,,,KA,,"Awata, Matsushita, Wakakuwa, Arikawa (2010) J Exp Biol, 213, 4023-9 ",,KA Arikawa (unpublished),,,,,,,
Lepidoptera,Pieridae,Colias,erate (female),360,,430,,460,,580,,640,,620,,660,,intra/stain,,,KA,,"Ogawa et al (2013) J Exp Biol, 216, 1916-23 ",,,,,,,,,
Lepidoptera,Pieridae,Colias,erate (male),360,,440,,480,,580,,660,,,,,,intra/stain,,,KA,,"Ogawa et al (2013) J Exp Biol, 216, 1916-23 ",,,,,,,,,
Lepidoptera,Pieridae,Leptidae,amurensis,360,,440,,450,,520,,,,,,,,intra/stain,,,KA,,"Uchiyama et al (2013) J Exp Biol, 216, 3414-21 ",,,,,,,,,
Lepidoptera,Pieridae,Pieris,brassicae,360,,450,,,,560,,560,,,,,,ERG,,,KA,,"Steiner et al. J Comp Physiol A, 160, 247-58, 1987",,,,,,,,,
Lepidoptera,Pieridae,Pieris,rapae crucivora (female),360,,420,,440,,560,,620,,640,,,,intra/stain,,,KA,,"Stavenga, Arikawa (2011) J Comp Physiol A, 197, 373-85 ",,,"Wakakuwa et al. (2010) PLoS ONE, 5, e15015 ",,,,,,
Lepidoptera,Pieridae,Pieris,rapae crucivora (male),360,,440,,460,,560,,620,,640,,,,intra/stain,,,KA,,"Stavenga, Arikawa (2011) J Comp Physiol A, 197, 373-85 ",,,"Wakakuwa et al. (2010) PLoS ONE, 5, e15015 ",,,,,,
Lepidoptera,Pyralidae,Amyelois,transitella,350,,430,,530,,,,,,,,,,Eye glow,,,KA,,Bernard et al 1984,https://doi.org/10.1002/jez.1402290202,,,,,,,,
Lepidoptera,Pyralidae,Ephestia,cautella,350,,?,,546,,,,,,,,,,ERG,,,AK,likely incomplete data,Gilburt and Anderson 1996,https://doi.org/10.1016/S0022-474X(96)00012-4,,,,,,,,
Lepidoptera,Pyralidae,Galleria,mellonella,?,,?,,510,,,,,,,,,,MSP,,,AK,likely incomplete data,Goldman et al 1975,https://doi.org/10.1085/jgp.66.3.383,,,,,,,,
Lepidoptera,Riodinidae,Apodemia,mormo,,,,,505,,600,,,,,,,,MSP,,,KA,,"Frentiu et al Mol Biol Evol 24:2016-2028, 2007",,,,,,,,,
Lepidoptera,Saturniidae,Actias,artemis aliena,≤380,,460,,540,,580?,,,,,,,,ERG,,,AK,likely incomplete data,Eguchi et al 1982,https://doi.org/10.1016/0022-1910(82)90145-7,,,,,,,,
Lepidoptera,Saturniidae,Antherea,polyphemus,330-340,,460-480,,520-530,,,,,,,,,,MSP,,,KA,,Langer et al 1986,https://doi.org/10.1007/BF00218089,,,,,,,,
Lepidoptera,Saturniidae,Samia,cyntia ricini,≤400,,480-520,,,,560?,,,,,,,,ERG,,,AK,likely incomplete data,Eguchi et al 1982,https://doi.org/10.1016/0022-1910(82)90145-7,,,,,,,,
Lepidoptera,Sesiidae,Synanthedon,tipuliformis,350,,470,,530,,,,,,,,,,ERG ,,,KA,,Karalius and Büda 2007,https://doi.org/10.1080/13921657.2007.10512832,,,,,,,,
Lepidoptera,Sphingidae,Ampelophaga,rubiginosa,?,,460,,540,,580?,,,,,,,,ERG,,,AK,likely incomplete data,Eguchi et al 1982,https://doi.org/10.1016/0022-1910(82)90145-7,,,,,,,,
Lepidoptera,Sphingidae,Callambulyx,tatarinovii,≤380,,460,,540,,580?,,,,,,,,ERG,,,AK,likely incomplete data,Eguchi et al 1982,https://doi.org/10.1016/0022-1910(82)90145-7,,,,,,,,
Lepidoptera,Sphingidae,Cephonodes,hylas,380,,460,,520,,,,,,,,,,ERG,,,KA,,Eguchi et al 1982,https://doi.org/10.1016/0022-1910(82)90145-7,,,,,,,,
Lepidoptera,Sphingidae,Deilephila,elpenor,345-350,,440-450,,520-525,,,,,,,,,,"ERG, MSP",,,KA,,Höglund et al. 1973,https://doi.org/10.1007/BF00696344,Schwemer and Paulsen 1973,https://doi.org/10.1007/BF00696341,,,,,,
Lepidoptera,Sphingidae,Macroglossum,pyrrhosticum,,,,,,,,,,,,,,,,,,AK,likely incomplete data,Eguchi et al. 1982. A comparison of electrophysiologically determined spectral responses in 35 species of Lepidoptera. Journal of Insect Physiology 28:675-682.,,,,,,,,,
Lepidoptera,Sphingidae,Macroglossum,stellatarum,349,,440,,521,,,,,,,,,,ERG,,,KA,"spectral sensitivity and wavelength discrimination tested, Telles et al 2014, 2016",Telles et al 2014,https://doi.org/10.1007/s00359-014-0888-0,,,,,,,,
Lepidoptera,Sphingidae,Manduca,sexta,345,,440,,520,,,,,,,,,,MSP,,,KA,,White et al 1983,https://doi.org/10.1007/BF00606365,Bennett and Brown 1985,https://doi.org/10.1016/0042-6989(85)90002-1,,,,,,
Lepidoptera,Sphingidae,Marumba,sperchius,?,,460,,540,,600?,,,,,,,,ERG,,,AK,likely incomplete data,Eguchi et al 1982,https://doi.org/10.1016/0022-1910(82)90145-7,,,,,,,,
Lepidoptera,Tortricidae,Adoxophyes,orana,344,,481,,533,,,,,,,,,,ERG,,,KA,"light adapted, Nagano strain",Satoh et al 2017,https://doi.org/10.1186/s40851-017-0075-6,,,,,,,,
Lepidoptera,Tortricidae,Cydia,pomonella,365,,,,550,,580?,,,,,,,,ERG,,,AK,likely incomplete data,"Pristavko VP, Petrunek VL, Chaika VN. Behavioral and electrophysiological reactions of the codling moth (Laspeyresia pomonella L.) to optical radiations of different wavelengths. Insect Behavior as a Basis for Developing Control Measures Against Pests of Field Crops and Forests= Povedenie Nasekomykh Kak Osnova Dlya Razrabotki Mer Bor'by S Sel'skogo I Lesnogo Khozyaistva. Amerind pub, Springfield. 1981:131-7.",,,,,,,,,
Lepidoptera,Tortricidae,Cydia,strobilella,352,,436,,526,,,,,,,,,,ERG,,,KA,,Jacobsson et al 2017,http://dx.doi.org/10.1016/j.jinsphys.2017.06.006 ,,,,,,,,
Mantodea,Mantidae,Tenodera ,sinensis,,,,,510-520,,,,,,,,,,ERG,,no,AK,finds only one receptor despite adaptation experiments,Sontag 1971,https://doi.org/10.1085/jgp.57.1.93,,,,,,,,
Mecoptera,Boreidae,Boreus ,coloradensis,x,,x,,x,,,,,,,,,,transcriptomes,yes,,AK,only opsins,Manwarin et al 2016,https://doi.org/10.1007/s13127-015-0241-7,,,,,,,,
Mecoptera,Panorpidae,Panorpa,acuminata,n/a,,n/a,,x,,,,,,,,,,transcriptomes,yes,,AK,only opsins,Manwarin et al 2016,https://doi.org/10.1007/s13127-015-0241-7,,,,,,,,
Mecoptera,Panorpidae,Panorpa,cognata,?,,?,,540,,,,,,,,,,,,,AK,,Burkhardt &De la Motte 1972,https://doi.org/10.1007/978-3-642-65477-0_21,,,,,,,,
Mecoptera,Panorpidae,Panorpa,communis,350,,450,,500,,540,,,,,,,,intracellular,Yes,,AK,,G Belušič et al. (unpublished),,"Böhm A, Meusemann K, Misof B, Pass G. Hypothesis on monochromatic vision in scorpionflies questioned by new transcriptomic data. Sci Rep. 2018;8(1):9872.",https://doi.org/10.1038/s41598-018-28098-2,,,,,,
Mecoptera,Panorpidae,Panorpa,nebulosa,n/a,,n/a,,x,,,,,,,,,,transcriptomes,yes,,AK,only opsins,Manwarin et al 2016,https://doi.org/10.1007/s13127-015-0241-7,,,,,,,,
Mecoptera,Panorpidae,Panorpa,spp,x,,x,,x,,,,,,,,,,transcriptomes,yes,,AK,"only opsins, not clear whether all in compund eyes",Böhm et al 2018,https://doi.org/10.1038/s41598-018-28098-2,,,,,,,,
Neuroptera,Ascalaphidae,Libelloides,macaronius,343 or 350 D,,,,,,,,,,,,,,intracellular,,,AK,dorsal part of the eye,Belušič et al 2013,https://doi.org/10.1242/jeb.084194,Gribakin et al 1995,https://doi.org/10.1007/BF00225099,,,,,,
Neuroptera,Ascalaphidae,Libelloides,macaronius,329,,,,530?,,,,,,,,,,"ERG, intracellular",,,AK,ventral part of the eye,"Gogala 1967. Die spektrale empfindlichkeit der Doppelaugen von Ascalapus macaronius Scop. (Neuroptera, Ascalaphidae). Zeitskrift für vergleichende Physiology 57:232-243",10.1007/BF00302998,Gribakin et al 1995,https://doi.org/10.1007/BF00225099,,,,,,
Neuroptera,Chrysopidae,Chrysoperla,carnea,,,,,546,,,,,,,,,,,,,AK,,"Kral 2013, after Kral&Stelzl 1998",https://doi.org/10.1111/phen.12004,,,,,,,,
Neuroptera,Mantispidae,Mantispa,styriaca,,,,,546,,,,,,,,,,,,,AK,,"Kral 2013, after Mayer &Kral 1993",https://doi.org/10.1111/phen.12004,,,,,,,,
Neuroptera,Myrmeleontidae,Euroleon,nostras,,,,,550,,,,,,,,,,ERG,,,AK,,"Gogala 1967. Die spektrale empfindlichkeit der Doppelaugen von Ascalapus macaronius Scop. (Neuroptera, Ascalaphidae). Zeitskrift für vergleichende Physiology 57:232-243",,,,,,,,,
Odonata,Aeschnidae,Aeschna,cyanea and mixta,356,,420,,458,,519,,,,,,,,intracellular,,,AK,"ventral retina adult, additional broadly peaking receptor types",Autrum & Kolb 1968. Spektrale Empfindlichkeit einzelner Sehzellen er Aeschniden. Zeitskrift für vergleichende Pysiology 60:450-477.,,,,,,,,,
Odonata,Aeschnidae,Aeschna,cyanea and mixta,356,,412,,,,519,,615,,,,,,intracellular,,,AK,nymph,Autrum & Kolb 1968. Spektrale Empfindlichkeit einzelner Sehzellen er Aeschniden. Zeitskrift für vergleichende Pysiology 60:450-477.,,,,,,,,,
Odonata,Aeschnidae,Anax,junius,380,,,,,,,,,,,,,,intracellular,,,AK,"dorsal: mostly 380, ventral many badly described types",Horridge 1969,https://link.springer.com/content/pdf/10.1007/BF00298040.pdf,,,,,,,,
Odonata,Calopterygidae,Calypteryx,splendens and virgo,366,,,,480,,552,,640,,,,,,ERG,,,AK,,Outomoro et al 2017,https://doi.org/10.1111/1365-2435.12769,,,,,,,,
Odonata,Coenagrionidae,Ischnura ,elegans,370,,440,,540,,,,600,,,,,,intracellular,,,AK,,M Henze et al (unpublished),,,,,,,,,
Odonata,Coenagrionidae,Ischnura ,heterosticta,360,,450,,,,525,,they missed this one,,,,,,intracellular,,,AK,probably missed red receptor,Huang et al 2014,https://doi.org/10.1371/journal.pone.0087972,,,,,,,,
Odonata,Corduliidae,Hemicordulia,tau,330,,410,,460,,525,,630,,,,,,intracellular,,,AK,Gaussians fitted to ERGs of two species,Yang and Osorio 1991,https://doi.org/10.1007/BF00194895,,,,,,,,
Odonata,Libellulidae,Libellula,needhami,,,430,,,,519,,,,,,,,intracellular,,,AK,"dorsal: mostly 430, ventral many badly described types",Horridge 1969,https://link.springer.com/content/pdf/10.1007/BF00298040.pdf,,,,,,,,
Odonata,Libellulidae,Sympetrum ,rubicundulum,340,,410,,490,146 ± 19,540,86±28,620,,,,,,intracellular,,,AK,high variabilitiy in shape of recorded spectral sensitivities,Meinertzhagen et al 1983,https://doi.org/10.1007/BF00623906,,,,,,,,
Orthoptera,Acrididae,Locusta,migratoria,360,,430,,530,,,,,,,,,,intracellular,,no,AK,"second ref is book chapter in Sensory Systems and Communication in Arthropods, advances in Life Sciences",Vishnevskaya et al 1986,https://doi.org/10.1007/BF01052492,Vishnevskaya and Shura-Bura 1990,,,,,,,
Orthoptera,Acrididae,Schistocerca,gregaria,339,,441/514,≈150 nm,,,,,,,,,,,ERG,,,AK,"main retina. The receptors have mixture of two opsins, broad sensitivity and variable peak",Schmeling et al 2014,https://doi.org/10.1242/jeb.108514,,,,,,,,
Orthoptera,Gryllidae,Gryllus,bimaculatus,332,,445,,515,,,,,,,,,,intracellular,,no,AK,unclear whether all three are experessed in the same part of the retina,Zufall et al 1989,https://doi.org/10.1007/BF00614502,,,,,,,,
Siphonaptera,,,,,,,,x,,,,,,,,,,transcriptomes,yes,,AK,only one opsin,Böhm et al 2018,https://doi.org/10.1038/s41598-018-28098-2,,,,,,,,
Strepsiptera,Xenidae,Xenos,peckii,346,,n/a,,539,templates,,,,,,,,,,yes,,AK,"two opsins found, no blue opsin present",James et al 2016,https://doi.org/10.1242/jeb.148361,,,,,,,,
Thysanoptera,Thripidae,Frankliniella ,occidentalis,363,,476,,535,,,,,,,,,,ERG,,no,AK,sensitivities unclear; screening pigments in lenses observed by others,Otani et al 2014,https://doi.org/10.1303/jjaez.2014.177,,,,,,,,
Thysanoptera,Thripidae,Scirtothrips,dorsalis,360,,,,520,,,,,,,,,,ERG,,,AK,,Kishi et al 2014,https://doi.org/10.1303/jjaez.2014.13,,,,,,,,
