max_id,Phylum,Class,Order,Family,Full_Species,Type,LambdaMax,Band,Oil,Nocturnal Activity,Diurnal Activity,Source
670,Chordata,Aves,Accipitriformes,Accipitridae,Buteo buteo,Cone,504,Cone,,N,Y,"(Lind, Mitkus, Olsson, & Kelber, 2013; Ödeen & Håstad, 2003)"
671,Chordata,Aves,Accipitriformes,Accipitridae,Buteo buteo,Cone,567,Cone,,N,Y,"(Lind, Mitkus, Olsson, & Kelber, 2013; Ödeen & Håstad, 2003)"
672,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter nisus,Cone,405,Cone,,,,
673,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter nisus,Cone,449,Cone,,,,
674,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter nisus,Cone,504,Cone,,,,
675,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter nisus,Cone,567,Cone,,,,
676,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos,Cone,415,UVS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
677,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos,Cone,452,SWS,445,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
678,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos,Rod,505,Rod,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
679,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos,Cone,506,MWS,506,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
680,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos,Cone,567,LWS,561,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
681,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,415,UVS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
682,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,426,UVS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
683,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,449,SWS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
684,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,456,SWS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
685,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,501,MWS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
686,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,501,MWS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
687,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Rod,504,Rod,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
688,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Rod,505,Rod,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
689,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,570,LWS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
690,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,570,LWS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
691,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus europaeus,Cone,406,SWS,,Y,N,Ödeen & Håstad (2003) http://dx.doi.org/10.1093/molbev/msg108
692,Chordata,Aves,Casuariiformes,Casuariidae,Dromiceius novae-hollandiae,Rod,502,Rod,,N,Y,Sillman et al. 1981
693,Chordata,Aves,Casuariiformes,Casuariidae,Dromiceius novae-hollandiae,Cone,567,LWS,,N,Y,Sillman et al. 1981
694,Chordata,Aves,Charadriiformes,Laridae,Larus atricilla,Rod,508,Rod,,Y,Y,Liebman 1972
695,Chordata,Aves,Charadriiformes,Laridae,Larus atricilla,Cone,568,,,Y,Y,Liebman 1972
696,Chordata,Aves,Columbiformes,Columbidae,Columba livia,Cone,409,UVS,,N,Y,Bowmaker et al. 1997
697,Chordata,Aves,Columbiformes,Columbidae,Columba livia,Cone,453,SWS,,N,Y,Bowmaker et al. 1997
698,Chordata,Aves,Columbiformes,Columbidae,Columba livia,Rod,506,Rod,,N,Y,Bowmaker et al. 1997
699,Chordata,Aves,Columbiformes,Columbidae,Columba livia,Cone,507,MWS,,N,Y,Bowmaker et al. 1997
700,Chordata,Aves,Columbiformes,Columbidae,Columba livia,Cone,567,LWS,,N,Y,Bowmaker et al. 1997
701,Chordata,Aves,Galliformes,Phasianidae,Coturnix coturnix,Cone,418,UVS,,N,Y,Bowmaker et al. 1997
702,Chordata,Aves,Galliformes,Phasianidae,Coturnix coturnix,Cone,450,SWS,446,Y,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
703,Chordata,Aves,Galliformes,Phasianidae,Coturnix coturnix,Cone,505,MWS,511,Y,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
704,Chordata,Aves,Galliformes,Phasianidae,Coturnix coturnix,Rod,505,Rod,,Y,Y,Bowmaker et al. 1993
705,Chordata,Aves,Galliformes,Phasianidae,Coturnix coturnix,Cone,567,LWS,566,Y,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
706,Chordata,Aves,Galliformes,Phasianidae,Gallus gallus,Cone,418,UVS,,N,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
707,Chordata,Aves,Galliformes,Phasianidae,Gallus gallus,Cone,455,SWS,443,N,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
708,Chordata,Aves,Galliformes,Phasianidae,Gallus gallus,Rod,506,Rod,,N,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
709,Chordata,Aves,Galliformes,Phasianidae,Gallus gallus,Cone,507,MWS,505,N,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
710,Chordata,Aves,Galliformes,Phasianidae,Gallus gallus,Cone,569,LWS,561,N,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
711,Chordata,Aves,Galliformes,Phasianidae,Meleagris gallopavo,Cone,420,UVS,,N,Y,Criscitelli et al. 1964
712,Chordata,Aves,Galliformes,Phasianidae,Meleagris gallopavo,Cone,459,SWS,,N,Y,Criscitelli et al. 1964
713,Chordata,Aves,Galliformes,Phasianidae,Meleagris gallopavo,Rod,504,Rod,,N,Y,Criscitelli et al. 1964
714,Chordata,Aves,Galliformes,Phasianidae,Meleagris gallopavo,Cone,505,MWS,,N,Y,Criscitelli et al. 1964
715,Chordata,Aves,Galliformes,Phasianidae,Meleagris gallopavo,Cone,563,LWS,,N,Y,Criscitelli et al. 1964
716,Chordata,Aves,Galliformes,Phasianidae,Pavo cristatus,Cone,424,UVS,,N,Y,Hart & Vorobyeve 2005; Hart 2002;Macedonia et al. 2009
717,Chordata,Aves,Galliformes,Phasianidae,Pavo cristatus,Cone,457,SWS,449,N,Y,Hart & Vorobyeve 2005; Hart 2002;Macedonia et al. 2009
718,Chordata,Aves,Galliformes,Phasianidae,Pavo cristatus,Rod,504,Rod,,N,Y,Hart & Vorobyeve 2005; Hart 2002;Macedonia et al. 2009
719,Chordata,Aves,Galliformes,Phasianidae,Pavo cristatus,Cone,505,MWS,511,N,Y,Hart & Vorobyeve 2005; Hart 2002;Macedonia et al. 2009
720,Chordata,Aves,Galliformes,Phasianidae,Pavo cristatus,Cone,566,LWS,569,N,Y,Hart & Vorobyeve 2005; Hart 2002;Macedonia et al. 2009
721,Chordata,Aves,Passeriformes,Corvidae,Corvus frugilegus,Cone,497,MWS,,N,Y,Bowmaker 1979
722,Chordata,Aves,Passeriformes,Corvidae,Corvus frugilegus,Rod,504,Rod,,N,Y,Bowmaker 1979
723,Chordata,Aves,Passeriformes,Corvidae,Corvus frugilegus,Cone,565,LWS,,N,Y,Bowmaker 1979
724,Chordata,Aves,Passeriformes,Estrildidae,Amadina fasciata,Cone,369,UVS,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
725,Chordata,Aves,Passeriformes,Estrildidae,Amadina fasciata,Cone,448,SWS,423,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
726,Chordata,Aves,Passeriformes,Estrildidae,Amadina fasciata,Cone,500,MWS,516,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
727,Chordata,Aves,Passeriformes,Estrildidae,Amadina fasciata,Rod,503,Rod,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
728,Chordata,Aves,Passeriformes,Estrildidae,Amadina fasciata,Cone,563,LWS,575,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
729,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia guttata,Cone,370,UVS,,N,Y,Bowmaker et al. 1997
730,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia guttata,Cone,430,SWS,,N,Y,Bowmaker et al. 1997
731,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia guttata,Cone,503,MWS,,N,Y,Bowmaker et al. 1997
732,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia guttata,Rod,507,Rod,,N,Y,Bowmaker et al. 1997
733,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia guttata,Cone,567,LWS,,N,Y,Bowmaker et al. 1997
734,Chordata,Aves,Passeriformes,Fringillidae,Serinus canaria,Cone,369,UVS,,N,Y,Das et al. 1999; Hart & Vorobyev 2005
735,Chordata,Aves,Passeriformes,Fringillidae,Serinus canaria,Cone,444,SWS,414,N,Y,Das et al. 1999; Hart & Vorobyev 2005
736,Chordata,Aves,Passeriformes,Fringillidae,Serinus canaria,Cone,500,MWS,506,N,Y,Das et al. 1999; Hart & Vorobyev 2005
737,Chordata,Aves,Passeriformes,Fringillidae,Serinus canaria,Rod,506,Rod,,N,Y,Das et al. 1999; Hart & Vorobyev 2005
738,Chordata,Aves,Passeriformes,Fringillidae,Serinus canaria,Cone,571,LWS,578,N,Y,Das et al. 1999; Hart & Vorobyev 2005
739,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,355,,,N,Y,Maier & Bowmaker 1993
740,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,355,UVS,,N,Y,Maier & Bowmaker 1993; Hart & Vorobyev 2005
741,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,453,SWS,414,N,Y,Maier & Bowmaker 1993; Hart & Vorobyev 2005
742,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,454,,,N,Y,Maier & Bowmaker 1993
743,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,499,,506,N,Y,Maier & Bowmaker 1993
744,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Rod,500,,,N,Y,Maier & Bowmaker 1993
745,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,501,MWS,515,N,Y,Maier & Bowmaker 1993; Hart & Vorobyev 2005
746,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Rod,501,Rod,,N,Y,Maier & Bowmaker 1993; Hart & Vorobyev 2005
747,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,567,LWS,570,N,Y,Maier & Bowmaker 1993; Hart & Vorobyev 2005
748,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,568,,564,N,Y,Maier & Bowmaker 1993
749,Chordata,Aves,Passeriformes,Paridae,Parus caeruleus,Cone,371,UVS,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
750,Chordata,Aves,Passeriformes,Paridae,Parus caeruleus,Cone,448,SWS,413,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
751,Chordata,Aves,Passeriformes,Paridae,Parus caeruleus,Cone,503,MWS,508,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
752,Chordata,Aves,Passeriformes,Paridae,Parus caeruleus,Rod,503,Rod,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
753,Chordata,Aves,Passeriformes,Paridae,Parus caeruleus,Cone,563,LWS,573,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
754,Chordata,Aves,Passeriformes,Passeridae,Passer domesticus,Cone,445,SWS,,N,Y,Hart 2001
755,Chordata,Aves,Passeriformes,Passeridae,Passer domesticus,Cone,503,MWS,,N,Y,Hart 2001
756,Chordata,Aves,Passeriformes,Passeridae,Passer domesticus,Rod,504,Rod,,N,Y,Hart 2001
757,Chordata,Aves,Passeriformes,Passeridae,Passer domesticus,Cone,563,LWS,,N,Y,Hart 2001
758,Chordata,Aves,Passeriformes,Passeroidea,Chloebia gouldiae,Cone,371,UVS,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
759,Chordata,Aves,Passeriformes,Passeroidea,Chloebia gouldiae,Cone,440,SWS,422,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
760,Chordata,Aves,Passeriformes,Passeroidea,Chloebia gouldiae,Cone,500,MWS,513,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
761,Chordata,Aves,Passeriformes,Passeroidea,Chloebia gouldiae,Rod,502,Rod,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
762,Chordata,Aves,Passeriformes,Passeroidea,Chloebia gouldiae,Cone,563,LWS,572,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
763,Chordata,Aves,Passeriformes,Passeroidea,Lonchura maja,Cone,373,UVS,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
764,Chordata,Aves,Passeriformes,Passeroidea,Lonchura maja,Cone,446,SWS,373,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
765,Chordata,Aves,Passeriformes,Passeroidea,Lonchura maja,Cone,500,MWS,446,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
766,Chordata,Aves,Passeriformes,Passeroidea,Lonchura maja,Rod,503,Rod,562,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
767,Chordata,Aves,Passeriformes,Passeroidea,Lonchura maja,Cone,562,LWS,500,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
768,Chordata,Aves,Passeriformes,Passeroidea,Neochmia modesta,Cone,372,UVS,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
769,Chordata,Aves,Passeriformes,Passeroidea,Neochmia modesta,Cone,443,SWS,415,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
770,Chordata,Aves,Passeriformes,Passeroidea,Neochmia modesta,Cone,500,MWS,514,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
771,Chordata,Aves,Passeriformes,Passeroidea,Neochmia modesta,Rod,503,Rod,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
772,Chordata,Aves,Passeriformes,Passeroidea,Neochmia modesta,Cone,565,LWS,567,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
773,Chordata,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,Cone,362,UVS,,N,Y,Hart et al. 1998; Hart & Vorobyev 2005
774,Chordata,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,Cone,449,SWS,399,N,Y,Hart et al. 1998; Hart & Vorobyev 2005
775,Chordata,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,Rod,503,Rod,,N,Y,Hart et al. 1998; Hart & Vorobyev 2005
776,Chordata,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,Cone,504,MWS,515,N,Y,Hart et al. 1998; Hart & Vorobyev 2005
777,Chordata,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,Cone,563,LWS,573,N,Y,Hart et al. 1998; Hart & Vorobyev 2005
778,Chordata,Aves,Passeriformes,Turdidae,Turdus merula,Cone,373,UVS,,Y,Y,Hart et al. 2000; Hart & Vorobyev 2005
779,Chordata,Aves,Passeriformes,Turdidae,Turdus merula,Cone,454,SWS,414,Y,Y,Hart et al. 2000; Hart & Vorobyev 2005
780,Chordata,Aves,Passeriformes,Turdidae,Turdus merula,Cone,504,MWS,515,Y,Y,Hart et al. 2000; Hart & Vorobyev 2005
781,Chordata,Aves,Passeriformes,Turdidae,Turdus merula,Rod,505,Rod,,Y,Y,Hart et al. 2000; Hart & Vorobyev 2005
782,Chordata,Aves,Passeriformes,Turdidae,Turdus merula,Cone,557,LWS,570,Y,Y,Hart et al. 2000; Hart & Vorobyev 2005
783,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus pacificus,,406,,,Y,Y,Hart 2004; Hart & Vorobyev 2005
784,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus pacificus,,450,,445,Y,Y,Hart 2004; Hart & Vorobyev 2005
785,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus pacificus,,503,,506,Y,Y,Hart 2004; Hart & Vorobyev 2005
786,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus pacificus,,566,,562,Y,Y,Hart 2004; Hart & Vorobyev 2005
787,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus puffinus,Cone,402,UVS,,Y,Y,Bowmaker et al 1997
788,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus puffinus,Cone,452,SWS,,Y,Y,Bowmaker et al 1997
789,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus puffinus,Rod,505,Rod,,Y,Y,Bowmaker et al 1997
790,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus undulatus,Cone,371,UVS,,N,Y,Wright & Bowmaker 2001; Hart & Vorbyev 2005
791,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus undulatus,Cone,440,SWS,411,N,Y,Wright & Bowmaker 2001; Hart & Vorbyev 2005
792,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus undulatus,Cone,499,MWS,507,N,Y,Wright & Bowmaker 2001; Hart & Vorbyev 2005
793,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus undulatus,Rod,509,Rod,,N,Y,Wright & Bowmaker 2001; Hart & Vorbyev 2005
794,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus undulatus,Cone,566,LWS,566,N,Y,Wright & Bowmaker 2001; Hart & Vorbyev 2005
795,Chordata,Aves,Rheiformes,Rheidae,Rhea americana,Cone,446,SWS,,N,Y,Wright & Bowmaker 2001
796,Chordata,Aves,Rheiformes,Rheidae,Rhea americana,Rod,504,Rod,,N,Y,Wright & Bowmaker 2001
797,Chordata,Aves,Rheiformes,Rheidae,Rhea americana,Cone,506,MWS,,N,Y,Wright & Bowmaker 2001
798,Chordata,Aves,Rheiformes,Rheidae,Rhea americana,Cone,570,LWS,,N,Y,Wright & Bowmaker 2001
799,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus humboldti,Cone,403,UVS,,N,Y,Bowmaker and Martin 1985
800,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus humboldti,Cone,450,SWS,,N,Y,Bowmaker and Martin 1985
801,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus humboldti,Rod,504,Rod,,N,Y,Bowmaker and Martin 1985
802,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus humboldti,Cone,543,LWS,,N,Y,Bowmaker and Martin 1985
803,Chordata,Aves,Strigiformes,Strigidae,Bubo virginianus,Rod,504,Rod,,N,Y,Jacobs et al. 1987
804,Chordata,Aves,Strigiformes,Strigidae,Bubo virginianus,Cone,555,LWS,,N,Y,Jacobs et al. 1987
805,Chordata,Aves,Strigiformes,Strigidae,Strix aluco,Cone,463,SWS,,N,Y,Bowmaker & Martin 1978
806,Chordata,Aves,Strigiformes,Strigidae,Strix aluco,Rod,503,Rod,,N,Y,Bowmaker & Martin 1978
807,Chordata,Aves,Strigiformes,Strigidae,Strix aluco,Cone,530,MWS,,N,Y,Bowmaker & Martin 1978
808,Chordata,Aves,Strigiformes,Strigidae,Strix aluco,Cone,555,LWS,,N,Y,Bowmaker & Martin 1978
809,Chordata,Aves,Struthioniformes,Struthionidae,Struthio camelus,Cone,405,UVS,,N,Y,Wright and Bowmaker 2001
810,Chordata,Aves,Struthioniformes,Struthionidae,Struthio camelus,Cone,444,SWS,417,N,Y,Wright and Bowmaker 2001
811,Chordata,Aves,Struthioniformes,Struthionidae,Struthio camelus,Rod,504,Rod,,N,Y,Wright and Bowmaker 2001
812,Chordata,Aves,Struthioniformes,Struthionidae,Struthio camelus,Cone,505,MWS,506,N,Y,Wright and Bowmaker 2001
813,Chordata,Aves,Struthioniformes,Struthionidae,Struthio camelus,Cone,570,LWS,552,N,Y,Wright and Bowmaker 2001
814,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta cinerascens,Cone,498,MWS,,N,Y,Sillman et al. 1981
815,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta cinerascens,Rod,504,Rod,,N,Y,Sillman et al. 1981
816,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta cinerascens,Cone,564,LWS,,N,Y,Sillman et al. 1981
817,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta perdicaria,Rod,501,Rod,,N,Y,Sillman et al. 1981
818,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta perdicaria,Cone,566,LWS,,N,Y,Sillman et al. 1981
819,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator mississippiensis,Cone,444,,,Y,Y,Sillman et al. 1991 (from Animal colour vision)
820,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator mississippiensis,Rod,501,,,Y,Y,Sillman et al. 1991 (from Animal colour vision)
821,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator mississippiensis,Cone,535,,,Y,Y,Sillman et al. 1991 (from Animal colour vision)
822,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator mississippiensis,Cone,566,,,Y,Y,Sillman et al. 1991 (from Animal colour vision)
823,Chordata,Reptilia,Squamata,Agamidae,Ctenophorus ornatus,Cone,440,,470,N,Y,Barbour et al. 2002
824,Chordata,Reptilia,Squamata,Agamidae,Ctenophorus ornatus,Cone,493,,470,N,Y,Barbour et al. 2002
825,Chordata,Reptilia,Squamata,Agamidae,Ctenophorus ornatus,Cone,571,,470,N,Y,Barbour et al. 2002
826,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,383,,,N,Y,Bowmaker et al 2005
827,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,444,,390,N,Y,Bowmaker et al 2005
828,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,481,,493,N,Y,Bowmaker et al 2005
829,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,499,,493,N,Y,Bowmaker et al 2005
830,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,568,,486,N,Y,Bowmaker et al 2005
831,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,586,,486,N,Y,Bowmaker et al 2005
832,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,605,,486,N,Y,Bowmaker et al 2005
833,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer pardalis,Cone,375,,,N,Y,Bowmaker et al 2005
834,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer pardalis,Cone,444,,390,N,Y,Bowmaker et al 2005
835,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer pardalis,Cone,490,,493,N,Y,Bowmaker et al 2005
836,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer pardalis,Cone,559,,493,N,Y,Bowmaker et al 2005
837,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer pardalis,Cone,575,,486,N,Y,Bowmaker et al 2005
838,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer pardalis,Cone,604,,486,N,Y,Bowmaker et al 2005
839,Chordata,Reptilia,Squamata,Boidae,Boa constrictor,Cone,357,,,Y,Y,Sillman et al. 2001
840,Chordata,Reptilia,Squamata,Boidae,Boa constrictor,Cone,549,,,Y,Y,Sillman et al. 2001
841,Chordata,Reptilia,Squamata,Colubridae,Masticophis flagellum,Cone,362,,,N,Y,Macedonia et al. 2009
842,Chordata,Reptilia,Squamata,Colubridae,Masticophis flagellum,Cone,458,,,N,Y,Macedonia et al. 2009
843,Chordata,Reptilia,Squamata,Colubridae,Masticophis flagellum,Cone,561,,,N,Y,Macedonia et al. 2009
844,Chordata,Reptilia,Squamata,Pythonidae,Python regius,Cone,360,,,Y,N,Davies et al. 2009
845,Chordata,Reptilia,Squamata,Pythonidae,Python regius,Cone,551,,,Y,N,Davies et al. 2009
846,Chordata,Reptilia,Squamata,Pythonidae,Python regius,Rod,494,,,Y,N,Sillman et al. 1999
847,Chordata,Reptilia,Squamata,Colubridae,Thamnophis sirtalis sirtalis,Cone,360,,,N,Y,Sillman et al. 1997
848,Chordata,Reptilia,Squamata,Colubridae,Thamnophis sirtalis sirtalis,Cone,482,,,N,Y,Sillman et al. 1997
849,Chordata,Reptilia,Squamata,Colubridae,Thamnophis sirtalis sirtalis,Cone,554,,,N,Y,Sillman et al. 1997
850,Chordata,Reptilia,Squamata,Colubridae,Xenopeltis unicolor,Cone,361,,,Y,N,Davies et al. 2009
851,Chordata,Reptilia,Squamata,Colubridae,Xenopeltis unicolor,Cone,550,,,Y,N,Davies et al. 2009
852,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis getula,Cone,493,,,Y,Y,
853,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis getula,Cone,370,,,Y,Y,
854,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis getula,Cone,538,,,Y,Y,
855,Chordata,Reptilia,Squamata,Colubridae,Arizona elegans,Cone,484,,,Y,N,
856,Chordata,Reptilia,Squamata,Colubridae,Arizona elegans,Cone,366,,,Y,N,
857,Chordata,Reptilia,Squamata,Colubridae,Arizona elegans,Cone,538,,,Y,N,
858,Chordata,Reptilia,Squamata,Colubridae,Rhinocheilus lecontei,Cone,487,,,Y,N,
859,Chordata,Reptilia,Squamata,Colubridae,Rhinocheilus lecontei,Cone,372,,,Y,N,
860,Chordata,Reptilia,Squamata,Colubridae,Rhinocheilus lecontei,Cone,539,,,Y,N,
861,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena torquata,Cone,500,,,Y,N,
862,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena torquata,Cone,371,,,Y,N,
863,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena torquata,Cone,534,,,Y,N,
864,Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion caspium,,365,,,Y,Y,Govardovskii et al. 1984
865,Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion caspium,,452,,,Y,Y,Govardovskii et al. 1984
866,Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion caspium,,534,,,Y,Y,Govardovskii et al. 1984
867,Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion fedtschenkoi,,356,,,Y,N,Govardovskii et al. 1984
868,Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion fedtschenkoi,,451,,,Y,N,Govardovskii et al. 1984
869,Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion fedtschenkoi,,535,,,Y,N,Govardovskii et al. 1984
870,Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion kotschyi,,365,,,Y,Y,Govardovskii et al. 1984
871,Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion kotschyi,,460,,,Y,Y,Govardovskii et al. 1984
