comp_db_id,Full_Species,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,kooi_id,LambdaMax
1749,Pseudozizeeria maha,,,234.0,,,,,,580.0
1750,Anadevidia peponis,,,235.0,,,,,,420.0
1751,Anadevidia peponis,,,236.0,,,,,,460.0
1752,Anadevidia peponis,,,237.0,,,,,,500.0
1754,Mamestra brassicae,,,239.0,,,,,,460.0
1756,Mamestra brassicae,,,241.0,,,,,,580.0
1757,Spodoptera exempta,,,242.0,,,,,,355.0
1758,Spodoptera exempta,,,243.0,,,,,,465.0
1759,Spodoptera exempta,,,244.0,,,,,,515.0
1760,Spodoptera exempta,,,245.0,,,,,,560.0
1761,Aglais urticae,,,246.0,,,,,,380.0
1762,Aglais urticae,,,247.0,,,,,,460.0
1763,Aglais urticae,,,248.0,,,,,,530.0
1764,Argynnis ruslana,,,249.0,,,,,,380.0
1765,Argynnis ruslana,,,250.0,,,,,,440.0
1766,Argynnis ruslana,,,251.0,,,,,,560.0
1767,Argynnis ruslana,,,252.0,,,,,,620.0
1768,Fabriciana adippe,,,253.0,,,,,,380.0
1769,Fabriciana adippe,,,254.0,,,,,,460.0
1770,Fabriciana adippe,,,255.0,,,,,,520.0
1771,Fabriciana adippe,,,256.0,,,,,,580.0
1773,Heliconius erato,,,258.0,,,,,,470.0
1778,Heliconius sara,,,264.0,,,,,,470.0
1779,Minois dryas,,,266.0,,,,,,380.0
1780,Minois dryas,,,267.0,,,,,,460.0
1781,Minois dryas,,,268.0,,,,,,520.0
1782,Neope goschkevitschii,,,269.0,,,,,,380.0
1783,Neope goschkevitschii,,,270.0,,,,,,460.0
1784,Neope goschkevitschii,,,271.0,,,,,,520.0
1785,Nymphalis xanthomelas,,,272.0,,,,,,380.0
1786,Nymphalis xanthomelas,,,273.0,,,,,,460.0
1787,Nymphalis xanthomelas,,,274.0,,,,,,500.0
1788,Nymphalis xanthomelas,,,275.0,,,,,,560.0
1789,Parage aegeria,,,276.0,,,,,,360.0
1790,Parage aegeria,,,277.0,,,,,,460.0
1791,Parage aegeria,,,278.0,,,,,,530.0
1792,Polygonia c-album,,,279.0,,,,,,380.0
1793,Polygonia c-album,,,280.0,,,,,,520.0
1794,Polygonia c-album,,,281.0,,,,,,560.0
1795,Polygonia c-album,,,282.0,,,,,,620.0
1799,Atrophaneura alcinous,,,287.0,,,,,,460.0
1800,Atrophaneura alcinous,,,288.0,,,,,,520.0
1801,Atrophaneura alcinous,,,289.0,,,,,,600.0
1803,Graphium sarpedon,,,291.0,,,,,,460.0
1804,Graphium sarpedon,,,292.0,,,,,,560.0
1805,Graphium sarpedon,,,293.0,,,,,,600.0
1806,Papilio achaon,,,294.0,,,,,,380.0
1807,Papilio achaon,,,295.0,,,,,,460.0
1808,Papilio achaon,,,296.0,,,,,,520.0
1809,Papilio achaon,,,297.0,,,,,,580.0
1810,Papilio aegeus,,,298.0,,,,,,360.0
1811,Papilio aegeus,,,299.0,,,,,,450.0
1812,Papilio aegeus,,,300.0,,,,,,540.0
1813,Papilio aegeus,,,301.0,,,,,,610.0
1814,Papilio maackii,,,302.0,,,,,,380.0
1815,Papilio maackii,,,303.0,,,,,,460.0
1816,Papilio maackii,,,304.0,,,,,,520.0
1817,Papilio maackii,,,305.0,,,,,,580.0
1818,Papilio protenor,,,306.0,,,,,,420.0
1819,Papilio protenor,,,307.0,,,,,,460.0
1820,Papilio protenor,,,308.0,,,,,,520.0
1821,Papilio xuthus,,,309.0,,,,,,360.0
1823,Papilio xuthus,,,311.0,,,,,,440.0
1824,Papilio xuthus,,,313.0,,,,,,600.0
1825,Papilo bianor,,,314.0,,,,,,420.0
1826,Papilo bianor,,,315.0,,,,,,460.0
1827,Papilo bianor,,,316.0,,,,,,520.0
1828,Papilo bianor,,,317.0,,,,,,580.0
1829,Colias erate,,,318.0,,,,,,400.0
1830,Colias erate,,,319.0,,,,,,520.0
1831,Colias erate,,,320.0,,,,,,560.0
1832,Gonepteryx aspasia,,,321.0,,,,,,380.0
1833,Gonepteryx aspasia,,,322.0,,,,,,460.0
1834,Gonepteryx aspasia,,,323.0,,,,,,560.0
1835,Gonepteryx aspasia,,,324.0,,,,,,600.0
1836,Pieris brassicae,,,325.0,,,,,,360.0
1837,Pieris brassicae,,,326.0,,,,,,455.0
1838,Pieris brassicae,,,327.0,,,,,,560.0
1839,Pieris brassicae,,,328.0,,,,,,620.0
1840,Pieris melete,,,329.0,,,,,,400.0
1841,Pieris melete,,,330.0,,,,,,480.0
1842,Pieris melete,,,331.0,,,,,,540.0
1843,Pieris melete,,,332.0,,,,,,600.0
1845,Pieris rapae,,,334.0,,,,,,420.0
1846,Pieris rapae,,,335.0,,,,,,450.0
1847,Pieris rapae,,,336.0,,,,,,563.0
1848,Amyelois transitella,,,337.0,,,,,,350.0
1849,Amyelois transitella,,,338.0,,,,,,430.0
1850,Amyelois transitella,,,339.0,,,,,,530.0
1851,Galleria mellonella,,,340.0,,,,,,363.0
1852,Actias artemis aliena,,,342.0,,,,,,380.0
1853,Actias artemis aliena,,,343.0,,,,,,460.0
1854,Actias artemis aliena,,,344.0,,,,,,540.0
1855,Actias artemis aliena,,,345.0,,,,,,580.0
1856,Antheraea polyphemus,,,346.0,,,,,,360.0
1857,Antheraea polyphemus,,,347.0,,,,,,450.0
1858,Antheraea polyphemus,,,348.0,,,,,,525.0
1859,Samia cynthia ricini,,,349.0,,,,,,380.0
1860,Samia cynthia ricini,,,350.0,,,,,,400.0
1861,Samia cynthia ricini,,,351.0,,,,,,480.0
1862,Samia cynthia ricini,,,352.0,,,,,,520.0
1863,Samia cynthia ricini,,,353.0,,,,,,540.0
1864,Ampelophaga rubiginosa,,,354.0,,,,,,460.0
1866,Ampelophaga rubiginosa,,,356.0,,,,,,580.0
1867,Callambulyx tatarinovii,,,357.0,,,,,,380.0
1868,Callambulyx tatarinovii,,,358.0,,,,,,460.0
1869,Callambulyx tatarinovii,,,359.0,,,,,,540.0
1870,Callambulyx tatarinovii,,,360.0,,,,,,580.0
1871,Deilephila elpenor,,,361.0,,,,,,345.0
1872,Deilephila elpenor,,,362.0,,,,,,440.0
1873,Deilephila elpenor,,,363.0,,,,,,520.0
1874,Macroglossum stellatarum,,,364.0,,,,,,348.0
1875,Macroglossum stellatarum,,,365.0,,,,,,430.0
1876,Macroglossum stellatarum,,,366.0,,,,,,500.0
1880,Marumba sperchius,,,370.0,,,,,,460.0
1881,Marumba sperchius,,,371.0,,,,,,540.0
1882,Marumba sperchius,,,372.0,,,,,,600.0
1883,Libelloides macaronius,,,373.0,,,,,,350.0
1884,Libelloides macaronius,,,374.0,,,,,,530.0
1885,Aeschna cyanea,,,375.0,,,,,,356.0
1886,Aeschna cyanea,,,376.0,,,,,,420.0
1887,Aeschna cyanea,,,377.0,,,,,,519.0
1888,Aeshna tuberculifera,,,378.0,,,,,,358.0
1889,Aeshna tuberculifera,,,379.0,,,,,,501.0
1890,Anax junius,,,380.0,,,,,,354.0
1891,Anax junius,,,381.0,,,,,,442.0
1892,Anax junius,,,382.0,,,,,,503.0
1893,Libellula pulchella,,,383.0,,,,,,360.0
1894,Libellula pulchella,,,384.0,,,,,,500.0
1895,Hemicordulia tau,,,385.0,,,,,,330.0
1896,Hemicordulia tau,,,386.0,,,,,,410.0
1897,Hemicordulia tau,,,387.0,,,,,,460.0
1898,Hemicordulia tau,,,388.0,,,,,,525.0
1899,Hemicordulia tau,,,389.0,,,,,,630.0
1900,Sympetrum rubicundulum,,,390.0,,,,,,340.0
1901,Sympetrum rubicundulum,,,391.0,,,,,,410.0
1902,Sympetrum rubicundulum,,,392.0,,,,,,490.0
1903,Sympetrum rubicundulum,,,393.0,,,,,,540.0
1904,Sympetrum rubicundulum,,,394.0,,,,,,620.0
1906,Locusta migratoria,,,396.0,,,,,,430.0
1908,Gryllus bimaculatus adult,,,398.0,,,,,,332.0
1909,Gryllus bimaculatus adult,,,399.0,,,,,,445.0
1910,Gryllus bimaculatus adult,,,400.0,,,,,,515.0
1911,Gryllus campestris,,,401.0,,,,,,340.0
1912,Gryllus campestris,,,402.0,,,,,,439.0
1913,Gryllus campestris,,,403.0,,,,,,520.0
1914,Romalea microptera,,,404.0,,,,,,360.0
1915,Romalea microptera,,,405.0,,,,,,510.0
1916,Ligia exotica,,,406.0,,,,,,340.0
1917,Ligia exotica,,,407.0,,,,,,470.0
1918,Ligia exotica,,,408.0,,,,,,520.0
1920,Rhinella [=Bufo] marinus,,,410.0,,,,,,433.0
1921,Rhinella [=Bufo] marinus,,,411.0,,,,,,504.0
1923,Xenopus laevis,,,413.0,,,,,,425.0
1924,Xenopus laevis,,,414.0,,,,,,523.0
1925,Xenopus laevis,,,415.0,,,,,,611.0
1926,Rana catesbeiana,,,416.0,,,,,,430.0
1929,Rana catesbeiana,,,420.0,,,,,,523.0
1930,Rana catesbeiana,,,421.0,,,,,,580.0
1931,Rana catesbeiana larvae,,,422.0,,,,,,516.0
1932,Rana cracrivora,,,423.0,,,,,,433.0
1933,Rana pipiens,,,424.0,,,,,,432.0
1934,Rana pipiens,,,425.0,,,,,,502.0
1935,Rana pipiens,,,426.0,,,,,,575.0
1938,Rana temporaria,,,429.0,,,,,,562.0
1940,Ichthyophis cf. kohtaoensis,,,431.0,,,,,,493.0
1942,Typhlonectes natans,,,433.0,,,,,,489.0
1943,Ambystoma tigrinum adult,,,434.0,,,,,,361.0
1944,Ambystoma tigrinum adult,,,435.0,,,,,,429.0
1945,Ambystoma tigrinum adult,,,436.0,,,,,,505.0
1946,Ambystoma tigrinum adult,,,437.0,,,,,,568.0
1947,Ambystoma tigrinum adult,,,438.0,,,,,,576.0
1948,Ambystoma tigrinum aquatic,,,439.0,,,,,,361.0
1949,Ambystoma tigrinum aquatic,,,440.0,,,,,,431.0
1950,Ambystoma tigrinum aquatic,,,441.0,,,,,,434.0
1951,Ambystoma tigrinum aquatic,,,442.0,,,,,,516.0
1952,Ambystoma tigrinum aquatic,,,443.0,,,,,,584.0
1953,Ambystoma tigrinum aquatic,,,444.0,,,,,,586.0
1954,Ambystoma tigrinum hatchling,,,445.0,,,,,,361.0
1955,Ambystoma tigrinum hatchling,,,446.0,,,,,,428.0
1956,Ambystoma tigrinum hatchling,,,447.0,,,,,,429.0
1957,Ambystoma tigrinum hatchling,,,448.0,,,,,,512.0
1958,Ambystoma tigrinum hatchling,,,449.0,,,,,,563.0
1959,Necturus maculosus,,,450.0,,,,,,523.0
1960,Necturus maculosus,,,451.0,,,,,,525.0
1961,Ichthyophis kohtaoensis,,,455.0,,,,,,493.0
1962,Cynops orientalis,,,456.0,,,,,,350.0
1963,Cynops orientalis,,,457.0,,,,,,466.0
1964,Cynops orientalis,,,458.0,,,,,,477.0
1965,Cynops orientalis,,,459.0,,,,,,496.0
1966,Cynops orientalis,,,460.0,,,,,,519.0
1967,Cynops orientalis,,,461.0,,,,,,547.0
1968,Cynops orientalis,,,462.0,,,,,,601.0
1969,Cynops pyrrhogaster,,,463.0,,,,,,474.0
1970,Lissotriton vulgaris,,,464.0,,,,,,340.0
1971,Lissotriton vulgaris,,,465.0,,,,,,470.0
1972,Lissotriton vulgaris,,,466.0,,,,,,499.0
1973,Lissotriton vulgaris,,,467.0,,,,,,523.0
1974,Lissotriton vulgaris,,,468.0,,,,,,609.0
1976,Pleurodeles waltl,,,470.0,,,,,,377.0
1977,Pleurodeles waltl,,,471.0,,,,,,489.0
1979,Pleurodeles waltl,,,473.0,,,,,,529.0
1980,Pleurodeles waltl,,,474.0,,,,,,611.0
1981,Bos taurus,,,475.0,,,,,,455.0
1983,Capra hircus,,,477.0,,,,,,444.0
1984,Capra hircus,,,478.0,,,,,,552.0
1985,Ovis aries,,,479.0,,,,,,446.0
1986,Ovis aries,,,480.0,,,,,,552.0
1987,Dama dama,,,481.0,,,,,,453.0
1989,Dama dama,,,483.0,,,,,,542.0
1990,Odocoileus virginianus,,,484.0,,,,,,457.0
1992,Odocoileus virginianus,,,486.0,,,,,,537.0
1993,Sus scrofa,,,487.0,,,,,,439.0
1995,Canis lupus familiaris,,,489.0,,,,,,431.0
1996,Canis lupus familiaris,,,490.0,,,,,,508.0
1997,Canis lupus familiaris,,,491.0,,,,,,555.0
1998,Urocyon littoralis,,,492.0,,,,,,432.0
1999,Urocyon littoralis,,,493.0,,,,,,555.0
2000,Vulpes vulpes,,,494.0,,,,,,438.0
2003,Felis catus,,,497.0,,,,,,450.0
2005,Felis catus,,,499.0,,,,,,502.0
2006,Felis catus,,,500.0,,,,,,555.0
2007,Nasua nasua,,,504.0,,,,,,430.0
2008,Nasua nasua,,,505.0,,,,,,555.0
2009,Potos flavus,,,507.0,,,,,,555.0
2010,Hipposideros speoris,,,510.0,,,,,,430.0
2011,Hipposideros speoris,,,511.0,,,,,,520.0
2012,Carollia perspicillata,,,514.0,,,,,,540.0
2013,Glossophaga soricina,,,516.0,,,,,,540.0
2014,Pteropus samoensis,,,521.0,,,,,,360.0
2015,Pteropus samoensis,,,522.0,,,,,,553.0
2018,Oryctolagus cuniculus,,,528.0,,,,,,523.0
2019,Didelphis virginiana,,,532.0,,,,,,561.0
2020,Isodon obesulus,,,538.0,,,,,,508.0
2021,Isodon obesulus,,,539.0,,,,,,509.0
2022,Isodon obesulus,,,540.0,,,,,,551.0
2023,Equus caballus,,,545.0,,,,,,428.0
2024,Equus caballus,,,546.0,,,,,,539.0
2025,Callithrix jacchus jacchus,,,549.0,,,,,,423.0
2026,Callithrix jacchus jacchus,,,550.0,,,,,,548.0
2027,Callithrix jacchus jacchus,,,551.0,,,,,,564.0
2028,Cebus spp.,,,552.0,,,,,,426.0
2029,Cebus spp.,,,553.0,,,,,,537.0
2030,Cebus spp.,,,554.0,,,,,,563.0
2031,Leontopithecus rosalia rosalia,,,555.0,,,,,,430.0
2032,Leontopithecus rosalia rosalia,,,556.0,,,,,,548.0
2033,Leontopithecus rosalia rosalia,,,557.0,,,,,,561.0
2034,Sagiunus midas,,,558.0,,,,,,428.0
2035,Sagiunus midas,,,559.0,,,,,,550.0
2036,Saguinus fuscicollis,,,560.0,,,,,,440.0
2037,Saguinus fuscicollis,,,561.0,,,,,,540.0
2038,Saguinus fuscicollis,,,562.0,,,,,,590.0
2039,Saguinus oedipus,,,563.0,,,,,,428.0
2040,Saguinus oedipus,,,564.0,,,,,,546.0
2041,Saguinus oedipus,,,565.0,,,,,,555.0
2042,Saimiri sciureus,,,566.0,,,,,,434.0
2043,Saimiri sciureus,,,567.0,,,,,,550.0
2044,Saimiri sciureus,,,568.0,,,,,,558.0
2045,Cercopithecus cephus,,,569.0,,,,,,432.0
2046,Cercopithecus cephus,,,570.0,,,,,,533.0
2047,Cercopithecus cephus,,,571.0,,,,,,565.0
2048,Cercopithecus diana,,,572.0,,,,,,432.0
2049,Cercopithecus diana,,,573.0,,,,,,531.0
2050,Cercopithecus diana,,,574.0,,,,,,566.0
2051,Cercopithecus petaurista,,,575.0,,,,,,424.0
2052,Cercopithecus petaurista,,,576.0,,,,,,534.0
2053,Cercopithecus petaurista,,,577.0,,,,,,563.0
2054,Chlorocebus aethiops,,,578.0,,,,,,434.0
2055,Chlorocebus aethiops,,,579.0,,,,,,535.0
2056,Chlorocebus aethiops,,,580.0,,,,,,566.0
2057,Erythrocebus patas,,,581.0,,,,,,432.0
2058,Erythrocebus patas,,,582.0,,,,,,533.0
2059,Erythrocebus patas,,,583.0,,,,,,566.0
2060,Macaca fascicularis,,,584.0,,,,,,430.0
2063,Macaca mulatta,,,587.0,,,,,,434.0
2064,Macaca mulatta,,,588.0,,,,,,536.0
2066,Miopithecus talapoin,,,590.0,,,,,,429.0
2067,Miopithecus talapoin,,,591.0,,,,,,533.0
2068,Miopithecus talapoin,,,592.0,,,,,,564.0
2069,Papio papio,,,593.0,,,,,,431.0
2070,Papio papio,,,594.0,,,,,,536.0
2071,Papio papio,,,595.0,,,,,,564.0
2072,Daubentonia madagascariensis,,,603.0,,,,,,406.0
2074,Homo sapiens,,,609.0,,,,,,419.0
2076,Homo sapiens,,,611.0,,,,,,531.0
2078,Eulemur fulvus fulvus,,,614.0,,,,,,437.0
2079,Eulemur fulvus fulvus,,,615.0,,,,,,545.0
2080,Lemur catta,,,616.0,,,,,,437.0
2082,Pithecia pithecia,,,621.0,,,,,,428.0
2083,Pithecia pithecia,,,622.0,,,,,,537.0
2084,Pithecia pithecia,,,623.0,,,,,,563.0
2085,Carlito syrichta,,,624.0,,,,,,558.0
2086,Cephalopachus bancanus,,,625.0,,,,,,543.0
2087,Elephas maximus,,,626.0,,,,,,419.0
2088,Elephas maximus,,,627.0,,,,,,552.0
2089,Loxodonta africana,,,628.0,,,,,,419.0
2090,Loxodonta africana,,,629.0,,,,,,552.0
2092,Mesocricetus brandti,,,633.0,,,,,,506.0
2093,Phodopus sungorus,,,634.0,,,,,,360.0
2094,Phodopus sungorus,,,635.0,,,,,,499.0
2095,Phodopus sungorus,,,636.0,,,,,,500.0
2096,Geomys bursarius,,,637.0,,,,,,360.0
2097,Geomys bursarius,,,638.0,,,,,,497.0
2098,Geomys bursarius,,,639.0,,,,,,505.0
2099,Thomomys bottae,,,640.0,,,,,,367.0
2100,Thomomys bottae,,,641.0,,,,,,505.0
2103,Mus musculus,,,644.0,,,,,,359.0
2105,Rattus rattus,,,649.0,,,,,,522.0
2109,Spalacopus cyanus,,,653.0,,,,,,365.0
2110,Spalacopus cyanus,,,654.0,,,,,,500.0
2111,Spalacopus cyanus,,,655.0,,,,,,505.0
2112,Sciurus carolinensis,,,657.0,,,,,,444.0
2113,Sciurus carolinensis,,,658.0,,,,,,543.0
2114,Spermophilus beecheyi,,,659.0,,,,,,437.0
2115,Spermophilus beecheyi,,,660.0,,,,,,519.0
2120,Tupaia glis,,,665.0,,,,,,445.0
2121,Tupaia glis,,,666.0,,,,,,555.0
2123,Buteo buteo,,,669.0,,,,,,449.0
2125,Buteo buteo,,,671.0,,,,,,567.0
2126,Accipiter nisus,,,672.0,,,,,,405.0
2127,Accipiter nisus,,,673.0,,,,,,449.0
2128,Accipiter nisus,,,674.0,,,,,,504.0
2129,Accipiter nisus,,,675.0,,,,,,567.0
2131,Anas platyrhynchos,,,677.0,,,,,,452.0
2134,Anas platyrhynchos,,,680.0,,,,,,567.0
2135,Anas platyrhynchos domesiticus,,,681.0,,,,,,415.0
2136,Anas platyrhynchos domesiticus,,,682.0,,,,,,426.0
2137,Anas platyrhynchos domesiticus,,,683.0,,,,,,449.0
2138,Anas platyrhynchos domesiticus,,,684.0,,,,,,456.0
2139,Anas platyrhynchos domesiticus,,,685.0,,,,,,501.0
2140,Anas platyrhynchos domesiticus,,,687.0,,,,,,504.0
2141,Anas platyrhynchos domesiticus,,,688.0,,,,,,505.0
2142,Anas platyrhynchos domesiticus,,,689.0,,,,,,570.0
2143,Dromiceius novae-hollandiae,,,693.0,,,,,,567.0
2144,Larus atricilla,,,695.0,,,,,,568.0
2145,Columba livia,,,696.0,,,,,,409.0
2146,Columba livia,,,697.0,,,,,,453.0
2147,Columba livia,,,699.0,,,,,,507.0
2149,Coturnix coturnix,,,701.0,,,,,,418.0
2150,Coturnix coturnix,,,702.0,,,,,,450.0
2151,Coturnix coturnix,,,703.0,,,,,,505.0
2152,Coturnix coturnix,,,705.0,,,,,,567.0
2154,Gallus gallus,,,707.0,,,,,,455.0
2155,Gallus gallus,,,708.0,,,,,,506.0
2156,Gallus gallus,,,709.0,,,,,,507.0
2157,Gallus gallus,,,710.0,,,,,,569.0
2158,Meleagris gallopavo,,,711.0,,,,,,420.0
2159,Meleagris gallopavo,,,712.0,,,,,,459.0
2160,Meleagris gallopavo,,,713.0,,,,,,504.0
2162,Meleagris gallopavo,,,715.0,,,,,,563.0
2163,Pavo cristatus,,,716.0,,,,,,424.0
2164,Pavo cristatus,,,717.0,,,,,,457.0
2165,Pavo cristatus,,,718.0,,,,,,504.0
2166,Pavo cristatus,,,719.0,,,,,,505.0
2167,Pavo cristatus,,,720.0,,,,,,566.0
2168,Corvus frugilegus,,,721.0,,,,,,497.0
2169,Corvus frugilegus,,,722.0,,,,,,504.0
2170,Corvus frugilegus,,,723.0,,,,,,565.0
2171,Amadina fasciata,,,724.0,,,,,,369.0
2172,Amadina fasciata,,,725.0,,,,,,448.0
2173,Amadina fasciata,,,726.0,,,,,,500.0
2174,Amadina fasciata,,,727.0,,,,,,503.0
2175,Amadina fasciata,,,728.0,,,,,,563.0
2177,Taeniopygia guttata,,,730.0,,,,,,430.0
2178,Taeniopygia guttata,,,731.0,,,,,,503.0
2179,Taeniopygia guttata,,,733.0,,,,,,567.0
2180,Serinus canaria,,,734.0,,,,,,369.0
2181,Serinus canaria,,,735.0,,,,,,444.0
2183,Serinus canaria,,,738.0,,,,,,571.0
2184,Leiothrix lutea,,,739.0,,,,,,355.0
2185,Leiothrix lutea,,,741.0,,,,,,453.0
2186,Leiothrix lutea,,,742.0,,,,,,454.0
2187,Leiothrix lutea,,,743.0,,,,,,499.0
2188,Leiothrix lutea,,,745.0,,,,,,501.0
2189,Leiothrix lutea,,,747.0,,,,,,567.0
2190,Leiothrix lutea,,,748.0,,,,,,568.0
2191,Parus caeruleus,,,749.0,,,,,,371.0
2192,Parus caeruleus,,,750.0,,,,,,448.0
2194,Parus caeruleus,,,753.0,,,,,,563.0
2195,Passer domesticus,,,754.0,,,,,,445.0
2196,Passer domesticus,,,755.0,,,,,,503.0
2197,Passer domesticus,,,757.0,,,,,,563.0
2198,Chloebia gouldiae,,,758.0,,,,,,371.0
2199,Chloebia gouldiae,,,759.0,,,,,,440.0
2200,Chloebia gouldiae,,,760.0,,,,,,500.0
2201,Chloebia gouldiae,,,762.0,,,,,,563.0
2202,Lonchura maja,,,763.0,,,,,,373.0
2203,Lonchura maja,,,764.0,,,,,,446.0
2204,Lonchura maja,,,765.0,,,,,,500.0
2205,Lonchura maja,,,766.0,,,,,,503.0
2206,Lonchura maja,,,767.0,,,,,,562.0
2207,Neochmia modesta,,,768.0,,,,,,372.0
2208,Neochmia modesta,,,769.0,,,,,,443.0
2209,Neochmia modesta,,,770.0,,,,,,500.0
2210,Neochmia modesta,,,772.0,,,,,,565.0
2215,Turdus merula,,,778.0,,,,,,373.0
2216,Turdus merula,,,779.0,,,,,,454.0
2217,Turdus merula,,,781.0,,,,,,505.0
2218,Turdus merula,,,782.0,,,,,,557.0
2219,Puffinus pacificus,,,783.0,,,,,,406.0
2220,Puffinus pacificus,,,784.0,,,,,,450.0
2221,Puffinus pacificus,,,785.0,,,,,,503.0
2222,Puffinus pacificus,,,786.0,,,,,,566.0
2223,Puffinus puffinus,,,787.0,,,,,,402.0
2224,Puffinus puffinus,,,788.0,,,,,,452.0
2225,Puffinus puffinus,,,789.0,,,,,,505.0
2226,Melopsittacus undulatus,,,790.0,,,,,,371.0
2227,Melopsittacus undulatus,,,791.0,,,,,,440.0
2228,Melopsittacus undulatus,,,792.0,,,,,,499.0
2230,Rhea americana,,,795.0,,,,,,446.0
2231,Rhea americana,,,796.0,,,,,,504.0
2232,Rhea americana,,,797.0,,,,,,506.0
2233,Rhea americana,,,798.0,,,,,,570.0
2234,Spheniscus humboldti,,,799.0,,,,,,403.0
2235,Spheniscus humboldti,,,800.0,,,,,,450.0
2236,Spheniscus humboldti,,,801.0,,,,,,504.0
2237,Spheniscus humboldti,,,802.0,,,,,,543.0
2238,Bubo virginianus,,,803.0,,,,,,504.0
2239,Strix aluco,,,807.0,,,,,,530.0
2240,Strix aluco,,,808.0,,,,,,555.0
2241,Struthio camelus,,,809.0,,,,,,405.0
2243,Struthio camelus,,,812.0,,,,,,505.0
2245,Nothoprocta cinerascens,,,814.0,,,,,,498.0
2246,Nothoprocta cinerascens,,,815.0,,,,,,504.0
2247,Nothoprocta cinerascens,,,816.0,,,,,,564.0
2249,Nothoprocta perdicaria,,,818.0,,,,,,566.0
2250,Alligator mississippiensis,,,819.0,,,,,,444.0
2252,Alligator mississippiensis,,,821.0,,,,,,535.0
2253,Alligator mississippiensis,,,822.0,,,,,,566.0
2254,Chamaeleo dilepis,,,826.0,,,,,,383.0
2255,Chamaeleo dilepis,,,827.0,,,,,,444.0
2256,Chamaeleo dilepis,,,828.0,,,,,,481.0
2257,Chamaeleo dilepis,,,829.0,,,,,,499.0
2258,Chamaeleo dilepis,,,830.0,,,,,,568.0
2259,Chamaeleo dilepis,,,831.0,,,,,,586.0
2260,Chamaeleo dilepis,,,832.0,,,,,,605.0
2261,Furcifer pardalis,,,833.0,,,,,,375.0
2262,Furcifer pardalis,,,834.0,,,,,,444.0
2263,Furcifer pardalis,,,835.0,,,,,,490.0
2264,Furcifer pardalis,,,836.0,,,,,,559.0
2265,Furcifer pardalis,,,837.0,,,,,,575.0
2266,Furcifer pardalis,,,838.0,,,,,,604.0
2267,Boa constrictor,,,839.0,,,,,,357.0
2268,Boa constrictor,,,840.0,,,,,,549.0
2269,Masticophis flagellum,,,841.0,,,,,,362.0
2270,Masticophis flagellum,,,842.0,,,,,,458.0
2271,Masticophis flagellum,,,843.0,,,,,,561.0
2272,Python regius,,,844.0,,,,,,360.0
2273,Python regius,,,845.0,,,,,,551.0
2274,Python regius,,,846.0,,,,,,494.0
2275,Thamnophis sirtalis sirtalis,,,847.0,,,,,,360.0
2276,Thamnophis sirtalis sirtalis,,,848.0,,,,,,482.0
2277,Thamnophis sirtalis sirtalis,,,849.0,,,,,,554.0
2278,Xenopeltis unicolor,,,850.0,,,,,,361.0
2279,Xenopeltis unicolor,,,851.0,,,,,,550.0
2286,Rhinocheilus lecontei,,,858.0,,,,,,487.0
2287,Rhinocheilus lecontei,,,859.0,,,,,,372.0
2288,Rhinocheilus lecontei,,,860.0,,,,,,539.0
2292,Cyrtopodion caspium,,,864.0,,,,,,365.0
2293,Cyrtopodion caspium,,,865.0,,,,,,452.0
2294,Cyrtopodion caspium,,,866.0,,,,,,534.0
2295,Cyrtopodion fedtschenkoi,,,867.0,,,,,,356.0
2296,Cyrtopodion fedtschenkoi,,,868.0,,,,,,451.0
2297,Cyrtopodion fedtschenkoi,,,869.0,,,,,,535.0
2298,Cyrtopodion kotschyi,,,870.0,,,,,,365.0
2299,Cyrtopodion kotschyi,,,871.0,,,,,,460.0
2300,Cyrtopodion kotschyi,,,872.0,,,,,,537.0
2303,Hemidactylus frenatus,,,878.0,,,,,,520.0
2304,Hemidactylus platyurus,,,885.0,,,,,,365.0
2305,Hemidactylus platyurus,,,886.0,,,,,,465.0
2306,Hemidactylus platyurus,,,887.0,,,,,,527.0
2307,Ptychozoon lionotum,,,891.0,,,,,,365.0
2308,Ptychozoon lionotum,,,892.0,,,,,,470.0
2309,Ptychozoon lionotum,,,893.0,,,,,,523.0
2310,Anolis bahorucoensis,,,894.0,,,,,,365.0
2311,Anolis bahorucoensis,,,895.0,,,,,,450.0
2312,Anolis bahorucoensis,,,896.0,,,,,,500.0
2313,Anolis bahorucoensis,,,897.0,,,,,,569.0
2314,Anolis carolinensis,,,898.0,,,,,,365.0
2315,Anolis carolinensis,,,899.0,,,,,,462.0
2317,Anolis carolinensis,,,901.0,,,,,,625.0
2318,Anolis conspersus,,,902.0,,,,,,365.0
2319,Anolis conspersus,,,903.0,,,,,,460.0
2320,Anolis conspersus,,,904.0,,,,,,500.0
2321,Anolis conspersus,,,905.0,,,,,,562.0
2322,Anolis cristatellus,,,906.0,,,,,,365.0
2323,Anolis cristatellus,,,907.0,,,,,,450.0
2324,Anolis cristatellus,,,908.0,,,,,,500.0
2325,Anolis cristatellus,,,909.0,,,,,,569.0
2326,Anolis evermanni,,,910.0,,,,,,364.0
2327,Anolis evermanni,,,911.0,,,,,,460.0
2328,Anolis evermanni,,,912.0,,,,,,490.0
2329,Anolis evermanni,,,913.0,,,,,,565.0
