qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
CM037771.1-56939128-56967210,XP_040523482_opsin3_G_gallus,41.009,317,168,5,28,333,24,332,1.16e-82,254.0
CM037750.1-61694850-61704146,XP_006638720_opsin_3_Lepisosteus_oculatus,41.528,301,165,4,18,310,2,299,1.47e-77,238.0
CM037761.1-65344265-65383919,XP_006638720_opsin_3_Lepisosteus_oculatus,38.255,298,167,3,21,304,5,299,1.5099999999999998e-67,212.0
CM037768.1-30029295-30035225,XP_006638720_opsin_3_Lepisosteus_oculatus,41.297,293,163,3,24,310,10,299,3.68e-71,221.0
CM037756.1-70758292-70817102,NP_001104634_opsin3_D_rerio,39.077,325,185,4,22,340,9,326,2.5599999999999998e-82,253.0
CM037770.1-9536432-9650063,XP_040523482_opsin3_G_gallus,43.077,325,172,4,9,324,6,326,5.71e-85,259.0
CM037754.1-58325997-58349806,XP_021435928_Oncorhynchus_mykiss_VA_a,97.165,388,6,5,1,383,1,388,0.0,753.0
CM037756.1-25165005-25179507,XP_021463733_Oncorhynchus_mykiss_VA_a,98.711,388,0,5,1,383,1,388,0.0,764.0
CM041659.1-21515656-21517684,visual_opsin_S308,85.434,357,50,1,1,355,1,357,0.0,649.0
CM041659.1-21519098-21522605,visual_opsin_S305,85.965,342,48,0,10,351,16,357,0.0,631.0
JAJNGS010012207.1-54-4998,visual_opsin_S305,85.38,342,50,0,10,351,16,357,0.0,629.0
CM041651.1-48764716-48782541,NP_001104634_opsin3_D_rerio,76.227,387,79,5,1,374,1,387,0.0,600.0
CM041685.1-6249758-6269875,NP_001104634_opsin3_D_rerio,77.003,387,76,5,1,374,1,387,0.0,596.0
CM041651.1-44001635-44042958,visual_opsin_Ephemera_danica_LWS3,39.937,318,183,4,1,313,7,321,2.4e-78,242.0
CM041652.1-19823109-19861911,visual_opsin_Anopheles_arabiensis_LW5,41.528,301,161,4,44,334,25,320,6.800000000000001e-72,226.0
CM041661.1-35203204-35239320,visual_opsin_Ephemera_danica_LWS3,39.13,299,175,2,16,309,25,321,9.82e-75,233.0
CM041663.1-10936669-10968834,visual_opsin_S250,36.111,324,195,3,3,318,41,360,1.29e-71,226.0
CM041657.1-19981397-20020793,visual_opsin_Indolestes_peregrinus_LWD2,33.898,295,182,4,33,317,27,318,1.93e-49,165.0
CM041668.1-60317928-60330279,visual_opsin_Indolestes_peregrinus_LWD2,33.788,293,179,4,33,314,27,315,1.9699999999999998e-48,162.0
CM041652.1-31974147-32019201,XP_017552143_Pygocentrus_nattereri_VA_a,30.508,295,198,4,33,323,40,331,4.0599999999999997e-45,156.0
CM041659.1-61817065-61826041,XP_039927874_Hirundo_rustica_VA,29.352,293,197,5,35,323,39,325,2.8400000000000003e-44,154.0
CM041678.1-31833115-31839821,XP_039193334_Crotalus_tigris_VA,29.878,328,214,7,21,338,44,365,1.56e-44,153.0
CM041681.1-9989932-9998434,XP_042357851_Plectropomus_leopardus_VA_a,31.429,350,204,11,21,356,19,346,1e-43,152.0
CM041664.1-31113191-31130792,XP_028681071_Erpetoichthys_calabaricus_parapinopsin,34.146,287,182,4,27,312,2,282,5.550000000000001e-47,160.0
CM041676.1-18362042-18371351,visual_opsin_Apis_dorsata_LW2,29.492,295,195,4,18,303,25,315,5.97e-39,138.0
CM041676.1-36453389-36457601,XP_010746869_Larimichthys_crocea_parapinopsin_a,29.252,294,194,5,14,299,16,303,3.48e-39,139.0
CM041677.1-21832462-21835330,visual_opsin_Rhopalosiphum_padi_UV2,28.904,301,190,7,19,304,26,317,3.02e-41,144.0
CM041657.1-27258194-27320846,NP_001104634_opsin3_D_rerio,33.333,282,175,7,26,301,35,309,1.7799999999999997e-42,147.0
CM041668.1-48150262-48197002,NP_001104634_opsin3_D_rerio,34.397,282,174,6,26,303,35,309,1.13e-45,155.0
CM041657.1-27368435-27399723,XP_033941701_Pseudochaenichthys_georgianus_parietopsin,30.65,323,213,6,10,325,26,344,2.7499999999999997e-42,146.0
CM041668.1-72752285-72763227,XP_040523482_opsin3_G_gallus,30.0,320,211,7,27,339,37,350,1.93e-37,134.0
CM041680.1-25487843-25494870,NP_001104634_opsin3_D_rerio,33.119,311,190,6,36,339,36,335,6.25e-47,159.0
CM041670.1-37065793-37073272,XP_023852874_Salvelinus_alpinus_parapinopsin_b,96.199,342,9,3,1,338,2,343,0.0,652.0
CM041676.1-16691962-16700928,NP_001117697_Oncorhynchus_mykiss_parapinopsin_a,98.844,346,3,1,1,345,1,346,0.0,690.0
CM041666.1-52676479-52678781,XP_021436199_Oncorhynchus_mykiss_parietopsin,87.263,369,12,8,1,334,12,380,0.0,614.0
CM041676.1-22131746-22132807,visual_opsin_S53,87.853,354,42,1,1,353,1,354,0.0,639.0
JAJNGS010002060.1-1519504-1523132,visual_opsin_S164,82.486,354,59,2,1,351,1,354,0.0,606.0
CM041670.1-32363729-32374160,visual_opsin_S302,77.374,358,68,1,2,346,10,367,0.0,576.0
CM041670.1-32380948-32383724,visual_opsin_S302,77.654,358,67,1,2,346,10,367,0.0,577.0
CM041670.1-32416292-32417864,visual_opsin_S79,78.448,348,71,1,2,345,2,349,0.0,560.0
CM041670.1-32435477-32437126,visual_opsin_S79,77.299,348,75,1,2,345,2,349,0.0,555.0
CM041684.1-26343568-26347981,XP_048407487_VA_long_opsin_a_Stegostoma_tigrinum,31.206,282,194,0,25,306,39,320,1.64e-49,166.0
CM041682.1-8630559-8632351,visual_opsin_S296,82.282,333,59,0,1,333,1,333,0.0,583.0
CM041659.1-21532814-21534910,visual_opsin_S300,75.811,339,81,1,7,344,11,349,0.0,549.0
CM041656.1-20324267-20360777,XP_005996890_opsin_3_Latimeria_chalumnae,35.079,382,218,6,18,371,3,382,1.0899999999999999e-74,233.0
CM041679.1-55380699-55406899,XP_040523482_opsin3_G_gallus,40.694,317,169,5,28,333,24,332,4.56e-82,252.0
CM041683.1-12522546-12600987,XP_005996890_opsin_3_Latimeria_chalumnae,40.0,305,174,3,18,315,3,305,1.66e-75,235.0
CM041686.1-12984596-13003617,XP_040523482_opsin3_G_gallus,41.009,317,168,5,28,333,24,332,1.14e-82,254.0
CM041660.1-50293793-50299215,XP_006638720_opsin_3_Lepisosteus_oculatus,41.196,301,166,4,18,310,2,299,5.93e-77,237.0
CM041653.1-16780697-16790768,NP_001104634_opsin3_D_rerio,41.786,280,154,2,38,311,32,308,8.49e-78,240.0
CM041664.1-9890179-9955190,NP_001104634_opsin3_D_rerio,38.889,324,185,4,23,340,10,326,4.89e-82,252.0
CM041672.1-38653198-38762635,XP_040523482_opsin3_G_gallus,42.769,325,173,4,9,324,6,326,2.46e-83,255.0
CM041651.1-47277518-47305708,XP_021435928_Oncorhynchus_mykiss_VA_a,97.68,388,4,5,1,383,1,388,0.0,756.0
CM041685.1-7684517-7700140,XP_021463733_Oncorhynchus_mykiss_VA_a,98.711,388,0,5,1,383,1,388,0.0,764.0
CM007718.2-20950529-20952561,visual_opsin_S308,85.154,357,51,1,1,355,1,357,0.0,647.0
CM007718.2-20953959-20957503,visual_opsin_S305,85.673,342,49,0,10,351,16,357,0.0,630.0
ML762285.1-10499185-10507609,visual_opsin_S305,85.38,342,50,0,10,351,16,357,0.0,629.0
CM007721.2-61231810-61250240,NP_001104634_opsin3_D_rerio,76.744,387,77,5,1,374,1,387,0.0,593.0
CM007728.2-46499930-46511715,NP_001104634_opsin3_D_rerio,77.003,387,76,5,1,374,1,387,0.0,607.0
CM007721.2-66188068-66218920,visual_opsin_Inocellia_crassicornis_LW,40.506,316,181,4,1,311,9,322,1.66e-78,243.0
CM007728.2-41698422-41739813,visual_opsin_Ephemera_danica_LWS3,39.623,318,184,4,1,313,7,321,4.77e-78,241.0
CM007737.2-12966206-12997095,visual_opsin_Anopheles_arabiensis_LW5,41.528,301,161,4,43,333,25,320,5.4e-72,226.0
CM007720.2-9355530-9381841,visual_opsin_S250,36.111,324,195,3,3,318,41,360,1.14e-71,226.0
CM007723.2-21347276-21370709,visual_opsin_Mnais_costalis_LWE1,41.528,301,166,3,16,309,25,322,3.6e-75,233.0
CM007729.2-26944119-26956898,visual_opsin_Indolestes_peregrinus_LWD2,33.788,293,179,4,33,314,27,315,1.9699999999999998e-48,162.0
CM007738.2-21346276-21373861,visual_opsin_Indolestes_peregrinus_LWD2,33.898,295,182,4,33,317,27,318,1.29e-49,165.0
CM007718.2-61241292-61249040,XP_033469549_Epinephelus_lanceolatus_VA_a,30.836,347,210,10,21,356,19,346,8.67e-44,152.0
CM007724.2-24038370-24046842,XP_039193334_Crotalus_tigris_VA,29.573,328,215,7,21,338,44,365,4.13e-44,152.0
CM007737.2-2600214-2644349,XP_017552143_Pygocentrus_nattereri_VA_a,30.169,295,199,4,33,323,40,331,1.78e-44,154.0
CM007737.2-39007016-39018165,XP_033799595_Geotrypetes_seraphini_VA,27.371,369,252,8,2,365,8,365,1.8e-44,154.0
CM007744.2-16673804-16691161,XP_028681071_Erpetoichthys_calabaricus_parapinopsin,33.798,287,183,4,27,312,2,282,8.99e-47,159.0
CM007747.2-26512582-26520975,XP_026077609_Carassius_auratus_parapinopsin_b,30.743,296,197,2,6,301,15,302,8.44e-47,160.0
CM007734.2-68263612-68266052,visual_opsin_Rhopalosiphum_padi_UV2,28.571,301,191,7,19,304,26,317,8.21e-40,140.0
CM007741.2-14976149-14979739,XP_010746869_Larimichthys_crocea_parapinopsin_a,29.252,294,194,5,14,299,16,303,3.48e-39,139.0
CM007741.2-31475367-31483931,visual_opsin_Solenopsis_invicta_LW,28.571,294,198,4,21,305,27,317,7.12e-39,138.0
CM007729.2-39299036-39323390,NP_001104634_opsin3_D_rerio,34.397,282,171,7,26,300,35,309,3.99e-44,151.0
CM007738.2-28002406-28055359,NP_001104634_opsin3_D_rerio,33.688,282,174,7,26,301,35,309,3.2700000000000002e-43,149.0
CM007738.2-28094334-28129400,XP_033941701_Pseudochaenichthys_georgianus_parietopsin,30.65,323,213,6,10,325,26,344,3.28e-42,146.0
CM007729.2-14812613-14849746,XP_040523482_opsin3_G_gallus,29.814,322,213,7,31,345,41,356,4.41e-38,136.0
CM007730.2-72647652-72657140,NP_001104634_opsin3_D_rerio,33.119,311,191,5,36,340,36,335,1.9e-47,161.0
CM007722.2-58951118-58957667,XP_023852874_Salvelinus_alpinus_parapinopsin_b,96.491,342,8,3,1,338,2,343,0.0,656.0
CM007741.2-32786666-32792104,NP_001117697_Oncorhynchus_mykiss_parapinopsin_a,98.266,346,5,1,1,345,1,346,0.0,683.0
CM007739.2-50227431-50251326,XP_021436199_Oncorhynchus_mykiss_parietopsin,92.035,339,11,6,2,324,42,380,0.0,611.0
CM007734.2-45616228-45618202,visual_opsin_S162,85.46,337,48,1,1,336,1,337,0.0,608.0
CM007741.2-28417288-28418349,visual_opsin_S53,88.136,354,41,1,1,353,1,354,0.0,640.0
CM007722.2-54859691-54870031,visual_opsin_S302,77.654,358,67,1,2,346,10,367,0.0,579.0
CM007722.2-54876033-54880345,visual_opsin_S224,83.939,330,53,0,2,331,2,331,0.0,562.0
CM007722.2-54903303-54904889,visual_opsin_S79,76.437,348,78,1,2,345,2,349,0.0,549.0
CM007722.2-54926311-54927963,visual_opsin_S79,75.862,348,80,1,2,345,2,349,0.0,549.0
CM007731.2-23927377-23931720,BR002525_C_altera_VA_opsin,29.87,308,215,1,23,330,36,342,7.68e-50,167.0
CM007726.2-14954864-14956594,visual_opsin_S296,82.282,333,59,0,1,333,1,333,0.0,583.0
CM007718.2-20969235-20971326,visual_opsin_S300,75.811,339,81,1,7,344,11,349,0.0,550.0
CM007719.2-67541923-67588816,XP_006638720_opsin_3_Lepisosteus_oculatus,41.343,283,158,2,32,308,19,299,6.52e-75,233.0
CM007722.2-10143820-10166105,XP_040523482_opsin3_G_gallus,41.009,317,168,5,28,333,24,332,1.2799999999999999e-82,254.0
CM007733.2-41668216-41694077,XP_040523482_opsin3_G_gallus,40.694,317,169,5,28,333,24,332,4.6599999999999995e-82,252.0
CM007743.2-20424311-20456826,XP_005996890_opsin_3_Latimeria_chalumnae,35.079,382,218,6,18,371,3,382,1.11e-74,233.0
CM007745.2-5074652-5079987,XP_006638720_opsin_3_Lepisosteus_oculatus,41.528,301,165,4,18,310,2,299,1.47e-77,238.0
CM007746.2-28505198-28508261,XP_006638720_opsin_3_Lepisosteus_oculatus,41.638,293,162,2,24,310,10,299,2.31e-76,235.0
CM007728.2-75100717-75114319,NP_001104634_opsin3_D_rerio,40.328,305,169,4,38,336,32,329,5.23e-78,241.0
CM007744.2-36543086-36608486,NP_001104634_opsin3_D_rerio,38.769,325,186,4,22,340,9,326,6.83e-82,251.0
CM007747.2-6283589-6383422,XP_040523482_opsin3_G_gallus,43.077,325,172,4,9,324,6,326,3.67e-85,260.0
CM007721.2-62678740-62691874,XP_021463733_Oncorhynchus_mykiss_VA_a,98.196,388,2,5,1,383,1,388,0.0,761.0
CM007728.2-44994577-45024221,XP_014055664_Salmo_salar_VA_a,97.423,388,5,5,1,383,1,388,0.0,757.0
CM023235.2-74854126-74857660,visual_opsin_S305,85.673,342,49,0,10,351,16,357,0.0,629.0
CM023235.2-74859081-74861109,visual_opsin_S308,85.434,357,50,1,1,355,1,357,0.0,649.0
CM023239.2-3385405-3391240,visual_opsin_S305,85.673,342,49,0,10,351,16,357,0.0,630.0
CM023219.2-62923989-62946684,NP_001104634_opsin3_D_rerio,77.003,387,76,5,1,374,1,387,0.0,597.0
CM023241.2-13663754-13671265,NP_001104634_opsin3_D_rerio,76.744,387,77,5,1,374,1,387,0.0,605.0
CM023219.2-67873837-67899973,visual_opsin_Inocellia_crassicornis_LW,40.19,316,182,4,1,311,9,322,2.02e-77,240.0
CM023234.2-12056442-12085078,visual_opsin_Anopheles_arabiensis_LW5,41.528,301,161,4,43,333,25,320,5.57e-72,226.0
CM023241.2-18529419-18580034,visual_opsin_Ephemera_danica_LWS3,39.185,319,186,4,1,314,7,322,3.68e-77,239.0
CM023223.2-38436453-38480116,visual_opsin_Ischnura_asiatica_LWE1,39.803,304,167,3,16,309,25,322,9.8e-76,234.0
CM023224.2-9315862-9344973,visual_opsin_S250,35.802,324,196,3,3,318,41,360,6.68e-71,224.0
CM023230.2-20607792-20634328,visual_opsin_Ischnura_asiatica_LWE1,39.535,301,172,3,16,309,25,322,1.4199999999999999e-74,232.0
CM023222.3-20981388-21014108,visual_opsin_Indolestes_peregrinus_LWD2,33.898,295,182,4,33,317,27,318,1.81e-49,165.0
CM023226.2-24996930-25010291,visual_opsin_Indolestes_peregrinus_LWD2,33.788,293,179,4,33,314,27,315,2.33e-48,162.0
CM023231.2-25013214-25021267,XP_033469549_Epinephelus_lanceolatus_VA_a,31.429,350,204,12,21,356,19,346,1.22e-44,155.0
CM023234.2-2748126-2783652,XP_017552143_Pygocentrus_nattereri_VA_a,29.831,295,200,4,33,323,40,331,5.6e-44,153.0
CM023235.2-32947620-32961173,XP_033469549_Epinephelus_lanceolatus_VA_a,30.548,347,211,10,21,356,19,346,1.76e-43,152.0
CM023237.2-33527920-33554779,XP_018424575_Nanorana_parkeri_VA,31.65,297,193,6,25,317,37,327,6.22e-42,145.0
CM023226.2-69511450-69520246,XP_026077609_Carassius_auratus_parapinopsin_b,31.419,296,195,2,6,301,15,302,3.03e-48,164.0
CM023246.2-15552282-15568135,XP_028681071_Erpetoichthys_calabaricus_parapinopsin,34.146,287,182,4,27,312,2,282,2.4200000000000004e-47,160.0
CM023227.2-58881644-58884189,visual_opsin_Rhopalosiphum_padi_UV2,28.571,301,191,7,19,304,26,317,6.07e-40,140.0
CM023234.2-46567913-46571382,XP_010746869_Larimichthys_crocea_parapinopsin_a,29.252,294,194,5,14,299,16,303,3.48e-39,139.0
CM023234.2-63327333-63334947,visual_opsin_Solenopsis_invicta_LW,28.571,294,198,4,21,305,27,317,3.04e-39,139.0
CM023222.3-27537262-27601561,NP_001104634_opsin3_D_rerio,33.688,282,174,7,26,301,35,309,3.2700000000000002e-43,149.0
CM023226.2-37427654-37456935,NP_001104634_opsin3_D_rerio,34.397,282,171,7,26,300,35,309,4.03e-44,151.0
CM023222.3-27634247-27680920,XP_048014214_Megalobrama_amblycephala_parietopsin,29.022,317,214,5,15,325,19,330,1.2e-41,144.0
CM023226.2-12799455-12828177,NP_001104634_opsin3_D_rerio,30.189,318,211,7,29,341,30,341,9.49e-38,135.0
CM023220.2-20251969-20259189,NP_001104634_opsin3_D_rerio,32.797,311,192,5,36,340,36,335,2.6800000000000004e-47,160.0
CM023225.2-71637441-71644507,XP_021463963_Oncorhynchus_mykiss_parapinopsin_b,98.534,341,1,3,1,337,2,342,0.0,663.0
CM023234.2-64645533-64650497,NP_001117697_Oncorhynchus_mykiss_parapinopsin_a,99.711,346,0,1,1,345,1,346,0.0,696.0
CM023220.2-95628512-95631139,XP_021436199_Oncorhynchus_mykiss_parietopsin,88.889,369,6,8,1,334,12,380,0.0,625.0
CM023227.2-35857018-35859048,visual_opsin_S162,85.757,337,47,1,1,336,1,337,0.0,609.0
CM023234.2-60130509-60131570,visual_opsin_S53,88.136,354,41,1,1,353,1,354,0.0,640.0
CM023225.2-67748371-67759274,visual_opsin_S302,77.654,358,67,1,2,346,10,367,0.0,580.0
CM023225.2-67766610-67769690,visual_opsin_S302,78.492,358,64,1,2,346,10,367,0.0,582.0
CM023225.2-67792704-67794287,visual_opsin_S79,76.149,348,79,1,2,345,2,349,0.0,550.0
CM023225.2-67806018-67807662,visual_opsin_S79,75.862,348,80,1,2,345,2,349,0.0,549.0
CM023243.3-24059693-24064118,BR002525_C_altera_VA_opsin,29.87,308,215,1,23,330,36,342,1.22e-49,166.0
CM023239.2-32456168-32457903,visual_opsin_S296,82.282,333,59,0,1,333,1,333,0.0,583.0
CM023235.2-74839712-74841864,visual_opsin_S300,75.811,339,81,1,7,344,11,349,0.0,549.0
CM023221.2-73301032-73347001,XP_006638720_opsin_3_Lepisosteus_oculatus,41.343,283,158,2,32,308,19,299,2.5e-74,232.0
CM023225.2-20655294-20676321,XP_040523482_opsin3_G_gallus,41.009,317,168,5,28,333,24,332,1.2799999999999999e-82,254.0
CM023236.2-23339993-23362117,XP_040523482_opsin3_G_gallus,40.635,315,172,5,28,333,24,332,5.97e-82,252.0
CM023240.2-8596007-8629878,XP_005996890_opsin_3_Latimeria_chalumnae,38.369,331,185,5,18,331,3,331,1.51e-74,232.0
CM023228.2-48207584-48212873,XP_006638720_opsin_3_Lepisosteus_oculatus,42.193,301,162,5,18,309,2,299,2.29e-77,238.0
CM023232.3-9398368-9424034,NP_001104634_opsin3_D_rerio,37.224,317,179,3,5,315,1,303,1.34e-78,241.0
CM023247.2-34329520-34334990,XP_006638720_opsin_3_Lepisosteus_oculatus,41.297,293,163,2,24,310,10,299,2.22e-75,232.0
CM023226.2-48903591-49011898,XP_040523482_opsin3_G_gallus,43.91,312,157,5,22,324,24,326,3.69e-84,258.0
CM023233.2-14397057-14405962,NP_001104634_opsin3_D_rerio,38.941,321,182,5,38,352,32,344,8.310000000000001e-77,238.0
CM023246.2-35518953-35575595,NP_001104634_opsin3_D_rerio,39.077,325,185,4,22,340,9,326,1.7399999999999998e-82,253.0
CM023219.2-64371993-64384521,XP_021463733_Oncorhynchus_mykiss_VA_a,98.711,388,0,5,1,383,1,388,0.0,764.0
CM023241.2-15168567-15189115,XP_021435928_Oncorhynchus_mykiss_VA_a,98.711,388,0,5,1,383,1,388,0.0,763.0
CM031200.1-20293728-20295752,visual_opsin_S308,85.154,357,51,1,1,355,1,357,0.0,647.0
CM031200.1-20297166-20300734,visual_opsin_S305,85.673,342,49,0,10,351,16,357,0.0,630.0
JAEPEU010006067.1-94076-100352,visual_opsin_S305,85.38,342,50,0,10,351,16,357,0.0,627.0
CM031199.1-51524300-51538342,NP_001104634_opsin3_D_rerio,77.003,387,76,5,1,374,1,387,0.0,607.0
CM031204.1-61535392-61553392,NP_001104634_opsin3_D_rerio,76.744,387,77,5,1,374,1,387,0.0,594.0
CM031199.1-56361925-56424430,visual_opsin_Ephemera_danica_LWS3,39.623,318,184,4,1,313,7,321,5.2e-78,241.0
CM031204.1-66433482-66464374,visual_opsin_Inocellia_crassicornis_LW,40.19,316,182,4,1,311,9,322,1.1300000000000001e-77,241.0
CM031222.1-22061503-22096599,visual_opsin_Anopheles_arabiensis_LW5,41.528,301,161,4,44,334,25,320,6.45e-72,226.0
CM031202.1-9198827-9231608,visual_opsin_S250,36.111,324,195,3,3,318,41,360,1.07e-71,226.0
CM031207.1-20902208-20932022,visual_opsin_Ephemera_danica_LWS3,39.465,299,174,2,16,309,25,321,5.91e-76,234.0
CM031218.1-12098261-12136163,visual_opsin_Ischnura_asiatica_LWE1,39.803,304,167,3,16,309,25,322,7.4e-76,234.0
CM031203.1-25439412-25452022,visual_opsin_Indolestes_peregrinus_LWD2,33.788,293,179,4,33,314,27,315,1.9699999999999998e-48,162.0
CM031216.1-19993710-20023649,visual_opsin_Indolestes_peregrinus_LWD2,33.898,295,182,4,33,317,27,318,1.0700000000000001e-49,166.0
CM031200.1-60839892-60847675,XP_033469549_Epinephelus_lanceolatus_VA_a,30.836,347,210,10,21,356,19,346,1.95e-43,152.0
CM031209.1-23237615-23255415,XP_018424575_Nanorana_parkeri_VA,30.844,308,201,6,20,322,36,336,1e-43,150.0
CM031222.1-31608037-31645744,XP_017552143_Pygocentrus_nattereri_VA_a,29.492,295,201,4,33,323,40,331,4.1600000000000005e-43,150.0
CM031230.1-5871150-5879749,XP_042357851_Plectropomus_leopardus_VA_a,31.714,350,203,11,21,356,19,346,1.34e-44,155.0
CM031208.1-61833468-61842293,XP_026077609_Carassius_auratus_parapinopsin_b,31.757,296,194,2,6,301,15,302,2.84e-49,166.0
CM031226.1-17026404-17044175,XP_026077609_Carassius_auratus_parapinopsin_b,30.435,299,200,2,3,301,12,302,1.18e-45,157.0
CM031214.1-68572597-68575358,visual_opsin_Rhopalosiphum_padi_UV2,28.571,301,191,7,19,304,26,317,1.47e-39,139.0
CM031220.1-14849412-14855796,XP_010746869_Larimichthys_crocea_parapinopsin_a,29.252,294,194,5,14,299,16,303,3.48e-39,139.0
CM031220.1-31684384-31694946,visual_opsin_Apis_dorsata_LW2,29.492,295,195,4,18,303,25,315,1.65e-39,139.0
CM031203.1-37576951-37608712,NP_001104634_opsin3_D_rerio,34.752,282,170,7,26,300,35,309,1.69e-44,152.0
CM031216.1-26625698-26701163,NP_001104634_opsin3_D_rerio,33.688,282,174,7,26,301,35,309,5.11e-43,149.0
CM031216.1-26727086-26759409,XP_047242728_Girardinichthys_multiradiatus_parietopsin,31.498,327,205,8,6,321,15,333,5.59e-42,145.0
CM031203.1-13328421-13340190,XP_040523482_opsin3_G_gallus,30.063,316,208,7,31,339,41,350,2.0300000000000003e-37,134.0
CM031221.1-24792736-24799584,NP_001104634_opsin3_D_rerio,32.686,309,195,4,36,340,36,335,1.92e-47,161.0
CM031205.1-56817430-56823850,XP_023852874_Salvelinus_alpinus_parapinopsin_b,96.491,342,8,3,1,338,2,343,0.0,656.0
CM031220.1-33229973-33235496,NP_001117697_Oncorhynchus_mykiss_parapinopsin_a,98.266,346,5,1,1,345,1,346,0.0,683.0
CM031217.1-51251812-51254351,XP_021436199_Oncorhynchus_mykiss_parietopsin,87.263,369,12,8,1,334,12,380,0.0,617.0
CM031214.1-45849225-45851233,visual_opsin_S162,85.46,337,48,1,1,336,1,337,0.0,607.0
CM031220.1-28482323-28483384,visual_opsin_S53,88.136,354,41,1,1,353,1,354,0.0,640.0
CM031205.1-52753264-52761964,visual_opsin_S302,77.654,358,67,1,2,346,10,367,0.0,579.0
CM031205.1-52771225-52775539,visual_opsin_S224,84.242,330,52,0,2,331,2,331,0.0,564.0
CM031205.1-52797411-52798997,visual_opsin_S79,76.437,348,78,1,2,345,2,349,0.0,549.0
CM031205.1-52840744-52842394,visual_opsin_S79,75.287,348,82,1,2,345,2,349,0.0,544.0
CM031206.1-25125973-25130273,BR002525_C_altera_VA_opsin,29.87,308,215,1,23,330,36,342,1.17e-49,166.0
CM031213.1-11214347-11216102,visual_opsin_S296,82.282,333,59,0,1,333,1,333,0.0,583.0
CM031200.1-20312519-20314670,visual_opsin_S300,75.811,339,81,1,7,344,11,349,0.0,550.0
CM031201.1-68615936-68666479,XP_005996890_opsin_3_Latimeria_chalumnae,41.042,307,168,4,18,315,3,305,1.52e-74,233.0
CM031205.1-8140042-8160883,XP_040523482_opsin3_G_gallus,41.009,317,168,5,28,333,24,332,1.2799999999999999e-82,254.0
CM031212.1-9405448-9436232,XP_040523482_opsin3_G_gallus,40.635,315,172,5,28,333,24,332,4.46e-82,252.0
CM031224.1-21078809-21115089,XP_005996890_opsin_3_Latimeria_chalumnae,35.079,382,218,6,18,371,3,382,1.11e-74,233.0
CM031228.1-4914119-4919189,XP_006638720_opsin_3_Lepisosteus_oculatus,41.528,301,165,4,18,310,2,299,1.47e-77,238.0
CM031231.1-31368888-31374747,XP_006638720_opsin_3_Lepisosteus_oculatus,41.98,293,161,2,24,310,10,299,9.73e-77,236.0
CM031208.1-41533670-41626982,XP_040523482_opsin3_G_gallus,42.769,325,173,4,9,324,6,326,8.15e-85,259.0
CM031226.1-36848084-36898873,NP_001104634_opsin3_D_rerio,38.769,325,186,4,22,340,9,326,2.95e-82,252.0
CM031227.1-24786661-24795981,NP_001104634_opsin3_D_rerio,39.252,321,181,5,38,352,32,344,4.35e-78,241.0
CM031199.1-53046745-53076891,XP_021435928_Oncorhynchus_mykiss_VA_a,97.938,388,3,5,1,383,1,388,0.0,757.0
CM031204.1-62948272-62962611,XP_021463733_Oncorhynchus_mykiss_VA_a,98.711,388,0,5,1,383,1,388,0.0,764.0
JACSYO010000324.1-2155716-2157654,visual_opsin_S308,92.997,357,23,1,1,355,1,357,0.0,695.0
JACSYO010002062.1-2386681-2394005,NP_001104634_opsin3_D_rerio,76.744,387,78,5,1,375,1,387,0.0,605.0
JACSYO010000412.1-1075691-1083983,visual_opsin_Ephemera_danica_LWS3,41.325,317,178,4,1,312,9,322,5.94e-79,244.0
JACSYO010001669.1-2244439-2264226,visual_opsin_Sogatella_furcifera_LW,41.333,300,168,4,44,337,25,322,6.16e-76,236.0
JACSYO010000473.1-592897-599245,visual_opsin_S318,38.39,323,186,3,18,331,50,368,1.38e-71,226.0
JACSYO010001905.1-382427-391373,visual_opsin_Ischnura_asiatica_LWE1,38.871,319,179,3,1,309,10,322,1.39e-75,234.0
JACSYO010000570.1-4572036-4597451,visual_opsin_Indolestes_peregrinus_LWD2,34.737,285,171,4,30,303,27,307,4.3e-51,169.0
JACSYO010000372.1-2801510-2806969,XP_047242728_Girardinichthys_multiradiatus_parietopsin,31.475,305,196,8,23,320,18,316,9.999999999999999e-43,148.0
JACSYO010002079.1-19137-22322,XP_047242728_Girardinichthys_multiradiatus_parietopsin,31.27,307,201,6,14,315,13,314,5.4600000000000005e-43,149.0
JACSYO010000511.1-254648-259948,XP_040269222_Bufo_bufo_parietopsin,34.686,271,173,2,30,300,37,303,2.2e-46,159.0
JACSYO010000232.1-853258-855383,XP_010746869_Larimichthys_crocea_parapinopsin_a,28.431,306,202,6,18,314,39,336,1.84e-41,145.0
JACSYO010000734.1-1272831-1285565,visual_opsin_S287,34.387,253,157,2,53,305,58,301,1.76e-43,152.0
JACSYO010000293.1-693377-705873,NP_001104634_opsin3_D_rerio,31.673,281,183,4,24,301,35,309,3.14e-41,144.0
JACSYO010000293.1-676520-686046,XP_040523482_opsin3_G_gallus,35.052,291,174,5,16,296,31,316,4.8e-47,159.0
JACSYO010000880.1-1704927-1710642,NP_001104634_opsin3_D_rerio,29.006,362,234,10,3,347,1,356,1.27e-39,140.0
