	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S960	547.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T285A
S961	561.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y309F
S962	547.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A,Y277F
S963	540.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A,T285A
S964	536.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y277F,T285A
S965	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S966	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P
S967	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A
S968	543.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F
S969	543.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F
S970	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L
S971	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V
S972	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V
S973	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S
S974	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T
S975	555.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A
S976	559.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M
S977	559.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y
S978	563.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V
S979	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S980	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S981	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S982	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S983	534.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S984	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S985	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S986	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S987	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_F275L,Y277F,V279F,T285A,A298P,Y309F
S988	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y277F,V279F,T285A,A298P,Y309F
S989	546.00000	Homo_sapiens	LWS	Chordata	AH005298.2_V279F,T285A,A298P,Y309F
S990	546.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T285A,A298P,Y309F
S991	561.00000	Homo_sapiens	LWS	Chordata	AH005298.2_A298P,Y309F
S992	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R9A,R13A
S993	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R9A
S994	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R13A
S995	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R50A
S996	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H46Y,H54S
S997	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K80Q,H86T
S998	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H123P
S999	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K167N
S1000	500.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197E,K200Q
S1001	500.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197E
S1002	523.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K200Q
S1003	508.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197A
S1004	523.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K200A
S1005	500.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197A,K200A
S1006	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K251A,K254Q
S1007	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H300G
S1008	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K339C,K340G
S1009	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K352T
S1010	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890_F115A
S1011	490.00000	Bos_taurus	Rh1	Chordata	NM_001014890_A117F
S1012	476.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E122D
S1013	476.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E122A
S1014	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W126F
S1015	490.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W126L
S1016	486.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W126A
S1017	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W161L
S1018	483.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W265Y
S1019	480.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W265F
S1020	470.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W265A
S1021	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890_P267G
S1022	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_P267A
S1023	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890_P267S
S1024	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890_P267N
S1025	493.00000	Bos_taurus	Rh1	Chordata	NM_001014890_Y268F
S1026	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890_Y274F
S1027	488.00000	Bos_taurus	Rh1	Chordata	NM_001014890_A292D
S1028	0.00000	Bos_taurus	Rh2	Chordata	NM_001014890_H211R
S1029	483.00000	Branchiostoma_belcheri	RhG	Chordata	AB050606
S1030	490.00000	Branchiostoma_belcheri	RhG	Chordata	AB050610
S1031	504.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_Lc
S1032	449.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_Fb
S1033	448.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_D
S1034	460.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_C
S1035	455.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_B
S1036	457.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_A
S1037	526.00000	Mus_musculus	RH2	Chordata	AF011389.1_S308A
S1038	506.00000	Mus_musculus	RH2	Chordata	AF011389.1_Y277F,T285A,S308A
S1039	487.00000	Mus_musculus	RH2	Chordata	AF011389.1_Y277F,T285A
S1040	526.00000	Homo_sapiens	LWS	Chordata	AH005298.2_H197Y
S1041	508.00000	Homo_sapiens	LWS	Chordata	AH005298.2_H197Y,A308S
